Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
TCGA-E9-A2JT-01	0	1	0	27	0
TCGA-E9-A3HO-01	10	37	9	10	6
TCGA-E9-A3QA-01	2	27	5	28	0
TCGA-E9-A3X8-01	9	6	13	7	2
TCGA-E9-A54Y-01	8	5	24	19	2
TCGA-E9-A5FK-01	6	10	18	3	2
TCGA-E9-A5FL-01	2	57	29	33	12
TCGA-E9-A5UO-01	2	13	21	2	0
TCGA-E9-A6HE-01	4	1	14	0	3
TCGA-EW-A1IW-01	12	13	26	76	0
TCGA-EW-A1IX-01	2	10	0	30	0
TCGA-EW-A1IY-01	14	0	4	14	6
TCGA-EW-A1IZ-01	32	40	332	3	28
TCGA-EW-A1J1-01	2	7	11	0	3
TCGA-EW-A1J3-01	8	5	13	2	2
TCGA-EW-A1J5-01	46	0	2	492	0
TCGA-EW-A1J6-01	2	21	18	3	0
TCGA-EW-A1OV-01	21	1	12	106	0
TCGA-EW-A1OX-01	0	4	9	8	0
TCGA-EW-A1OZ-01	11	5	37	11	12
TCGA-EW-A1P0-01	1	14	7	1	5
TCGA-EW-A1P1-01	0	1	2	0	0
TCGA-EW-A1P3-01	7	7	12	2	0
TCGA-EW-A1P4-01	0	22	28	15	12
TCGA-EW-A1P5-01	0	0	18	1	1
TCGA-EW-A1P6-01	5	5	16	0	0
TCGA-EW-A1P7-01	1	12	4	0	2
TCGA-EW-A1P8-01	10	8	18	1	2
TCGA-EW-A1PA-01	9	7	12	6	7
TCGA-EW-A1PB-01	0	63	10	107	2
TCGA-EW-A1PD-01	17	42	7	22	5
TCGA-EW-A1PE-01	6	6	14	7	5
TCGA-EW-A1PG-01	2	0	4	1	4
TCGA-EW-A1PH-01	10	8	28	8	8
TCGA-EW-A2FR-01	10	10	18	16	0
TCGA-EW-A2FS-01	8	12	22	1	2
TCGA-EW-A2FV-01	9	8	9	0	6
TCGA-EW-A2FW-01	3	2	18	3	0
TCGA-EW-A423-01	18	7	40	23	0
TCGA-EW-A6S9-01	4	5	17	5	0
TCGA-EW-A6SA-01	20	29	44	20	10
TCGA-EW-A6SB-01	11	15	33	7	15
TCGA-EW-A6SC-01	8	8	16	7	0
TCGA-EW-A6SD-01	3	7	20	38	0
TCGA-GI-A2C8-01	0	70	43	31	4
TCGA-GM-A2D9-01	87	0	16	539	3
TCGA-GM-A2DA-01	0	6	21	13	5
TCGA-GM-A2DB-01	8	54	39	16	11
TCGA-GM-A2DC-01	3	3	20	0	1
TCGA-GM-A2DD-01	6	23	23	7	9
TCGA-GM-A2DF-01	8	6	27	7	5
TCGA-GM-A2DH-01	0	71	23	130	8
TCGA-GM-A2DI-01	18	0	5	65	3
TCGA-GM-A2DK-01	3	7	13	5	9
TCGA-GM-A2DL-01	7	15	11	11	5
TCGA-GM-A2DM-01	2	8	3	6	8
TCGA-GM-A2DN-01	7	0	9	2	1
TCGA-GM-A2DO-01	18	0	12	171	19
TCGA-GM-A3NW-01	9	0	27	57	2
TCGA-GM-A3XL-01	0	45	26	65	8
TCGA-GM-A4E0-01	2	10	19	1	2
TCGA-GM-A5PV-01	9	10	11	11	6
TCGA-GM-A5PX-01	5	6	17	9	5
TCGA-HN-A2NL-01	7	45	25	12	2
TCGA-HN-A2OB-01	1	0	10	5	3
TCGA-JL-A3YX-01	5	3	19	22	0
TCGA-LD-A66U-01	4	7	31	2	0
TCGA-LD-A74U-01	63	0	27	262	0
TCGA-LD-A7W5-01	7	2	34	18	4
TCGA-LD-A7W6-01	8	6	26	4	2
TCGA-LD-A9QF-01	8	0	26	3	2
TCGA-LL-A440-01	2	0	3	1	0
TCGA-LL-A50Y-01	3	4	32	4	0
TCGA-LL-A5YL-01	22	3	25	35	8
TCGA-LL-A5YM-01	7	9	19	5	0
TCGA-LL-A5YN-01	10	7	19	0	7
TCGA-LL-A5YO-01	0	20	12	21	8
TCGA-LL-A5YP-01	17	52	16	18	2
TCGA-LL-A6FP-01	22	17	14	14	8
TCGA-LL-A6FQ-01	15	6	46	2	0
TCGA-LL-A6FR-01	8	7	35	6	7
TCGA-LL-A73Y-01	0	8	23	149	13
TCGA-LL-A73Z-01	4	8	27	5	4
TCGA-LL-A740-01	17	16	29	5	1
TCGA-LL-A7SZ-01	10	4	35	10	16
TCGA-LL-A7T0-01	3	7	44	15	8
TCGA-LL-A8F5-01	11	94	42	28	25
TCGA-LL-A9Q3-01	9	11	34	9	5
TCGA-OK-A5Q2-01	6	0	18	7	12
TCGA-OL-A5D6-01	11	7	22	9	8
TCGA-OL-A5D7-01	3	27	26	19	5
TCGA-OL-A5D8-01	3	1	21	4	10
TCGA-OL-A5DA-01	16	0	20	65	13
TCGA-OL-A5RU-01	14	3	29	0	0
TCGA-OL-A5RV-01	1	0	14	0	2
TCGA-OL-A5RW-01	0	69	21	151	12
TCGA-OL-A5RX-01	1	4	24	4	2
TCGA-OL-A5RY-01	0	0	10	3	0
TCGA-OL-A5RZ-01	17	38	66	21	10
TCGA-OL-A5S0-01	3	2	28	7	4
TCGA-OL-A66H-01	3	13	11	0	0
TCGA-OL-A66I-01	18	9	25	4	0
TCGA-OL-A66J-01	9	10	34	11	4
TCGA-OL-A66K-01	5	5	33	4	0
TCGA-OL-A66L-01	8	0	17	64	5
TCGA-OL-A66N-01	10	5	38	2	3
TCGA-OL-A66O-01	3	7	23	2	3
TCGA-OL-A66P-01	11	58	32	5	17
TCGA-OL-A6VO-01	5	4	23	3	3
TCGA-OL-A6VQ-01	8	0	21	50	3
TCGA-OL-A6VR-01	0	4	11	2	0
TCGA-OL-A97C-01	11	22	34	1	2
TCGA-PE-A5DC-01	12	58	41	27	16
TCGA-PE-A5DD-01	11	13	22	39	0
TCGA-PE-A5DE-01	121	0	20	514	34
TCGA-PL-A8LV-01	6	49	27	60	13
TCGA-PL-A8LX-01	5	13	29	0	2
TCGA-PL-A8LY-01	1	1	3	0	2
TCGA-PL-A8LZ-01	25	76	19	12	4
TCGA-S3-A6ZF-01	3	6	36	7	0
TCGA-S3-A6ZG-01	7	0	31	5	17
TCGA-S3-A6ZH-01	1	6	23	5	10
TCGA-S3-AA0Z-01	8	16	28	19	6
TCGA-S3-AA10-01	14	68	24	32	12
TCGA-S3-AA11-01	18	49	17	2	10
TCGA-S3-AA12-01	10	15	24	6	5
TCGA-S3-AA14-01	0	0	17	7	0
TCGA-S3-AA15-01	4	0	10	39	7
TCGA-S3-AA17-01	5	54	35	27	20
TCGA-UL-AAZ6-01	13	56	36	24	11
TCGA-UU-A93S-01	14	94	54	25	9
TCGA-V7-A7HQ-01	3	8	13	7	0
TCGA-W8-A86G-01	5	4	22	3	1
TCGA-WT-AB41-01	15	3	19	23	2
TCGA-WT-AB44-01	3	15	37	0	5
TCGA-XX-A899-01	17	0	8	27	8
TCGA-XX-A89A-01	14	0	30	216	5
TCGA-Z7-A8R5-01	0	0	32	2	0
TCGA-Z7-A8R6-01	17	0	28	56	6
TCGA-05-4244-01	1	212	31	16	0
TCGA-05-4249-01	19	301	31	34	0
TCGA-05-4250-01	31	309	32	57	5
TCGA-05-4382-01	13	1884	8	205	0
TCGA-05-4384-01	13	119	20	12	0
TCGA-05-4389-01	13	118	49	99	17
TCGA-05-4390-01	22	630	28	14	0
TCGA-05-4395-01	29	189	21	100	9
TCGA-05-4396-01	22	264	26	21	1
TCGA-05-4397-01	27	739	34	182	37
TCGA-05-4398-01	22	706	57	113	30
TCGA-05-4402-01	2	24	10	112	7
TCGA-05-4403-01	16	97	45	7	3
TCGA-05-4405-01	19	380	43	29	11
TCGA-05-4410-01	26	1119	30	167	6
TCGA-05-4415-01	8	221	13	8	0
TCGA-05-4417-01	0	314	21	14	3
TCGA-05-4418-01	35	261	21	17	0
TCGA-05-4420-01	14	307	22	19	9
TCGA-05-4422-01	10	14	8	18	4
TCGA-05-4424-01	17	725	28	122	9
TCGA-05-4425-01	5	0	46	2	0
TCGA-05-4426-01	2	17	26	9	1
TCGA-05-4427-01	28	1051	30	84	57
TCGA-05-4430-01	4	296	14	22	5
TCGA-05-4432-01	35	626	43	37	12
TCGA-05-4433-01	0	1	41	3	0
TCGA-05-4434-01	13	11	17	11	7
TCGA-05-5420-01	15	72	25	4	0
TCGA-05-5423-01	3	134	30	20	0
TCGA-05-5425-01	16	600	27	45	31
TCGA-05-5428-01	37	293	16	129	0
TCGA-05-5429-01	3	0	30	6	5
TCGA-05-5715-01	3	20	34	93	1
TCGA-35-3615-01	12	68	14	45	7
TCGA-35-4122-01	27	273	34	57	21
TCGA-35-4123-01	11	326	16	15	1
TCGA-35-5375-01	14	379	50	57	23
TCGA-38-4625-01	20	619	4	122	0
TCGA-38-4626-01	5	297	0	20	3
TCGA-38-4627-01	7	9	11	2	7
TCGA-38-4628-01	9	70	36	23	11
TCGA-38-4629-01	30	232	34	43	11
TCGA-38-4630-01	16	28	41	66	14
TCGA-38-4631-01	14	868	13	32	0
TCGA-38-4632-01	50	538	27	36	4
TCGA-38-6178-01	16	39	17	12	7
TCGA-38-7271-01	0	71	2	43	0
TCGA-38-A44F-01	4	5	8	1	0
TCGA-44-2655-01	9	202	3	11	3
TCGA-44-2656-01	29	946	43	24	16
TCGA-44-2657-01	10	429	32	51	0
TCGA-44-2659-01	9	450	30	19	0
TCGA-44-2661-01	6	17	12	7	8
TCGA-44-2662-01	7	76	8	158	19
TCGA-44-2665-01	2	9	24	21	5
TCGA-44-2666-01	4	6	18	9	6
TCGA-44-2668-01	10	351	8	70	4
TCGA-44-3396-01	10	90	41	100	4
TCGA-44-3398-01	0	146	26	75	1
TCGA-44-3917-01	20	212	16	26	0
TCGA-44-3918-01	8	1068	12	93	0
TCGA-44-3919-01	10	19	12	24	4
TCGA-44-4112-01	16	450	32	111	0
TCGA-44-5643-01	21	70	31	27	13
TCGA-44-5644-01	10	1034	47	68	12
TCGA-44-5645-01	6	14	19	0	5
TCGA-44-6144-01	9	216	21	25	13
TCGA-44-6145-01	2	366	4	14	6
TCGA-44-6146-01	15	10	22	0	0
TCGA-44-6147-01	15	132	9	5	0
TCGA-44-6148-01	2	3	3	0	0
TCGA-44-6774-01	5	355	2	8	0
TCGA-44-6775-01	9	44	15	12	6
TCGA-44-6776-01	9	216	14	11	1
TCGA-44-6777-01	43	299	30	100	7
TCGA-44-6778-01	9	417	26	21	14
TCGA-44-6779-01	8	72	33	12	0
TCGA-44-7659-01	9	150	9	14	1
TCGA-44-7660-01	5	340	49	53	22
TCGA-44-7661-01	5	248	14	75	0
TCGA-44-7662-01	27	571	21	84	12
TCGA-44-7667-01	12	483	46	27	11
TCGA-44-7669-01	27	477	34	16	7
TCGA-44-7670-01	35	1085	16	168	30
TCGA-44-7671-01	20	223	24	16	8
TCGA-44-7672-01	12	161	5	13	6
TCGA-44-8117-01	6	836	43	45	0
TCGA-44-8119-01	19	634	72	30	18
TCGA-44-8120-01	10	674	25	36	0
TCGA-44-A479-01	6	331	18	22	0
TCGA-44-A47A-01	8	113	36	110	4
TCGA-44-A47B-01	7	21	26	3	3
TCGA-44-A47F-01	14	44	32	23	0
TCGA-44-A47G-01	13	42	18	23	5
TCGA-44-A4SS-01	22	450	31	76	15
TCGA-44-A4SU-01	13	131	33	7	3
TCGA-49-4486-01	15	52	10	132	4
TCGA-49-4487-01	12	334	7	70	9
TCGA-49-4488-01	4	305	7	35	16
TCGA-49-4490-01	5	6	32	22	3
TCGA-49-4494-01	5	188	24	15	0
TCGA-49-4501-01	8	2	42	16	4
TCGA-49-4505-01	0	202	39	25	8
TCGA-49-4506-01	6	107	20	7	0
TCGA-49-4507-01	20	134	26	49	20
TCGA-49-4510-01	4	41	7	7	7
TCGA-49-4512-01	6	13	26	6	4
TCGA-49-4514-01	34	235	27	113	4
TCGA-49-6742-01	36	69	27	150	72
TCGA-49-6743-01	63	591	40	236	15
TCGA-49-6744-01	15	261	1	8	0
TCGA-49-6745-01	27	9	43	91	0
TCGA-49-6761-01	17	106	30	93	0
TCGA-49-6767-01	10	515	25	44	0
TCGA-49-AAQV-01	0	22	17	49	0
TCGA-49-AAR0-01	17	103	20	20	16
TCGA-49-AAR2-01	11	452	11	14	0
TCGA-49-AAR3-01	2	118	25	19	7
TCGA-49-AAR4-01	48	550	0	104	10
TCGA-49-AAR9-01	25	742	21	20	0
TCGA-49-AARE-01	50	1483	31	107	0
TCGA-49-AARN-01	60	407	0	138	327
TCGA-49-AARO-01	0	702	0	35	1
TCGA-49-AARQ-01	34	758	5	92	0
TCGA-49-AARR-01	0	1	2	0	0
TCGA-4B-A93V-01	12	130	13	10	6
TCGA-50-5044-01	6	20	10	135	0
TCGA-50-5045-01	0	348	0	22	0
TCGA-50-5049-01	23	928	0	41	12
TCGA-50-5051-01	1	106	22	10	0
TCGA-50-5055-01	0	2	13	7	0
TCGA-50-5066-01	15	276	4	31	19
TCGA-50-5068-01	12	66	25	6	9
TCGA-50-5072-01	18	150	9	20	6
TCGA-50-5930-01	15	1299	10	31	4
TCGA-50-5931-01	10	317	26	28	0
TCGA-50-5932-01	9	79	2	0	0
TCGA-50-5933-01	48	482	44	43	15
TCGA-50-5935-01	15	15	23	70	0
TCGA-50-5936-01	7	49	12	66	12
TCGA-50-5939-01	17	32	22	27	6
TCGA-50-5941-01	11	399	20	48	4
TCGA-50-5942-01	4	47	14	2	4
TCGA-50-5944-01	6	31	34	13	0
TCGA-50-5946-01	18	587	45	166	0
TCGA-50-6590-01	32	824	7	213	8
TCGA-50-6591-01	15	17	17	3	14
TCGA-50-6592-01	24	221	23	72	16
TCGA-50-6593-01	19	330	21	17	3
TCGA-50-6594-01	7	556	6	59	6
TCGA-50-6595-01	31	42	15	29	1
TCGA-50-6597-01	16	3	26	24	9
TCGA-50-6673-01	6	14	30	8	4
TCGA-50-7109-01	14	249	30	8	7
TCGA-50-8457-01	10	36	12	5	4
TCGA-50-8459-01	5	87	21	6	0
TCGA-50-8460-01	5	10	12	6	3
TCGA-53-7624-01	47	761	30	163	11
TCGA-53-7626-01	0	399	3	47	1
TCGA-53-7813-01	5	156	22	3	0
TCGA-53-A4EZ-01	30	586	26	32	0
TCGA-55-1592-01	47	478	52	82	32
TCGA-55-1594-01	15	89	30	82	15
TCGA-55-1595-01	2	361	21	23	0
TCGA-55-1596-01	28	167	30	7	2
TCGA-55-5899-01	26	389	17	116	1
TCGA-55-6543-01	1	0	20	3	1
TCGA-55-6642-01	8	125	8	6	8
TCGA-55-6712-01	7	48	28	110	3
TCGA-55-6968-01	26	181	6	442	0
TCGA-55-6969-01	26	435	1	23	29
TCGA-55-6970-01	7	175	13	14	0
TCGA-55-6971-01	9	82	8	7	2
TCGA-55-6972-01	54	143	9	136	0
TCGA-55-6975-01	1	57	23	16	3
TCGA-55-6978-01	1	6	21	0	7
TCGA-55-6979-01	0	110	0	62	0
TCGA-55-6980-01	6	4	6	0	0
TCGA-55-6981-01	8	15	31	7	2
TCGA-55-6982-01	16	31	17	223	0
TCGA-55-6983-01	11	92	21	5	5
TCGA-55-6984-01	7	12	3	0	5
TCGA-55-6985-01	34	520	16	5	9
TCGA-55-6986-01	10	5	8	0	2
TCGA-55-6987-01	1	137	16	94	6
TCGA-55-7227-01	9	151	23	14	7
TCGA-55-7281-01	48	454	16	39	0
TCGA-55-7283-01	19	139	64	63	6
TCGA-55-7284-01	10	0	39	0	8
TCGA-55-7570-01	9	322	17	114	5
TCGA-55-7573-01	7	40	3	9	4
TCGA-55-7574-01	30	137	4	148	3
TCGA-55-7576-01	17	392	56	34	0
TCGA-55-7724-01	14	132	53	49	29
TCGA-55-7725-01	2	134	12	6	0
TCGA-55-7726-01	0	20	35	84	2
TCGA-55-7727-01	46	151	23	97	0
TCGA-55-7728-01	8	90	21	2	0
TCGA-55-7815-01	8	140	25	9	0
TCGA-55-7816-01	0	0	2	0	0
TCGA-55-7903-01	10	105	42	27	4
TCGA-55-7907-01	15	1180	24	234	0
TCGA-55-7910-01	6	314	30	13	5
TCGA-55-7911-01	19	219	12	21	7
TCGA-55-7913-01	17	328	35	45	10
TCGA-55-7914-01	9	134	39	26	6
TCGA-55-7994-01	39	1687	65	99	0
TCGA-55-7995-01	45	630	20	114	13
TCGA-55-8085-01	11	160	34	123	0
TCGA-55-8087-01	11	0	19	5	2
TCGA-55-8089-01	47	1027	29	429	14
TCGA-55-8090-01	10	83	15	4	1
TCGA-55-8091-01	3	6	24	1	1
TCGA-55-8092-01	79	441	66	139	0
TCGA-55-8094-01	5	467	21	26	38
TCGA-55-8096-01	10	132	18	15	4
TCGA-55-8097-01	8	65	47	13	6
TCGA-55-8203-01	7	469	43	11	0
TCGA-55-8204-01	32	122	27	88	1
TCGA-55-8205-01	7	387	21	211	22
TCGA-55-8206-01	0	10	16	8	4
TCGA-55-8207-01	7	318	41	21	0
TCGA-55-8208-01	43	170	19	210	2
TCGA-55-8299-01	15	232	10	14	2
TCGA-55-8301-01	13	280	27	34	8
TCGA-55-8302-01	42	766	16	21	0
TCGA-55-8505-01	6	6	18	15	3
TCGA-55-8506-01	52	1351	668	36	0
TCGA-55-8507-01	47	1083	46	37	0
TCGA-55-8508-01	8	167	29	18	5
TCGA-55-8510-01	15	341	5	31	0
TCGA-55-8511-01	37	548	33	82	13
TCGA-55-8512-01	4	35	4	5	3
TCGA-55-8513-01	2	0	6	0	0
TCGA-55-8514-01	24	291	30	6	0
TCGA-55-8614-01	11	154	70	46	17
TCGA-55-8615-01	9	112	22	7	12
TCGA-55-8616-01	9	538	38	18	0
TCGA-55-8619-01	0	2	23	1	1
TCGA-55-8620-01	32	504	60	18	1
TCGA-55-8621-01	7	61	11	9	1
TCGA-55-A48X-01	35	422	1	25	0
TCGA-55-A48Y-01	43	6	32	356	7
TCGA-55-A48Z-01	8	27	24	6	3
TCGA-55-A490-01	12	1487	8	125	11
TCGA-55-A491-01	20	377	24	35	10
TCGA-55-A492-01	21	283	32	19	0
TCGA-55-A493-01	16	202	24	85	13
TCGA-55-A494-01	8	206	50	16	15
TCGA-55-A4DF-01	89	239	41	595	19
TCGA-55-A4DG-01	0	781	28	35	0
TCGA-55-A57B-01	6	8	21	7	7
TCGA-62-8394-01	3	63	29	58	20
TCGA-62-8395-01	14	16	36	18	2
TCGA-62-8397-01	2	11	14	2	3
TCGA-62-8398-01	3	61	22	13	4
TCGA-62-8399-01	0	339	54	242	26
TCGA-62-8402-01	14	17	35	7	0
TCGA-62-A46O-01	36	841	41	162	12
TCGA-62-A46P-01	0	307	32	9	5
TCGA-62-A46R-01	13	120	38	32	6
TCGA-62-A46S-01	19	90	30	10	10
TCGA-62-A46U-01	4	17	22	9	0
TCGA-62-A46V-01	10	18	31	6	6
TCGA-62-A46Y-01	4	12	18	1	4
TCGA-62-A470-01	13	72	38	10	14
TCGA-62-A471-01	16	18	20	73	21
TCGA-62-A472-01	17	35	12	1	7
TCGA-64-1676-01	11	679	26	24	0
TCGA-64-1679-01	10	545	3	56	0
TCGA-64-1680-01	2	13	21	28	12
TCGA-64-1681-01	9	21	9	33	34
TCGA-64-5774-01	0	143	25	8	0
TCGA-64-5775-01	19	517	32	21	0
TCGA-64-5778-01	13	501	22	43	0
TCGA-64-5779-01	3	376	37	17	4
TCGA-64-5781-01	66	1172	7	156	4
TCGA-64-5815-01	11	177	20	5	0
TCGA-67-3770-01	13	234	19	7	0
TCGA-67-3771-01	84	801	54	370	11
TCGA-67-3773-01	14	90	15	0	6
TCGA-67-3774-01	14	116	8	10	2
TCGA-67-4679-01	18	305	15	14	0
TCGA-67-6215-01	4	7	0	5	121
TCGA-67-6216-01	11	7	13	14	0
TCGA-67-6217-01	16	169	24	11	14
TCGA-69-7760-01	4	27	30	10	17
TCGA-69-7761-01	0	18	7	3	8
TCGA-69-7763-01	6	48	42	4	0
TCGA-69-7764-01	6	72	27	11	0
TCGA-69-7765-01	31	640	0	72	4
TCGA-69-7973-01	8	266	22	13	0
TCGA-69-7974-01	22	544	36	38	0
TCGA-69-7978-01	1	517	27	216	5
TCGA-69-7979-01	20	1654	27	99	0
TCGA-69-7980-01	18	716	27	204	6
TCGA-69-8253-01	7	152	14	33	3
TCGA-69-8254-01	13	55	28	1	0
TCGA-69-8255-01	21	227	37	51	29
TCGA-69-A59K-01	5	535	46	51	0
TCGA-71-6725-01	12	8	47	6	0
TCGA-71-8520-01	5	25	40	21	14
TCGA-73-4658-01	22	221	37	160	8
TCGA-73-4659-01	12	217	13	11	9
TCGA-73-4662-01	9	217	16	21	5
TCGA-73-4666-01	4	387	28	32	20
TCGA-73-4668-01	1	574	30	24	0
TCGA-73-4670-01	37	324	25	25	30
TCGA-73-4675-01	2	42	23	9	8
TCGA-73-4676-01	10	61	28	5	8
TCGA-73-4677-01	19	249	21	15	0
TCGA-73-7498-01	13	106	19	1	0
TCGA-73-7499-01	8	21	28	23	3
TCGA-73-A9RS-01	17	1078	0	77	0
TCGA-75-5122-01	19	80	37	31	0
TCGA-75-5125-01	10	106	23	48	23
TCGA-75-5126-01	12	536	17	204	12
TCGA-75-5146-01	5	219	2	13	0
TCGA-75-5147-01	0	6	22	16	3
TCGA-75-6203-01	2	2	14	0	1
TCGA-75-6205-01	6	19	12	12	11
TCGA-75-6206-01	9	73	5	18	4
TCGA-75-6207-01	11	30	24	18	1
TCGA-75-6211-01	7	371	25	27	12
TCGA-75-6212-01	9	1	9	1	1
TCGA-75-6214-01	56	614	33	196	0
TCGA-75-7025-01	7	0	23	7	1
TCGA-75-7027-01	18	260	14	9	2
TCGA-75-7030-01	1	5	9	0	3
TCGA-75-7031-01	13	169	30	28	19
TCGA-78-7145-01	12	183	17	18	7
TCGA-78-7146-01	26	280	35	120	3
TCGA-78-7147-01	29	281	45	60	12
TCGA-78-7148-01	23	205	26	9	11
TCGA-78-7149-01	20	61	18	98	3
TCGA-78-7150-01	45	232	39	171	22
TCGA-78-7152-01	23	110	12	93	17
TCGA-78-7153-01	12	61	42	32	9
TCGA-78-7154-01	25	91	68	132	12
TCGA-78-7155-01	24	1596	32	161	25
TCGA-78-7156-01	48	188	27	154	0
TCGA-78-7158-01	12	196	17	48	11
TCGA-78-7159-01	0	327	32	20	1
TCGA-78-7160-01	8	24	10	6	9
TCGA-78-7161-01	5	179	29	19	4
TCGA-78-7162-01	13	57	11	20	0
TCGA-78-7163-01	3	4	8	0	12
TCGA-78-7166-01	16	239	11	9	0
TCGA-78-7167-01	6	75	29	42	2
TCGA-78-7220-01	79	817	21	121	8
TCGA-78-7535-01	9	155	15	10	31
TCGA-78-7536-01	14	653	28	25	18
TCGA-78-7537-01	14	126	9	20	0
TCGA-78-7539-01	11	200	51	334	9
TCGA-78-7540-01	3	3	24	4	2
TCGA-78-7542-01	25	384	21	37	10
TCGA-78-7633-01	8	108	10	9	0
TCGA-78-8640-01	22	639	65	158	30
TCGA-78-8648-01	1	11	4	0	0
TCGA-78-8655-01	14	85	23	6	4
TCGA-78-8660-01	21	200	18	49	16
TCGA-78-8662-01	52	1230	46	108	4
TCGA-80-5607-01	9	13	8	124	4
TCGA-80-5608-01	0	166	17	14	2
TCGA-80-5611-01	22	158	31	18	18
TCGA-83-5908-01	0	173	18	104	0
TCGA-86-6562-01	2	16	17	24	15
TCGA-86-6851-01	1	942	7	144	0
TCGA-86-7701-01	3	193	25	10	17
TCGA-86-7711-01	6	158	30	62	16
TCGA-86-7713-01	26	143	10	4	3
TCGA-86-7714-01	8	61	14	4	4
TCGA-86-7953-01	0	35	15	12	3
TCGA-86-7954-01	19	162	44	51	14
TCGA-86-7955-01	24	284	27	40	2
TCGA-86-8054-01	7	219	22	23	4
TCGA-86-8055-01	3	16	29	7	8
TCGA-86-8056-01	39	104	21	167	9
TCGA-86-8073-01	31	1696	7	111	0
TCGA-86-8074-01	9	32	14	8	16
TCGA-86-8075-01	4	11	31	8	8
TCGA-86-8076-01	6	27	26	25	0
TCGA-86-8278-01	6	0	22	110	6
TCGA-86-8279-01	0	572	32	28	4
TCGA-86-8280-01	18	21	16	0	0
TCGA-86-8281-01	9	246	37	42	3
TCGA-86-8358-01	47	1216	64	46	3
TCGA-86-8359-01	12	160	16	12	0
TCGA-86-8585-01	4	523	18	131	34
TCGA-86-8668-01	2	8	26	6	3
TCGA-86-8669-01	18	99	26	10	17
TCGA-86-8671-01	7	9	12	11	8
TCGA-86-8672-01	26	275	28	47	0
TCGA-86-8673-01	32	500	19	54	0
TCGA-86-8674-01	7	322	10	43	0
TCGA-86-A456-01	31	374	14	33	0
TCGA-86-A4JF-01	90	573	727	194	62
TCGA-86-A4P7-01	2	23	23	36	0
TCGA-86-A4P8-01	1	1	0	0	0
TCGA-91-6828-01	5	271	21	32	7
TCGA-91-6829-01	39	655	30	66	15
TCGA-91-6830-01	23	40	8	244	0
TCGA-91-6831-01	30	253	30	11	16
TCGA-91-6835-01	3	62	20	26	2
TCGA-91-6836-01	25	492	32	30	0
TCGA-91-6840-01	1	22	24	88	7
TCGA-91-6847-01	6	23	46	21	9
TCGA-91-6848-01	17	558	29	120	17
TCGA-91-6849-01	11	110	5	8	7
TCGA-91-7771-01	29	167	14	28	13
TCGA-91-8496-01	4	8	23	6	0
TCGA-91-8497-01	18	21	16	1	0
TCGA-91-8499-01	19	220	36	113	7
TCGA-91-A4BC-01	6	481	38	31	7
TCGA-91-A4BD-01	1	2	19	5	0
TCGA-93-7347-01	6	115	10	12	0
TCGA-93-7348-01	11	69	31	19	3
TCGA-93-8067-01	52	89	24	478	31
TCGA-93-A4JN-01	6	35	28	18	11
TCGA-93-A4JO-01	6	18	14	15	12
TCGA-93-A4JP-01	5	23	17	29	8
TCGA-93-A4JQ-01	0	38	20	79	8
TCGA-95-7039-01	35	1348	41	85	33
TCGA-95-7043-01	42	1181	36	60	0
TCGA-95-7562-01	9	425	18	9	0
TCGA-95-7567-01	11	590	441	44	57
TCGA-95-7944-01	31	35	4	231	6
TCGA-95-7947-01	63	307	29	231	35
TCGA-95-7948-01	8	0	18	149	8
TCGA-95-8039-01	7	51	33	27	0
TCGA-95-8494-01	10	8	36	67	12
TCGA-95-A4VK-01	20	260	28	7	3
TCGA-95-A4VN-01	6	523	6	49	7
TCGA-95-A4VP-01	6	128	17	4	6
TCGA-97-7546-01	7	312	16	17	0
TCGA-97-7547-01	11	134	19	61	1
TCGA-97-7552-01	4	6	25	0	12
TCGA-97-7553-01	7	23	19	2	0
TCGA-97-7554-01	38	475	28	18	0
TCGA-97-7937-01	10	468	45	31	10
TCGA-97-7938-01	4	417	27	57	0
TCGA-97-7941-01	3	76	22	20	0
TCGA-97-8171-01	8	21	36	2	0
TCGA-97-8172-01	23	257	43	2	6
TCGA-97-8174-01	6	134	36	28	9
TCGA-97-8175-01	10	19	7	2	3
TCGA-97-8176-01	15	90	26	57	9
TCGA-97-8177-01	8	13	17	9	0
TCGA-97-8179-01	6	185	3	14	0
TCGA-97-8547-01	5	10	28	19	8
TCGA-97-8552-01	4	11	12	2	0
TCGA-97-A4LX-01	0	200	0	11	8
TCGA-97-A4M0-01	11	387	14	80	8
TCGA-97-A4M1-01	1	15	24	15	0
TCGA-97-A4M2-01	4	13	6	9	0
TCGA-97-A4M3-01	2	197	13	30	8
TCGA-97-A4M5-01	20	23	11	136	0
TCGA-97-A4M6-01	4	12	16	9	1
TCGA-97-A4M7-01	1	350	14	19	0
TCGA-99-7458-01	36	510	16	15	0
TCGA-99-8025-01	25	348	65	161	0
TCGA-99-8028-01	0	515	12	14	1
TCGA-99-8032-01	8	401	37	36	10
TCGA-99-8033-01	11	169	24	15	4
TCGA-99-AA5R-01	4	67	0	1	1
TCGA-J2-8192-01	15	25	29	8	13
TCGA-J2-8194-01	21	119	34	7	9
TCGA-J2-A4AD-01	0	183	31	182	21
TCGA-J2-A4AE-01	2	14	23	18	5
TCGA-J2-A4AG-01	3	74	28	9	0
