Samples	SBS96A	SBS96B
TCGA-BR-8590-01	149	6
TCGA-BR-8591-01	1594	33
TCGA-BR-8592-01	40	3
TCGA-BR-8676-01	87	12
TCGA-BR-8677-01	66	18
TCGA-BR-8678-01	117	19
TCGA-BR-8679-01	189	11
TCGA-BR-8680-01	6171	1641
TCGA-BR-8682-01	78	6
TCGA-BR-8683-01	172	15
TCGA-BR-8686-01	123	15
TCGA-BR-8687-01	205	28
TCGA-BR-8690-01	184	9
TCGA-BR-A44T-01	19	4
TCGA-BR-A44U-01	105	6
TCGA-BR-A452-01	102	29
TCGA-BR-A453-01	81	5
TCGA-BR-A4CQ-01	198	26
TCGA-BR-A4CR-01	77	8
TCGA-BR-A4CS-01	171	23
TCGA-BR-A4IU-01	24	4
TCGA-BR-A4IV-01	35	5
TCGA-BR-A4IY-01	181	6
TCGA-BR-A4IZ-01	19	1
TCGA-BR-A4J1-01	82	5
TCGA-BR-A4J2-01	66	4
TCGA-BR-A4J4-01	93	8
TCGA-BR-A4J5-01	114	1
TCGA-BR-A4J6-01	32	7
TCGA-BR-A4J7-01	64	4
TCGA-BR-A4J8-01	105	10
TCGA-BR-A4J9-01	44	4
TCGA-BR-A4PD-01	164	29
TCGA-BR-A4PE-01	234	21
TCGA-BR-A4PF-01	110	9
TCGA-BR-A4QI-01	127	23
TCGA-BR-A4QL-01	1917	35
TCGA-BR-A4QM-01	109	14
TCGA-CD-5798-01	109	11
TCGA-CD-5799-01	54	3
TCGA-CD-5800-01	165	38
TCGA-CD-5801-01	449	96
TCGA-CD-5802-01	52	12
TCGA-CD-5803-01	42	3
TCGA-CD-5804-01	84	5
TCGA-CD-5813-01	208	15
TCGA-CD-8524-01	179	11
TCGA-CD-8525-01	85	14
TCGA-CD-8526-01	54	3
TCGA-CD-8527-01	296	12
TCGA-CD-8528-01	129	6
TCGA-CD-8529-01	416	89
TCGA-CD-8530-01	109	6
TCGA-CD-8531-01	304	21
TCGA-CD-8532-01	43	7
TCGA-CD-8533-01	143	12
TCGA-CD-8534-01	65	7
TCGA-CD-8535-01	259	75
TCGA-CD-8536-01	961	2
TCGA-CD-A486-01	96	16
TCGA-CD-A487-01	181	34
TCGA-CD-A489-01	78	18
TCGA-CD-A48A-01	250	41
TCGA-CD-A48C-01	250	22
TCGA-CD-A4MG-01	2585	13
TCGA-CD-A4MH-01	94	5
TCGA-CD-A4MI-01	1093	18
TCGA-CD-A4MJ-01	719	1
TCGA-CG-4300-01	150	13
TCGA-CG-4301-01	57	7
TCGA-CG-4304-01	73	10
TCGA-CG-4305-01	1289	22
TCGA-CG-4306-01	1170	22
TCGA-CG-4436-01	209	11
TCGA-CG-4437-01	583	66
TCGA-CG-4438-01	161	10
TCGA-CG-4440-01	129	24
TCGA-CG-4441-01	122	13
TCGA-CG-4442-01	1553	27
TCGA-CG-4443-01	100	17
TCGA-CG-4444-01	204	26
TCGA-CG-4449-01	91	20
TCGA-CG-4455-01	38	16
TCGA-CG-4460-01	2160	41
TCGA-CG-4462-01	92	5
TCGA-CG-4465-01	671	16
TCGA-CG-4466-01	223	25
TCGA-CG-4469-01	359	26
TCGA-CG-4474-01	102	5
TCGA-CG-4475-01	64	9
TCGA-CG-4476-01	131	15
TCGA-CG-4477-01	58	13
TCGA-CG-5716-01	23	1
TCGA-CG-5717-01	143	21
TCGA-CG-5718-01	84	23
TCGA-CG-5719-01	77	13
TCGA-CG-5720-01	92	11
TCGA-CG-5721-01	4835	129
TCGA-CG-5722-01	92	12
TCGA-CG-5723-01	1842	31
TCGA-CG-5724-01	130	13
TCGA-CG-5725-01	43	7
TCGA-CG-5726-01	1389	39
TCGA-CG-5727-01	176	27
TCGA-CG-5728-01	1520	15
TCGA-CG-5730-01	164	38
TCGA-CG-5732-01	66	13
TCGA-CG-5733-01	1152	41
TCGA-CG-5734-01	99	13
TCGA-D7-5577-01	114	30
TCGA-D7-5578-01	278	15
TCGA-D7-5579-01	154	20
TCGA-D7-6518-01	94	10
TCGA-D7-6519-01	56	11
TCGA-D7-6520-01	69	7
TCGA-D7-6521-01	72	16
TCGA-D7-6522-01	66	0
TCGA-D7-6524-01	117	7
TCGA-D7-6525-01	177	24
TCGA-D7-6526-01	233	35
TCGA-D7-6527-01	245	22
TCGA-D7-6528-01	359	63
TCGA-D7-6815-01	160	11
TCGA-D7-6817-01	102	3
TCGA-D7-6818-01	179	13
TCGA-D7-6820-01	100	21
TCGA-D7-6822-01	273	34
TCGA-D7-8570-01	142	12
TCGA-D7-8572-01	187	35
TCGA-D7-8573-01	96	9
TCGA-D7-8574-01	49	0
TCGA-D7-8575-01	51	6
TCGA-D7-8576-01	65	6
TCGA-D7-8578-01	65	2
TCGA-D7-8579-01	137	6
TCGA-D7-A4YT-01	315	49
TCGA-D7-A4YU-01	258	27
TCGA-D7-A4YV-01	992	8
TCGA-D7-A4YX-01	93	7
TCGA-D7-A4YY-01	527	23
TCGA-D7-A4Z0-01	363	3
TCGA-D7-A6ET-01	29	5
TCGA-D7-A6EV-01	190	14
TCGA-D7-A6EX-01	132	21
TCGA-D7-A6EY-01	1561	0
TCGA-D7-A6EZ-01	281	33
TCGA-D7-A6F0-01	139	18
TCGA-D7-A6F2-01	86	4
TCGA-D7-A747-01	106	20
TCGA-D7-A748-01	49	2
TCGA-D7-A74A-01	170	25
TCGA-D7-A74B-01	32	10
TCGA-EQ-5647-01	88	22
TCGA-EQ-8122-01	192	36
TCGA-EQ-A4SO-01	190	15
TCGA-F1-6177-01	1385	10
TCGA-F1-6874-01	964	27
TCGA-F1-6875-01	104	11
TCGA-F1-A448-01	666	2
TCGA-F1-A72C-01	56	5
TCGA-FP-7735-01	54	17
TCGA-FP-7829-01	275	31
TCGA-FP-7916-01	121	4
TCGA-FP-7998-01	73	8
TCGA-FP-8099-01	152	21
TCGA-FP-8209-01	1	0
TCGA-FP-8210-01	5	0
TCGA-FP-8211-01	108	8
TCGA-FP-8631-01	100	20
TCGA-FP-A4BE-01	1641	0
TCGA-FP-A4BF-01	110	12
TCGA-FP-A8CX-01	102	12
TCGA-FP-A9TM-01	192	16
TCGA-HF-7131-01	91	24
TCGA-HF-7132-01	1370	10
TCGA-HF-7133-01	76	13
TCGA-HF-7134-01	316	39
TCGA-HF-7136-01	94	2
TCGA-HF-A5NB-01	1555	1
TCGA-HJ-7597-01	869	7
TCGA-HU-8238-01	178	24
TCGA-HU-8243-01	145	16
TCGA-HU-8244-01	153	12
TCGA-HU-8245-01	73	4
TCGA-HU-8249-01	167	8
TCGA-HU-8602-01	1745	16
TCGA-HU-8604-01	235	23
TCGA-HU-8608-01	94	11
TCGA-HU-8610-01	61	8
TCGA-HU-A4G2-01	54	9
TCGA-HU-A4G3-01	109	17
TCGA-HU-A4G6-01	87	9
TCGA-HU-A4G8-01	1603	18
TCGA-HU-A4G9-01	837	14
TCGA-HU-A4GC-01	157	13
TCGA-HU-A4GD-01	98	9
TCGA-HU-A4GF-01	156	13
TCGA-HU-A4GH-01	908	51
TCGA-HU-A4GJ-01	5	1
TCGA-HU-A4GN-01	1276	23
TCGA-HU-A4GP-01	248	15
TCGA-HU-A4GQ-01	2014	16
TCGA-HU-A4GT-01	1486	0
TCGA-HU-A4GU-01	1726	0
TCGA-HU-A4GX-01	1313	16
TCGA-HU-A4GY-01	75	4
TCGA-HU-A4H0-01	198	18
TCGA-HU-A4H2-01	209	19
TCGA-HU-A4H3-01	972	11
TCGA-HU-A4H4-01	760	7
TCGA-HU-A4H5-01	297	31
TCGA-HU-A4H6-01	137	11
TCGA-HU-A4H8-01	1288	0
TCGA-HU-A4HB-01	13	0
TCGA-HU-A4HD-01	194	32
TCGA-IN-7806-01	81	8
TCGA-IN-7808-01	118	13
TCGA-IN-8462-01	136	7
TCGA-IN-8663-01	205	23
TCGA-IN-A6RI-01	117	13
TCGA-IN-A6RJ-01	156	11
TCGA-IN-A6RL-01	531	33
TCGA-IN-A6RN-01	134	21
TCGA-IN-A6RO-01	317	45
TCGA-IN-A6RP-01	176	26
TCGA-IN-A6RR-01	170	27
TCGA-IN-A6RS-01	117	15
TCGA-IN-A7NR-01	106	7
TCGA-IN-A7NT-01	128	8
TCGA-IN-A7NU-01	107	10
TCGA-IN-AB1V-01	62	13
TCGA-IN-AB1X-01	117	24
TCGA-IP-7968-01	127	6
TCGA-KB-A6F5-01	72	11
TCGA-KB-A6F7-01	122	2
TCGA-KB-A93G-01	106	21
TCGA-KB-A93H-01	252	32
TCGA-KB-A93J-01	53	2
TCGA-MX-A5UG-01	49	7
TCGA-MX-A5UJ-01	1511	23
TCGA-MX-A663-01	90	16
TCGA-MX-A666-01	117	24
TCGA-R5-A7O7-01	133	18
TCGA-R5-A7ZE-01	168	33
TCGA-R5-A7ZF-01	78	7
TCGA-R5-A7ZI-01	924	8
TCGA-R5-A7ZR-01	79	11
TCGA-R5-A804-01	88	5
TCGA-R5-A805-01	148	10
TCGA-RD-A7BS-01	63	8
TCGA-RD-A7BT-01	248	35
TCGA-RD-A7BW-01	82	8
TCGA-RD-A7C1-01	315	22
TCGA-RD-A8MV-01	74	11
TCGA-RD-A8MW-01	82	11
TCGA-RD-A8N0-01	2	0
TCGA-RD-A8N1-01	112	18
TCGA-RD-A8N2-01	2	0
TCGA-RD-A8N4-01	8	1
TCGA-RD-A8N5-01	37	6
TCGA-RD-A8N6-01	175	18
TCGA-RD-A8N9-01	145	12
TCGA-RD-A8NB-01	720	13
TCGA-SW-A7EA-01	664	23
TCGA-SW-A7EB-01	162	16
TCGA-VQ-A8DL-01	68	0
TCGA-VQ-A8DT-01	199	32
TCGA-VQ-A8DU-01	160	14
TCGA-VQ-A8DV-01	67	10
TCGA-VQ-A8DZ-01	94	13
TCGA-VQ-A8E0-01	111	12
TCGA-VQ-A8E2-01	138	9
TCGA-VQ-A8E3-01	799	0
TCGA-VQ-A8E7-01	140	0
TCGA-VQ-A8P2-01	8234	701
TCGA-VQ-A8P3-01	352	9
TCGA-VQ-A8P5-01	242	20
TCGA-VQ-A8P8-01	125	5
TCGA-VQ-A8PB-01	867	22
TCGA-VQ-A8PC-01	139	21
TCGA-VQ-A8PD-01	100	4
TCGA-VQ-A8PE-01	137	16
TCGA-VQ-A8PF-01	121	14
TCGA-VQ-A8PH-01	223	18
TCGA-VQ-A8PJ-01	162	24
TCGA-VQ-A8PK-01	94	22
TCGA-VQ-A8PM-01	62	4
TCGA-VQ-A8PO-01	894	8
TCGA-VQ-A8PP-01	1555	13
TCGA-VQ-A8PQ-01	16	1
TCGA-VQ-A8PS-01	45	14
TCGA-VQ-A8PT-01	1403	30
TCGA-VQ-A8PU-01	147	9
TCGA-VQ-A8PX-01	690	0
TCGA-VQ-A8PY-01	102	12
TCGA-VQ-A8PZ-01	101	6
TCGA-VQ-A91A-01	156	1
TCGA-VQ-A91D-01	2611	10
TCGA-VQ-A91E-01	847	13
TCGA-VQ-A91K-01	1416	53
TCGA-VQ-A91N-01	141	14
TCGA-VQ-A91Q-01	125	12
TCGA-VQ-A91S-01	266	46
TCGA-VQ-A91U-01	178	11
TCGA-VQ-A91V-01	269	29
TCGA-VQ-A91W-01	41	8
TCGA-VQ-A91X-01	238	17
TCGA-VQ-A91Y-01	52	4
TCGA-VQ-A91Z-01	148	23
TCGA-VQ-A922-01	170	37
TCGA-VQ-A923-01	117	10
TCGA-VQ-A924-01	1302	21
TCGA-VQ-A925-01	119	36
TCGA-VQ-A927-01	65	2
TCGA-VQ-A928-01	66	10
TCGA-VQ-A92D-01	143	20
TCGA-VQ-A94O-01	65	14
TCGA-VQ-A94P-01	96	4
TCGA-VQ-A94R-01	295	77
TCGA-VQ-A94T-01	87	13
TCGA-VQ-A94U-01	165	28
TCGA-VQ-AA64-01	276	33
TCGA-VQ-AA68-01	189	19
TCGA-VQ-AA69-01	77	4
TCGA-VQ-AA6A-01	111	11
TCGA-VQ-AA6B-01	95	5
TCGA-VQ-AA6D-01	910	0
TCGA-VQ-AA6F-01	53	9
TCGA-VQ-AA6G-01	157	9
TCGA-VQ-AA6I-01	115	11
TCGA-VQ-AA6J-01	170	6
TCGA-VQ-AA6K-01	84	8
TCGA-ZA-A8F6-01	53	5
TCGA-ZQ-A9CR-01	136	8
