Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F
TCGA-E2-A1B5-01	4	0	11	19	9	3
TCGA-E2-A1B6-01	1	25	24	6	0	0
TCGA-E2-A1BC-01	5	16	17	3	0	0
TCGA-E2-A1BD-01	1	11	22	2	6	1
TCGA-E2-A1IE-01	3	10	13	0	1	3
TCGA-E2-A1IF-01	1	10	9	0	3	1
TCGA-E2-A1IG-01	10	5	16	7	19	0
TCGA-E2-A1IH-01	7	10	17	43	3	5
TCGA-E2-A1II-01	0	4	18	3	0	9
TCGA-E2-A1IJ-01	2	3	10	0	0	3
TCGA-E2-A1IK-01	0	2	3	0	12	0
TCGA-E2-A1IL-01	5	5	12	0	6	3
TCGA-E2-A1IN-01	0	19	20	196	12	1
TCGA-E2-A1IO-01	0	1	8	1	5	1
TCGA-E2-A1IU-01	0	6	3	5	17	0
TCGA-E2-A1L6-01	0	4	5	1	18	0
TCGA-E2-A1L7-01	5	39	13	8	0	16
TCGA-E2-A1L8-01	8	7	15	8	0	0
TCGA-E2-A1L9-01	2	6	11	3	5	1
TCGA-E2-A1LA-01	7	40	22	15	3	20
TCGA-E2-A1LB-01	1	8	8	28	7	3
TCGA-E2-A1LG-01	4	4	9	179	20	3
TCGA-E2-A1LH-01	1	89	26	84	0	31
TCGA-E2-A1LI-01	0	16	3	13	5	0
TCGA-E2-A1LK-01	0	0	38	3	11	2
TCGA-E2-A1LL-01	0	18	21	9	0	13
TCGA-E2-A2P6-01	23	0	23	106	34	0
TCGA-E2-A56Z-01	12	4	27	0	10	7
TCGA-E2-A570-01	13	0	14	0	0	3
TCGA-E2-A572-01	0	3	20	6	0	0
TCGA-E2-A573-01	0	17	29	10	3	13
TCGA-E2-A574-01	23	6	32	63	27	5
TCGA-E2-A576-01	14	13	37	0	5	1
TCGA-E2-A9RU-01	8	4	49	21	17	8
TCGA-E9-A1N3-01	0	15	8	4	0	4
TCGA-E9-A1N4-01	0	3	9	12	10	0
TCGA-E9-A1N5-01	0	4	10	20	4	1
TCGA-E9-A1N8-01	0	6	1	10	16	3
TCGA-E9-A1N9-01	4	19	27	11	2	3
TCGA-E9-A1NA-01	15	46	18	24	8	6
TCGA-E9-A1NE-01	6	27	15	10	0	4
TCGA-E9-A1NF-01	18	2	10	19	12	0
TCGA-E9-A1NG-01	2	6	10	1	2	0
TCGA-E9-A1NH-01	2	7	16	4	3	5
TCGA-E9-A1QZ-01	0	12	8	0	3	0
TCGA-E9-A1R0-01	5	0	16	8	6	0
TCGA-E9-A1R2-01	0	27	12	19	4	4
TCGA-E9-A1R3-01	2	4	10	3	6	0
TCGA-E9-A1R4-01	12	19	15	90	14	3
TCGA-E9-A1R5-01	7	11	19	5	6	3
TCGA-E9-A1R6-01	0	6	12	2	13	3
TCGA-E9-A1R7-01	13	15	16	12	0	7
TCGA-E9-A1RA-01	6	2	7	4	0	6
TCGA-E9-A1RB-01	2	16	19	0	1	0
TCGA-E9-A1RC-01	4	9	28	1	10	3
TCGA-E9-A1RD-01	4	2	9	8	0	0
TCGA-E9-A1RE-01	8	5	42	3	8	0
TCGA-E9-A1RF-01	8	68	48	31	8	7
TCGA-E9-A1RG-01	5	11	12	11	1	1
TCGA-E9-A1RH-01	14	31	31	18	10	7
TCGA-E9-A1RI-01	7	6	10	5	0	1
TCGA-E9-A226-01	3	0	13	45	18	0
TCGA-E9-A227-01	2	8	2	5	2	0
TCGA-E9-A228-01	6	3	29	13	0	1
TCGA-E9-A229-01	1	3	15	8	0	3
TCGA-E9-A22A-01	0	13	9	12	2	0
TCGA-E9-A22B-01	12	5	29	14	4	12
TCGA-E9-A22D-01	1	0	21	5	13	0
TCGA-E9-A22E-01	6	44	22	50	0	22
TCGA-E9-A22G-01	6	58	15	12	5	21
TCGA-E9-A22H-01	4	0	17	2	3	0
TCGA-E9-A243-01	3	29	17	27	5	8
TCGA-E9-A244-01	2	51	45	11	0	12
TCGA-E9-A245-01	1	11	1	1	5	4
TCGA-E9-A247-01	1	0	43	1	2	0
TCGA-E9-A248-01	3	2	17	6	0	0
TCGA-E9-A249-01	0	5	16	1	3	0
TCGA-E9-A24A-01	0	8	6	0	5	3
TCGA-E9-A295-01	0	46	43	8	5	7
TCGA-E9-A2JS-01	6	21	47	1	11	3
TCGA-E9-A2JT-01	0	0	0	27	0	1
TCGA-E9-A3HO-01	9	35	7	10	6	5
TCGA-E9-A3QA-01	3	25	5	27	2	0
TCGA-E9-A3X8-01	9	5	11	8	0	4
TCGA-E9-A54Y-01	8	5	20	19	4	2
TCGA-E9-A5FK-01	7	9	17	3	0	3
TCGA-E9-A5FL-01	1	54	25	32	12	9
TCGA-E9-A5UO-01	2	13	21	2	0	0
TCGA-E9-A6HE-01	3	1	12	0	4	2
TCGA-EW-A1IW-01	14	10	24	76	0	3
TCGA-EW-A1IX-01	3	9	0	30	0	0
TCGA-EW-A1IY-01	8	0	0	12	18	0
TCGA-EW-A1IZ-01	16	42	293	0	75	9
TCGA-EW-A1J1-01	1	7	11	0	2	2
TCGA-EW-A1J3-01	9	3	13	2	0	3
TCGA-EW-A1J5-01	41	0	0	456	43	0
TCGA-EW-A1J6-01	2	20	18	4	0	0
TCGA-EW-A1OV-01	16	0	7	99	18	0
TCGA-EW-A1OX-01	0	3	7	9	2	0
TCGA-EW-A1OZ-01	11	4	35	11	1	14
TCGA-EW-A1P0-01	1	13	6	1	3	4
TCGA-EW-A1P1-01	0	1	2	0	0	0
TCGA-EW-A1P3-01	8	6	11	2	1	0
TCGA-EW-A1P4-01	0	20	23	14	12	8
TCGA-EW-A1P5-01	0	1	17	1	0	1
TCGA-EW-A1P6-01	5	5	14	0	2	0
TCGA-EW-A1P7-01	1	12	4	0	0	2
TCGA-EW-A1P8-01	9	8	16	1	4	1
TCGA-EW-A1PA-01	5	7	9	5	15	0
TCGA-EW-A1PB-01	2	56	10	108	0	6
TCGA-EW-A1PD-01	19	35	7	23	0	9
TCGA-EW-A1PE-01	6	6	13	6	2	5
TCGA-EW-A1PG-01	0	0	2	0	9	0
TCGA-EW-A1PH-01	8	8	24	7	10	5
TCGA-EW-A2FR-01	10	9	17	17	0	1
TCGA-EW-A2FS-01	9	10	21	1	0	4
TCGA-EW-A2FV-01	5	8	6	0	13	0
TCGA-EW-A2FW-01	3	2	18	3	0	0
TCGA-EW-A423-01	19	5	37	23	1	3
TCGA-EW-A6S9-01	3	4	17	4	3	0
TCGA-EW-A6SA-01	17	27	39	19	15	6
TCGA-EW-A6SB-01	8	15	27	6	17	8
TCGA-EW-A6SC-01	10	7	14	8	0	0
TCGA-EW-A6SD-01	5	6	19	37	0	1
TCGA-GI-A2C8-01	1	65	41	32	0	9
TCGA-GM-A2D9-01	81	0	9	508	47	0
TCGA-GM-A2DA-01	0	6	17	11	11	0
TCGA-GM-A2DB-01	8	52	36	16	5	11
TCGA-GM-A2DC-01	3	2	19	0	0	3
TCGA-GM-A2DD-01	5	21	21	6	8	7
TCGA-GM-A2DF-01	9	5	23	8	2	6
TCGA-GM-A2DH-01	0	64	21	130	7	10
TCGA-GM-A2DI-01	13	0	1	60	17	0
TCGA-GM-A2DK-01	1	7	10	5	10	4
TCGA-GM-A2DL-01	6	13	10	11	5	4
TCGA-GM-A2DM-01	0	8	1	5	10	3
TCGA-GM-A2DN-01	6	0	8	2	2	1
TCGA-GM-A2DO-01	7	0	2	158	53	0
TCGA-GM-A3NW-01	10	0	25	55	1	4
TCGA-GM-A3XL-01	0	40	22	66	9	7
TCGA-GM-A4E0-01	0	10	16	0	8	0
TCGA-GM-A5PV-01	6	9	8	10	12	2
TCGA-GM-A5PX-01	5	5	14	9	5	4
TCGA-HN-A2NL-01	8	42	23	13	2	3
TCGA-HN-A2OB-01	1	0	9	5	1	3
TCGA-JL-A3YX-01	5	3	18	21	1	1
TCGA-LD-A66U-01	4	7	28	2	1	2
TCGA-LD-A74U-01	55	0	18	244	35	0
TCGA-LD-A7W5-01	6	2	29	18	7	3
TCGA-LD-A7W6-01	8	5	25	5	0	3
TCGA-LD-A9QF-01	7	0	23	2	6	1
TCGA-LL-A440-01	1	0	2	1	2	0
TCGA-LL-A50Y-01	5	3	29	4	0	2
TCGA-LL-A5YL-01	14	4	18	31	26	0
TCGA-LL-A5YM-01	8	9	18	5	0	0
TCGA-LL-A5YN-01	9	7	15	0	6	6
TCGA-LL-A5YO-01	0	18	11	22	0	10
TCGA-LL-A5YP-01	17	49	14	18	4	3
TCGA-LL-A6FP-01	18	16	10	13	15	3
TCGA-LL-A6FQ-01	15	6	42	2	3	1
TCGA-LL-A6FR-01	5	7	28	5	16	2
TCGA-LL-A73Y-01	0	5	17	143	19	9
TCGA-LL-A73Z-01	4	7	27	5	0	5
TCGA-LL-A740-01	17	14	26	6	2	3
TCGA-LL-A7SZ-01	6	5	28	9	19	8
TCGA-LL-A7T0-01	0	8	38	14	14	3
TCGA-LL-A8F5-01	13	86	38	29	8	26
TCGA-LL-A9Q3-01	6	11	29	8	12	2
TCGA-OK-A5Q2-01	1	0	13	5	21	3
TCGA-OL-A5D6-01	9	7	18	8	10	5
TCGA-OL-A5D7-01	5	24	24	19	0	8
TCGA-OL-A5D8-01	3	1	20	4	0	11
TCGA-OL-A5DA-01	8	2	12	58	34	0
TCGA-OL-A5RU-01	15	2	29	0	0	0
TCGA-OL-A5RV-01	0	0	13	0	2	2
TCGA-OL-A5RW-01	0	60	17	152	11	13
TCGA-OL-A5RX-01	0	4	20	3	8	0
TCGA-OL-A5RY-01	0	0	9	4	0	0
TCGA-OL-A5RZ-01	15	37	60	20	12	8
TCGA-OL-A5S0-01	2	2	24	7	6	3
TCGA-OL-A66H-01	3	12	11	1	0	0
TCGA-OL-A66I-01	18	8	23	4	3	0
TCGA-OL-A66J-01	10	9	31	11	0	7
TCGA-OL-A66K-01	6	5	32	4	0	0
TCGA-OL-A66L-01	5	0	13	61	15	0
TCGA-OL-A66N-01	9	5	34	2	6	2
TCGA-OL-A66O-01	3	7	21	2	0	5
TCGA-OL-A66P-01	8	55	26	4	20	10
TCGA-OL-A6VO-01	6	3	21	3	0	5
TCGA-OL-A6VQ-01	6	0	17	47	11	1
TCGA-OL-A6VR-01	0	4	10	2	1	0
TCGA-OL-A97C-01	12	20	32	1	0	5
TCGA-PE-A5DC-01	14	53	38	27	3	19
TCGA-PE-A5DD-01	8	12	17	38	10	0
TCGA-PE-A5DE-01	81	0	0	464	144	0
TCGA-PL-A8LV-01	10	43	25	60	0	17
TCGA-PL-A8LX-01	6	11	28	0	0	4
TCGA-PL-A8LY-01	1	1	3	0	0	2
TCGA-PL-A8LZ-01	22	73	16	11	14	0
TCGA-S3-A6ZF-01	4	5	32	8	0	3
TCGA-S3-A6ZG-01	0	2	21	3	30	4
TCGA-S3-A6ZH-01	0	6	20	4	8	7
TCGA-S3-AA0Z-01	9	14	26	20	0	8
TCGA-S3-AA10-01	17	60	23	33	0	17
TCGA-S3-AA11-01	15	47	14	2	13	5
TCGA-S3-AA12-01	10	14	21	6	4	5
TCGA-S3-AA14-01	0	0	17	7	0	0
TCGA-S3-AA15-01	4	0	8	37	6	5
TCGA-S3-AA17-01	2	51	29	26	19	14
TCGA-UL-AAZ6-01	13	52	32	25	6	12
TCGA-UU-A93S-01	17	88	51	25	0	15
TCGA-V7-A7HQ-01	3	7	12	7	1	1
TCGA-W8-A86G-01	6	4	20	3	0	2
TCGA-WT-AB41-01	13	3	16	21	9	0
TCGA-WT-AB44-01	4	15	34	0	0	7
TCGA-XX-A899-01	11	1	3	24	21	0
TCGA-XX-A89A-01	13	0	22	207	22	1
TCGA-Z7-A8R5-01	0	0	32	2	0	0
TCGA-Z7-A8R6-01	13	0	22	54	17	1
TCGA-05-4244-01	3	208	31	16	2	0
TCGA-05-4249-01	19	289	31	34	11	1
TCGA-05-4250-01	30	296	30	56	16	6
TCGA-05-4382-01	27	1822	39	206	0	16
TCGA-05-4384-01	15	115	20	13	0	1
TCGA-05-4389-01	10	112	42	96	25	11
TCGA-05-4390-01	27	610	37	15	0	5
TCGA-05-4395-01	29	176	20	99	16	8
TCGA-05-4396-01	22	253	27	21	8	3
TCGA-05-4397-01	31	701	36	181	31	39
TCGA-05-4398-01	31	676	63	114	0	44
TCGA-05-4402-01	2	21	7	108	14	3
TCGA-05-4403-01	17	94	42	7	2	6
TCGA-05-4405-01	19	366	43	29	12	13
TCGA-05-4410-01	27	1075	37	165	38	6
TCGA-05-4415-01	10	215	16	9	0	0
TCGA-05-4417-01	2	304	23	15	0	8
TCGA-05-4418-01	39	250	23	19	0	3
TCGA-05-4420-01	12	297	22	18	15	7
TCGA-05-4422-01	6	13	5	17	13	0
TCGA-05-4424-01	18	698	32	121	24	8
TCGA-05-4425-01	6	0	42	2	0	3
TCGA-05-4426-01	2	16	24	9	2	2
TCGA-05-4427-01	39	1009	45	86	0	71
TCGA-05-4430-01	6	286	17	22	3	7
TCGA-05-4432-01	42	600	48	38	1	24
TCGA-05-4433-01	0	2	38	3	1	1
TCGA-05-4434-01	9	11	12	10	17	0
TCGA-05-5420-01	15	69	24	5	3	0
TCGA-05-5423-01	5	131	31	20	0	0
TCGA-05-5425-01	23	575	34	47	0	40
TCGA-05-5428-01	40	280	21	130	2	2
TCGA-05-5429-01	1	1	27	5	7	3
TCGA-05-5715-01	0	19	28	87	17	0
TCGA-35-3615-01	11	65	13	43	8	6
TCGA-35-4122-01	32	257	32	58	6	27
TCGA-35-4123-01	13	315	19	15	2	5
TCGA-35-5375-01	19	359	50	58	6	31
TCGA-38-4625-01	22	597	12	121	13	0
TCGA-38-4626-01	9	286	1	21	0	8
TCGA-38-4627-01	4	9	7	1	14	1
TCGA-38-4628-01	9	68	33	23	4	12
TCGA-38-4629-01	33	220	35	44	0	18
TCGA-38-4630-01	13	28	35	61	20	8
TCGA-38-4631-01	19	839	24	32	5	8
TCGA-38-4632-01	55	512	32	38	1	17
TCGA-38-6178-01	15	37	15	12	5	7
TCGA-38-7271-01	0	67	4	45	0	0
TCGA-38-A44F-01	4	4	8	1	0	1
TCGA-44-2655-01	11	194	6	11	0	6
TCGA-44-2656-01	35	917	55	24	3	24
TCGA-44-2657-01	8	412	32	49	21	0
TCGA-44-2659-01	12	437	36	20	0	3
TCGA-44-2661-01	5	15	10	7	7	6
TCGA-44-2662-01	9	68	7	152	14	18
TCGA-44-2665-01	0	8	19	21	12	1
TCGA-44-2666-01	3	5	14	9	7	5
TCGA-44-2668-01	9	336	10	69	16	3
TCGA-44-3396-01	9	84	35	97	18	2
TCGA-44-3398-01	0	136	21	72	19	0
TCGA-44-3917-01	23	203	18	27	0	3
TCGA-44-3918-01	14	1034	26	93	11	3
TCGA-44-3919-01	10	17	10	23	6	3
TCGA-44-4112-01	16	432	34	109	18	0
TCGA-44-5643-01	14	68	24	25	30	1
TCGA-44-5644-01	13	1000	55	66	23	14
TCGA-44-5645-01	6	13	16	0	3	6
TCGA-44-6144-01	10	207	22	25	6	14
TCGA-44-6145-01	4	354	8	14	3	9
TCGA-44-6146-01	16	9	21	0	0	1
TCGA-44-6147-01	17	127	11	6	0	0
TCGA-44-6148-01	3	2	3	0	0	0
TCGA-44-6774-01	8	345	8	8	0	1
TCGA-44-6775-01	7	42	12	11	11	3
TCGA-44-6776-01	6	206	12	10	17	0
TCGA-44-6777-01	43	284	29	99	16	8
TCGA-44-6778-01	12	402	29	21	5	18
TCGA-44-6779-01	9	69	31	13	0	3
TCGA-44-7659-01	12	143	9	14	0	5
TCGA-44-7660-01	8	325	45	53	14	24
TCGA-44-7661-01	6	237	14	74	11	0
TCGA-44-7662-01	31	544	26	85	10	19
TCGA-44-7667-01	17	465	49	28	0	20
TCGA-44-7669-01	30	457	37	17	6	14
TCGA-44-7670-01	43	1040	31	168	13	39
TCGA-44-7671-01	17	214	21	15	21	3
TCGA-44-7672-01	7	154	3	11	22	0
TCGA-44-8117-01	10	811	51	45	7	6
TCGA-44-8119-01	23	612	74	31	9	24
TCGA-44-8120-01	16	658	34	37	0	0
TCGA-44-A479-01	6	320	20	22	9	0
TCGA-44-A47A-01	6	106	30	107	22	0
TCGA-44-A47B-01	8	20	25	3	0	4
TCGA-44-A47F-01	15	41	31	23	0	3
TCGA-44-A47G-01	14	38	17	23	2	7
TCGA-44-A4SS-01	27	430	34	77	4	22
TCGA-44-A4SU-01	12	124	31	7	10	3
TCGA-49-4486-01	18	45	9	129	3	9
TCGA-49-4487-01	12	320	9	69	14	8
TCGA-49-4488-01	6	293	11	35	4	18
TCGA-49-4490-01	3	6	26	20	13	0
TCGA-49-4494-01	7	183	26	16	0	0
TCGA-49-4501-01	5	3	35	15	14	0
TCGA-49-4505-01	0	195	38	25	8	8
TCGA-49-4506-01	5	102	18	6	9	0
TCGA-49-4507-01	17	127	22	47	22	14
TCGA-49-4510-01	4	38	5	7	6	6
TCGA-49-4512-01	5	13	23	6	4	4
TCGA-49-4514-01	31	222	24	111	25	0
TCGA-49-6742-01	35	63	24	145	20	67
TCGA-49-6743-01	69	554	41	235	22	24
TCGA-49-6744-01	15	252	4	9	5	0
TCGA-49-6745-01	29	5	40	92	0	4
TCGA-49-6761-01	20	98	29	93	0	6
TCGA-49-6767-01	12	499	29	44	10	0
TCGA-49-AAQV-01	1	20	16	51	0	0
TCGA-49-AAR0-01	15	98	18	19	13	13
TCGA-49-AAR2-01	15	437	18	15	0	3
TCGA-49-AAR3-01	1	113	22	18	12	5
TCGA-49-AAR4-01	49	529	1	103	19	11
TCGA-49-AAR9-01	22	714	26	18	28	0
TCGA-49-AARE-01	58	1436	49	107	14	7
TCGA-49-AARN-01	78	372	0	139	0	343
TCGA-49-AARO-01	1	690	0	36	7	4
TCGA-49-AARQ-01	40	732	16	93	4	4
TCGA-49-AARR-01	0	1	2	0	0	0
TCGA-4B-A93V-01	9	126	10	9	16	1
TCGA-50-5044-01	11	15	10	131	0	4
TCGA-50-5045-01	0	344	0	23	3	0
TCGA-50-5049-01	26	901	2	41	18	16
TCGA-50-5051-01	3	104	22	10	0	0
TCGA-50-5055-01	0	2	13	7	0	0
TCGA-50-5066-01	18	263	8	31	0	25
TCGA-50-5068-01	7	65	19	4	22	1
TCGA-50-5072-01	20	142	10	21	0	10
TCGA-50-5930-01	16	1261	25	29	23	5
TCGA-50-5931-01	10	305	25	27	14	0
TCGA-50-5932-01	10	77	3	0	0	0
TCGA-50-5933-01	47	462	45	43	20	15
TCGA-50-5935-01	17	12	20	71	2	1
TCGA-50-5936-01	4	46	7	64	21	4
TCGA-50-5939-01	19	27	20	28	0	10
TCGA-50-5941-01	16	383	24	48	0	11
TCGA-50-5942-01	5	44	13	3	0	6
TCGA-50-5944-01	7	30	33	14	0	0
TCGA-50-5946-01	23	561	46	166	16	4
TCGA-50-6590-01	39	784	17	212	16	16
TCGA-50-6591-01	15	16	15	3	4	13
TCGA-50-6592-01	26	206	22	73	11	18
TCGA-50-6593-01	21	317	23	17	3	9
TCGA-50-6594-01	8	537	12	58	13	6
TCGA-50-6595-01	29	37	13	29	10	0
TCGA-50-6597-01	13	4	21	22	15	3
TCGA-50-6673-01	7	12	28	8	0	7
TCGA-50-7109-01	12	242	28	7	15	4
TCGA-50-8457-01	9	35	10	5	6	2
TCGA-50-8459-01	6	84	21	6	2	0
TCGA-50-8460-01	5	9	12	6	1	3
TCGA-53-7624-01	47	727	32	161	36	9
TCGA-53-7626-01	2	384	8	48	3	5
TCGA-53-7813-01	4	152	21	2	7	0
TCGA-53-A4EZ-01	35	567	33	33	0	6
TCGA-55-1592-01	54	451	51	84	9	42
TCGA-55-1594-01	13	85	25	80	18	10
TCGA-55-1595-01	5	349	23	23	3	4
TCGA-55-1596-01	31	157	28	8	0	10
TCGA-55-5899-01	25	370	17	114	23	0
TCGA-55-6543-01	2	0	17	4	0	2
TCGA-55-6642-01	8	121	8	5	5	8
TCGA-55-6712-01	11	42	26	108	0	9
TCGA-55-6968-01	37	162	10	432	7	7
TCGA-55-6969-01	29	415	5	23	9	33
TCGA-55-6970-01	10	168	15	15	0	1
TCGA-55-6971-01	10	79	7	7	3	2
TCGA-55-6972-01	59	133	13	137	0	0
TCGA-55-6975-01	0	54	20	16	8	2
TCGA-55-6978-01	2	5	19	0	0	9
TCGA-55-6979-01	0	105	1	62	4	0
TCGA-55-6980-01	7	3	6	0	0	0
TCGA-55-6981-01	7	14	28	7	6	1
TCGA-55-6982-01	22	25	16	220	4	0
TCGA-55-6983-01	9	89	18	5	12	1
TCGA-55-6984-01	4	13	1	0	8	1
TCGA-55-6985-01	38	500	23	6	0	17
TCGA-55-6986-01	6	4	5	0	10	0
TCGA-55-6987-01	1	129	15	92	12	5
TCGA-55-7227-01	9	145	22	14	7	7
TCGA-55-7281-01	50	438	20	40	8	1
TCGA-55-7283-01	18	132	59	63	14	5
TCGA-55-7284-01	10	0	36	0	2	9
TCGA-55-7570-01	16	303	20	115	0	13
TCGA-55-7573-01	8	36	4	9	1	5
TCGA-55-7574-01	31	125	4	145	11	6
TCGA-55-7576-01	22	378	57	35	0	7
TCGA-55-7724-01	8	126	43	46	36	18
TCGA-55-7725-01	2	131	12	6	3	0
TCGA-55-7726-01	0	18	32	83	5	3
TCGA-55-7727-01	47	141	23	97	9	0
TCGA-55-7728-01	9	88	22	2	0	0
TCGA-55-7815-01	9	135	25	10	1	2
TCGA-55-7816-01	0	0	2	0	0	0
TCGA-55-7903-01	12	98	40	28	3	7
TCGA-55-7907-01	30	1143	43	237	0	0
TCGA-55-7910-01	5	304	30	12	16	1
TCGA-55-7911-01	19	210	13	21	8	7
TCGA-55-7913-01	19	317	37	45	5	12
TCGA-55-7914-01	5	130	33	24	22	0
TCGA-55-7994-01	47	1639	82	99	23	0
TCGA-55-7995-01	49	600	25	114	13	21
TCGA-55-8085-01	10	149	30	120	19	0
TCGA-55-8087-01	10	0	16	5	5	1
TCGA-55-8089-01	53	973	38	423	40	19
TCGA-55-8090-01	11	80	15	4	0	3
TCGA-55-8091-01	3	6	22	1	2	1
TCGA-55-8092-01	78	418	64	138	21	6
TCGA-55-8094-01	9	450	27	27	1	43
TCGA-55-8096-01	11	126	19	15	1	7
TCGA-55-8097-01	8	64	44	13	2	8
TCGA-55-8203-01	7	457	45	10	11	0
TCGA-55-8204-01	30	112	22	86	20	0
TCGA-55-8205-01	9	365	20	208	28	18
TCGA-55-8206-01	0	10	14	8	2	4
TCGA-55-8207-01	11	308	42	22	0	4
TCGA-55-8208-01	46	152	16	206	17	7
TCGA-55-8299-01	15	224	11	14	6	3
TCGA-55-8301-01	16	267	27	35	6	11
TCGA-55-8302-01	44	739	24	22	12	4
TCGA-55-8505-01	4	6	15	15	8	0
TCGA-55-8506-01	57	1329	635	34	32	20
TCGA-55-8507-01	56	1048	60	39	0	10
TCGA-55-8508-01	10	161	29	18	0	9
TCGA-55-8510-01	19	328	10	32	1	2
TCGA-55-8511-01	41	522	38	83	7	22
TCGA-55-8512-01	4	33	4	5	2	3
TCGA-55-8513-01	2	0	5	0	1	0
TCGA-55-8514-01	28	282	34	7	0	0
TCGA-55-8614-01	8	145	60	45	29	11
TCGA-55-8615-01	11	107	21	7	0	16
TCGA-55-8616-01	13	526	45	19	0	0
TCGA-55-8619-01	0	2	22	1	2	0
TCGA-55-8620-01	34	486	60	19	10	6
TCGA-55-8621-01	7	58	10	9	4	1
TCGA-55-A48X-01	38	410	8	27	0	0
TCGA-55-A48Y-01	33	2	18	332	59	0
TCGA-55-A48Z-01	8	26	23	6	0	5
TCGA-55-A490-01	15	1437	25	123	31	12
TCGA-55-A491-01	22	362	26	36	7	13
TCGA-55-A492-01	22	272	31	19	8	3
TCGA-55-A493-01	13	192	21	83	24	7
TCGA-55-A494-01	7	201	48	15	11	13
TCGA-55-A4DF-01	84	216	30	571	75	7
TCGA-55-A4DG-01	4	761	36	35	8	0
TCGA-55-A57B-01	1	9	15	6	18	0
TCGA-62-8394-01	4	58	25	58	9	19
TCGA-62-8395-01	14	14	32	18	6	2
TCGA-62-8397-01	3	10	12	2	0	5
TCGA-62-8398-01	4	59	21	13	0	6
TCGA-62-8399-01	0	322	54	242	12	31
TCGA-62-8402-01	15	15	33	7	0	3
TCGA-62-A46O-01	39	805	45	161	27	15
TCGA-62-A46P-01	1	299	35	9	1	8
TCGA-62-A46R-01	12	116	35	31	10	5
TCGA-62-A46S-01	17	86	27	10	11	8
TCGA-62-A46U-01	5	17	21	9	0	0
TCGA-62-A46V-01	9	17	27	6	6	6
TCGA-62-A46Y-01	5	11	17	1	0	5
TCGA-62-A470-01	10	71	33	9	14	10
TCGA-62-A471-01	7	18	11	67	43	2
TCGA-62-A472-01	14	32	9	1	12	4
TCGA-64-1676-01	17	663	35	25	0	0
TCGA-64-1679-01	14	526	11	57	1	5
TCGA-64-1680-01	0	13	17	25	15	6
TCGA-64-1681-01	12	17	9	33	0	35
TCGA-64-5774-01	2	139	26	9	0	0
TCGA-64-5775-01	22	503	38	22	4	0
TCGA-64-5778-01	16	487	26	43	6	1
TCGA-64-5779-01	5	365	40	17	2	8
TCGA-64-5781-01	67	1125	20	155	31	7
TCGA-64-5815-01	13	173	22	5	0	0
TCGA-67-3770-01	13	226	18	7	9	0
TCGA-67-3771-01	93	749	55	368	31	24
TCGA-67-3773-01	11	87	13	0	12	2
TCGA-67-3774-01	14	111	8	10	4	3
TCGA-67-4679-01	22	294	20	15	0	1
TCGA-67-6215-01	10	1	2	6	0	118
TCGA-67-6216-01	12	5	12	15	0	1
TCGA-67-6217-01	18	162	25	12	0	17
TCGA-69-7760-01	3	26	27	9	8	15
TCGA-69-7761-01	0	17	6	3	3	7
TCGA-69-7763-01	7	47	40	4	0	2
TCGA-69-7764-01	6	69	24	12	5	0
TCGA-69-7765-01	32	617	6	71	15	6
TCGA-69-7973-01	9	262	25	13	0	0
TCGA-69-7974-01	24	528	39	38	11	0
TCGA-69-7978-01	1	490	27	213	34	1
TCGA-69-7979-01	25	1607	49	98	21	0
TCGA-69-7980-01	26	682	32	203	14	14
TCGA-69-8253-01	7	145	14	32	8	3
TCGA-69-8254-01	15	51	26	2	0	3
TCGA-69-8255-01	19	216	32	50	23	25
TCGA-69-A59K-01	10	523	52	52	0	0
TCGA-71-6725-01	14	7	45	7	0	0
TCGA-71-8520-01	3	25	35	20	12	10
TCGA-73-4658-01	21	209	33	156	25	4
TCGA-73-4659-01	12	208	14	11	10	7
TCGA-73-4662-01	11	207	17	21	4	8
TCGA-73-4666-01	8	372	31	33	0	27
TCGA-73-4668-01	6	558	36	25	0	4
TCGA-73-4670-01	37	309	26	25	12	32
TCGA-73-4675-01	1	38	19	9	11	6
TCGA-73-4676-01	10	58	25	5	6	8
TCGA-73-4677-01	21	240	23	15	1	4
TCGA-73-7498-01	14	101	19	1	0	4
TCGA-73-7499-01	10	18	27	23	0	5
TCGA-73-A9RS-01	25	1047	14	78	2	6
TCGA-75-5122-01	22	75	37	33	0	0
TCGA-75-5125-01	3	101	15	44	39	8
TCGA-75-5126-01	13	509	18	201	32	8
TCGA-75-5146-01	7	212	5	14	1	0
TCGA-75-5147-01	1	5	20	16	0	5
TCGA-75-6203-01	0	2	13	0	4	0
TCGA-75-6205-01	6	17	11	12	4	10
TCGA-75-6206-01	7	70	3	17	12	0
TCGA-75-6207-01	11	26	22	18	5	2
TCGA-75-6211-01	7	360	26	26	13	10
TCGA-75-6212-01	7	1	7	0	6	0
TCGA-75-6214-01	56	584	34	194	31	0
TCGA-75-7025-01	5	0	20	6	7	0
TCGA-75-7027-01	18	250	15	9	8	3
TCGA-75-7030-01	0	5	8	0	2	3
TCGA-75-7031-01	17	160	30	29	0	23
TCGA-78-7145-01	13	177	17	18	5	7
TCGA-78-7146-01	29	265	36	119	6	9
TCGA-78-7147-01	34	266	45	61	1	20
