Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L
TCGA-IN-A6RJ-01	0	13	0	0	4	16	37	8	21	9	6	53
TCGA-IN-A6RL-01	8	15	74	9	149	58	16	23	40	32	70	70
TCGA-IN-A6RN-01	2	6	19	12	0	7	28	9	44	14	3	11
TCGA-IN-A6RO-01	5	20	42	18	27	36	60	32	54	36	0	32
TCGA-IN-A6RP-01	12	0	0	17	12	58	59	15	3	16	0	10
TCGA-IN-A6RR-01	4	25	19	13	0	29	57	6	4	1	1	38
TCGA-IN-A6RS-01	5	13	0	5	3	47	37	6	12	2	0	2
TCGA-IN-A7NR-01	0	10	0	1	0	25	14	5	11	1	0	46
TCGA-IN-A7NT-01	0	9	0	9	13	34	16	2	8	10	3	32
TCGA-IN-A7NU-01	3	8	0	0	11	20	32	5	7	2	4	25
TCGA-IN-AB1V-01	4	5	0	5	6	19	14	5	14	0	1	2
TCGA-IN-AB1X-01	11	4	15	1	7	13	43	11	2	5	2	27
TCGA-IP-7968-01	3	0	1	3	0	33	68	6	3	5	0	11
TCGA-KB-A6F5-01	0	19	1	4	1	20	26	6	3	1	0	2
TCGA-KB-A6F7-01	1	2	18	0	11	17	21	2	30	8	5	9
TCGA-KB-A93G-01	6	14	9	6	9	24	26	10	13	9	0	1
TCGA-KB-A93H-01	8	20	0	8	23	66	57	20	24	3	5	50
TCGA-KB-A93J-01	0	5	3	1	0	21	7	4	7	2	2	3
TCGA-MX-A5UG-01	1	0	0	6	0	21	13	8	6	1	0	0
TCGA-MX-A5UJ-01	21	0	0	0	0	649	624	88	0	0	135	17
TCGA-MX-A663-01	6	2	9	8	3	28	10	10	17	11	0	2
TCGA-MX-A666-01	3	11	4	12	14	14	29	10	20	12	0	12
TCGA-R5-A7O7-01	4	8	3	7	13	30	43	11	11	8	1	12
TCGA-R5-A7ZE-01	11	15	0	5	0	38	36	17	29	6	0	44
TCGA-R5-A7ZF-01	6	0	0	0	0	27	32	5	8	1	6	0
TCGA-R5-A7ZI-01	3	0	33	6	0	379	254	69	0	3	173	12
TCGA-R5-A7ZR-01	4	1	2	2	7	15	35	10	4	3	3	4
TCGA-R5-A804-01	2	0	11	4	10	12	38	4	0	2	0	10
TCGA-R5-A805-01	0	3	0	6	0	8	35	3	2	5	0	96
TCGA-RD-A7BS-01	3	2	8	5	0	13	27	4	0	5	1	3
TCGA-RD-A7BT-01	8	14	1	6	0	19	16	3	33	13	0	170
TCGA-RD-A7BW-01	2	0	3	6	0	5	40	7	15	5	5	2
TCGA-RD-A7C1-01	11	6	0	2	0	59	153	14	25	13	0	54
TCGA-RD-A8MV-01	8	0	0	0	8	32	4	11	6	4	0	12
TCGA-RD-A8MW-01	6	2	2	3	7	25	8	0	19	9	0	12
TCGA-RD-A8N0-01	0	0	0	0	0	2	0	0	0	0	0	0
TCGA-RD-A8N1-01	4	7	11	0	12	0	11	6	32	16	21	10
TCGA-RD-A8N2-01	0	0	0	0	0	2	0	0	0	0	0	0
TCGA-RD-A8N4-01	0	0	0	2	0	4	0	0	2	1	0	0
TCGA-RD-A8N5-01	3	0	0	0	6	6	17	6	3	0	0	2
TCGA-RD-A8N6-01	6	0	1	7	0	33	74	16	30	12	12	2
TCGA-RD-A8N9-01	3	5	5	2	15	28	60	15	9	0	0	15
TCGA-RD-A8NB-01	1	26	37	0	0	261	228	46	0	0	118	16
TCGA-SW-A7EA-01	12	18	27	4	0	223	194	29	0	9	134	37
TCGA-SW-A7EB-01	3	7	5	4	28	40	2	11	49	26	0	3
TCGA-VQ-A8DL-01	0	0	4	2	9	23	4	1	16	3	1	5
TCGA-VQ-A8DT-01	14	4	4	3	18	33	65	17	12	3	0	58
TCGA-VQ-A8DU-01	6	0	0	4	0	25	49	3	13	3	1	70
TCGA-VQ-A8DV-01	1	11	2	0	7	9	34	6	0	1	0	6
TCGA-VQ-A8DZ-01	3	2	17	10	10	15	15	2	16	0	6	11
TCGA-VQ-A8E0-01	0	2	1	9	48	12	25	8	3	5	1	9
TCGA-VQ-A8E2-01	3	13	0	0	6	35	35	0	15	9	3	28
TCGA-VQ-A8E3-01	4	0	48	6	0	252	244	22	0	0	201	22
TCGA-VQ-A8E7-01	0	0	2	2	8	49	52	8	3	5	0	11
TCGA-VQ-A8P2-01	405	615	846	95	0	3789	1905	587	0	0	646	47
TCGA-VQ-A8P3-01	3	2	0	2	0	25	34	3	5	2	0	285
TCGA-VQ-A8P5-01	10	0	0	19	0	89	40	3	4	15	0	82
TCGA-VQ-A8P8-01	1	0	0	6	4	41	59	6	8	1	0	4
TCGA-VQ-A8PB-01	8	0	3	0	0	309	374	73	0	0	122	0
TCGA-VQ-A8PC-01	10	0	6	3	10	22	25	4	9	3	9	59
TCGA-VQ-A8PD-01	3	0	0	0	0	37	37	6	6	3	0	12
TCGA-VQ-A8PE-01	6	2	3	10	6	18	63	2	20	14	0	9
TCGA-VQ-A8PF-01	2	5	0	6	0	28	35	13	17	0	0	29
TCGA-VQ-A8PH-01	2	6	0	4	119	19	13	3	42	12	9	12
TCGA-VQ-A8PJ-01	3	9	0	9	14	19	17	10	14	8	7	76
TCGA-VQ-A8PK-01	6	4	2	5	6	13	0	8	11	9	1	51
TCGA-VQ-A8PM-01	1	2	0	2	11	16	11	0	0	1	0	22
TCGA-VQ-A8PO-01	13	0	79	5	0	246	208	16	21	0	280	34
TCGA-VQ-A8PP-01	18	34	39	0	0	571	378	40	0	0	450	38
TCGA-VQ-A8PQ-01	0	0	0	2	0	0	12	0	1	0	2	0
TCGA-VQ-A8PS-01	3	8	0	8	0	10	15	5	8	0	0	2
TCGA-VQ-A8PT-01	28	43	109	16	0	663	302	43	0	0	228	1
TCGA-VQ-A8PU-01	1	9	19	3	5	8	27	2	70	7	3	2
TCGA-VQ-A8PX-01	7	0	17	0	0	234	86	19	0	0	289	38
TCGA-VQ-A8PY-01	1	8	11	5	12	27	14	11	3	0	4	18
TCGA-VQ-A8PZ-01	3	0	0	2	0	27	65	5	0	0	0	5
TCGA-VQ-A91A-01	0	0	10	2	16	40	42	7	20	8	1	11
TCGA-VQ-A91D-01	34	0	0	14	0	1232	841	96	0	3	401	0
TCGA-VQ-A91E-01	14	0	45	1	0	241	225	35	0	0	270	29
TCGA-VQ-A91K-01	26	35	75	9	0	497	578	83	15	6	121	24
TCGA-VQ-A91N-01	6	0	3	9	5	46	28	8	25	9	0	16
TCGA-VQ-A91Q-01	4	2	10	8	12	10	31	0	45	5	0	10
TCGA-VQ-A91S-01	5	6	16	27	0	24	1	15	63	39	0	116
TCGA-VQ-A91U-01	3	1	3	6	0	52	57	15	39	6	0	7
TCGA-VQ-A91V-01	5	10	1	8	0	31	15	8	0	7	0	213
TCGA-VQ-A91W-01	4	2	5	3	0	8	19	1	0	0	0	7
TCGA-VQ-A91X-01	6	14	5	5	14	57	22	3	16	2	6	105
TCGA-VQ-A91Y-01	0	2	1	4	0	16	26	4	0	1	0	2
TCGA-VQ-A91Z-01	5	8	9	13	19	15	62	5	18	0	0	17
TCGA-VQ-A922-01	7	15	1	14	19	28	17	13	24	7	14	48
TCGA-VQ-A923-01	1	0	0	3	33	19	54	16	0	1	0	0
TCGA-VQ-A924-01	22	6	181	0	0	376	421	42	0	0	251	24
TCGA-VQ-A925-01	10	2	10	16	13	11	15	7	30	9	1	31
TCGA-VQ-A927-01	1	0	5	0	3	11	13	3	8	2	5	16
TCGA-VQ-A928-01	5	3	15	0	10	13	8	5	10	4	3	0
TCGA-VQ-A92D-01	4	9	9	9	20	24	38	9	20	4	12	5
TCGA-VQ-A94O-01	6	3	2	4	0	6	44	7	0	1	6	0
TCGA-VQ-A94P-01	0	0	1	5	0	6	20	1	0	3	0	64
TCGA-VQ-A94R-01	21	26	14	35	0	47	73	18	56	10	11	61
TCGA-VQ-A94T-01	8	1	5	1	24	31	21	9	0	0	0	0
TCGA-VQ-A94U-01	17	11	0	1	12	38	73	1	4	6	0	30
TCGA-VQ-AA64-01	10	14	33	10	52	31	5	2	56	60	9	27
TCGA-VQ-AA68-01	11	0	0	3	28	24	54	0	4	8	0	76
TCGA-VQ-AA69-01	1	4	6	4	0	29	29	3	3	2	0	0
TCGA-VQ-AA6A-01	1	7	0	3	0	15	42	8	17	1	2	26
TCGA-VQ-AA6B-01	4	3	0	1	10	35	27	1	10	6	0	3
TCGA-VQ-AA6D-01	20	0	0	23	41	611	0	0	0	18	128	69
TCGA-VQ-AA6F-01	3	0	0	4	24	21	2	6	0	2	0	0
TCGA-VQ-AA6G-01	3	7	8	0	9	35	66	10	0	1	0	27
TCGA-VQ-AA6I-01	6	3	0	3	0	46	18	8	24	7	0	11
TCGA-VQ-AA6J-01	2	0	8	8	0	35	36	0	14	2	0	71
TCGA-VQ-AA6K-01	5	1	14	0	7	18	31	4	6	3	2	1
TCGA-ZA-A8F6-01	0	1	0	5	1	10	15	5	13	8	0	0
TCGA-ZQ-A9CR-01	3	0	4	0	31	22	20	9	23	2	6	24
