Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L
TCGA-AR-A2LN-01	13	0	0	15	0	3	10	4	0	6	3	0
TCGA-AR-A2LO-01	2	0	2	1	0	2	3	1	2	2	0	2
TCGA-AR-A2LQ-01	0	3	0	0	0	1	5	0	3	0	1	0
TCGA-AR-A2LR-01	3	8	5	1	7	14	4	4	21	2	0	1
TCGA-AR-A5QM-01	3	2	7	0	5	5	11	1	2	0	0	0
TCGA-AR-A5QN-01	5	3	0	4	3	14	12	4	0	0	4	0
TCGA-AR-A5QP-01	3	1	1	3	0	3	11	2	5	0	5	0
TCGA-AR-A5QQ-01	0	9	2	5	12	3	13	0	26	8	14	4
TCGA-B6-A0I1-01	2	0	4	5	5	0	31	5	27	1	0	0
TCGA-B6-A0IH-01	5	0	0	1	12	19	0	3	0	0	1	0
TCGA-B6-A0RH-01	1	0	0	10	0	0	13	1	11	7	1	1
TCGA-B6-A0RL-01	1	5	2	14	0	10	19	3	7	5	1	2
TCGA-B6-A0RM-01	3	0	2	6	0	7	12	1	2	0	3	0
TCGA-B6-A0RN-01	0	0	0	2	6	6	11	2	3	0	3	0
TCGA-B6-A0RO-01	1	7	0	2	2	3	0	7	15	1	4	1
TCGA-B6-A0RP-01	2	5	0	0	15	6	2	0	0	0	0	0
TCGA-B6-A0RQ-01	4	7	0	12	9	5	7	2	0	5	2	3
TCGA-B6-A0RT-01	0	5	7	0	9	4	6	3	14	20	2	2
TCGA-B6-A0RU-01	1	0	5	5	15	8	5	7	3	2	5	2
TCGA-B6-A0RV-01	0	0	0	27	0	0	12	3	0	25	0	0
TCGA-B6-A0WS-01	0	0	0	2	5	2	1	0	0	2	6	0
TCGA-B6-A0WT-01	1	0	0	0	2	3	8	4	0	0	3	1
TCGA-B6-A0WV-01	3	4	0	0	1	3	6	0	8	5	4	3
TCGA-B6-A0WW-01	0	2	1	8	3	2	12	4	7	4	4	0
TCGA-B6-A0WX-01	0	0	5	0	0	3	13	5	10	2	7	0
TCGA-B6-A0WY-01	0	0	2	5	0	10	0	4	7	3	4	0
TCGA-B6-A0WZ-01	7	1	0	45	0	4	0	3	11	24	0	0
TCGA-B6-A0X0-01	0	0	2	2	11	0	7	3	0	0	0	0
TCGA-B6-A0X1-01	6	9	3	2	0	1	4	7	31	16	13	0
TCGA-B6-A0X4-01	3	0	0	0	3	0	9	7	0	0	0	0
TCGA-B6-A0X5-01	0	0	2	4	12	4	0	13	4	3	6	0
TCGA-B6-A0X7-01	0	3	0	4	1	1	10	2	0	1	1	0
TCGA-B6-A1KN-01	6	4	7	1	22	10	9	0	5	4	3	1
TCGA-B6-A2IU-01	8	0	0	14	0	11	6	10	0	1	4	0
TCGA-B6-A401-01	1	5	1	0	3	11	1	2	2	1	0	1
TCGA-B6-A409-01	5	0	6	2	1	7	17	2	9	4	1	2
TCGA-B6-A40B-01	8	4	2	12	10	9	6	0	7	6	2	0
TCGA-B6-A40C-01	3	0	3	4	2	3	33	0	4	2	0	0
TCGA-BH-A0AU-01	1	0	2	1	4	5	5	0	2	3	0	0
TCGA-BH-A0AV-01	6	15	6	1	0	5	0	2	26	14	10	2
TCGA-BH-A0AY-01	1	2	0	5	10	2	11	7	6	2	0	0
TCGA-BH-A0AZ-01	5	0	10	11	10	0	4	0	12	10	3	5
TCGA-BH-A0B0-01	4	2	0	46	0	8	0	14	0	25	0	0
TCGA-BH-A0B3-01	0	0	4	2	0	4	3	1	3	1	0	0
TCGA-BH-A0B6-01	119	1	0	495	0	0	34	61	0	580	0	0
TCGA-BH-A0B7-01	3	3	0	2	0	7	6	6	6	6	0	3
TCGA-BH-A0B8-01	1	4	0	5	11	3	2	1	7	0	0	0
TCGA-BH-A0BA-01	1	0	0	5	2	5	3	0	8	3	2	0
TCGA-BH-A0BC-01	0	2	0	8	10	7	9	3	2	4	0	0
TCGA-BH-A0BF-01	0	2	0	0	1	4	6	3	7	7	2	1
TCGA-BH-A0BG-01	0	5	3	6	0	7	0	0	21	3	0	0
TCGA-BH-A0BJ-01	0	0	0	1	8	2	1	1	4	0	0	0
TCGA-BH-A0BL-01	0	3	14	0	1	4	13	5	25	3	0	1
TCGA-BH-A0BM-01	1	2	0	3	10	2	0	0	0	1	0	0
TCGA-BH-A0BO-01	2	1	0	0	0	1	8	2	1	5	10	1
TCGA-BH-A0BP-01	18	4	15	13	17	14	33	16	31	35	0	0
TCGA-BH-A0BQ-01	0	2	2	3	3	4	9	3	4	0	0	0
TCGA-BH-A0BS-01	1	4	0	1	0	1	5	0	8	0	2	1
TCGA-BH-A0BT-01	3	4	0	4	5	14	4	3	8	1	2	0
TCGA-BH-A0BV-01	6	4	0	2	0	2	4	0	3	2	1	0
TCGA-BH-A0BW-01	3	1	8	9	20	7	13	2	17	7	12	4
TCGA-BH-A0BZ-01	10	23	35	9	14	28	0	3	115	35	15	9
TCGA-BH-A0C0-01	3	0	17	3	0	5	4	2	7	1	6	0
TCGA-BH-A0C1-01	0	7	0	9	0	18	3	1	9	0	2	1
TCGA-BH-A0C3-01	0	0	0	0	0	0	7	1	5	0	5	0
TCGA-BH-A0C7-01	1	3	4	1	4	9	19	3	8	3	3	0
TCGA-BH-A0DD-01	1	1	0	4	4	12	7	3	1	3	1	0
TCGA-BH-A0DE-01	3	9	2	2	0	0	7	1	6	0	3	0
TCGA-BH-A0DG-01	1	2	2	4	6	0	3	10	4	8	5	2
TCGA-BH-A0DH-01	6	0	0	10	0	9	15	3	3	3	1	2
TCGA-BH-A0DI-01	5	0	0	9	5	11	6	0	12	14	0	0
TCGA-BH-A0DK-01	3	0	9	3	7	0	15	1	6	4	5	0
TCGA-BH-A0DL-01	3	0	0	13	1	17	9	2	7	6	3	4
TCGA-BH-A0DO-01	2	1	1	3	2	7	0	4	6	3	1	0
TCGA-BH-A0DP-01	0	1	0	4	5	0	3	1	4	0	1	0
TCGA-BH-A0DQ-01	0	9	2	0	0	5	10	1	0	2	6	0
TCGA-BH-A0DT-01	1	0	0	3	0	2	5	0	4	0	0	0
TCGA-BH-A0DV-01	1	4	2	3	0	0	0	0	2	0	2	1
TCGA-BH-A0DX-01	5	0	0	28	2	4	12	3	7	16	0	0
TCGA-BH-A0DZ-01	10	1	0	70	1	0	6	15	0	114	0	0
TCGA-BH-A0E0-01	2	0	0	0	0	3	12	2	0	2	0	3
TCGA-BH-A0E1-01	0	0	0	1	0	1	8	4	1	4	0	0
TCGA-BH-A0E9-01	3	0	3	1	0	8	8	0	5	0	0	0
TCGA-BH-A0EA-01	3	2	0	2	3	9	1	3	5	1	3	0
TCGA-BH-A0EI-01	0	5	0	1	1	3	9	1	2	0	2	0
TCGA-BH-A0H3-01	3	2	0	1	1	1	4	0	5	0	0	0
TCGA-BH-A0H5-01	15	8	0	59	0	0	0	16	0	71	0	0
TCGA-BH-A0H7-01	1	0	1	0	0	2	5	1	0	4	3	0
TCGA-BH-A0H9-01	3	0	3	3	0	2	0	0	7	0	1	4
TCGA-BH-A0HA-01	3	7	0	21	0	89	97	9	0	17	135	4
TCGA-BH-A0HI-01	1	3	0	6	4	0	15	2	0	2	2	0
TCGA-BH-A0HK-01	4	6	0	20	3	10	3	4	3	10	0	0
TCGA-BH-A0HN-01	0	2	1	4	3	1	16	5	1	1	0	0
TCGA-BH-A0HP-01	16	8	2	131	0	1	14	15	0	170	0	0
TCGA-BH-A0RX-01	0	0	0	3	0	4	30	7	2	1	2	0
TCGA-BH-A0W3-01	0	3	2	2	2	0	6	0	5	2	1	0
TCGA-BH-A0W4-01	4	0	1	4	0	0	8	7	8	3	3	1
TCGA-BH-A0W5-01	0	0	0	0	5	6	7	2	6	1	2	0
TCGA-BH-A0W7-01	5	6	0	102	0	0	5	12	0	131	0	0
TCGA-BH-A0WA-01	7	9	8	12	7	1	12	0	42	8	7	0
TCGA-BH-A18F-01	2	6	3	17	0	0	21	9	7	2	0	0
TCGA-BH-A18G-01	22	51	46	1	0	497	262	36	63	3	678	9
TCGA-BH-A18H-01	6	4	0	6	4	3	5	1	8	6	9	2
TCGA-BH-A18I-01	0	0	0	3	6	9	7	4	0	2	0	0
TCGA-BH-A18J-01	4	0	4	50	0	10	0	0	4	35	4	0
TCGA-BH-A18K-01	9	2	0	12	2	4	3	3	12	14	5	2
TCGA-BH-A18L-01	5	0	0	0	13	16	16	3	6	4	2	0
TCGA-BH-A18M-01	2	0	0	2	0	2	7	1	0	3	1	0
TCGA-BH-A18N-01	0	0	0	0	2	12	7	2	13	1	6	0
TCGA-BH-A18P-01	44	0	0	165	0	8	15	26	0	180	0	0
TCGA-BH-A18Q-01	3	4	14	1	29	2	6	0	35	9	3	1
TCGA-BH-A18R-01	1	0	1	5	11	0	5	1	13	3	2	0
TCGA-BH-A18S-01	2	0	1	0	16	5	0	3	1	3	6	0
TCGA-BH-A18T-01	5	2	17	4	0	6	6	1	42	13	6	0
TCGA-BH-A18U-01	4	8	1	48	20	10	29	3	18	33	4	0
TCGA-BH-A18V-01	11	2	15	21	12	0	0	4	95	77	4	9
TCGA-BH-A1EO-01	1	1	3	6	0	12	22	3	2	0	0	0
TCGA-BH-A1ET-01	0	2	2	1	3	4	9	2	4	0	6	0
TCGA-BH-A1EU-01	0	2	0	1	13	0	10	1	0	1	6	0
TCGA-BH-A1EV-01	10	0	1	26	0	7	19	13	12	37	4	0
TCGA-BH-A1EW-01	3	1	0	3	4	2	1	2	2	0	3	0
TCGA-BH-A1EX-01	0	1	0	0	8	4	6	7	6	0	3	0
TCGA-BH-A1EY-01	3	0	0	3	0	3	12	7	7	12	8	0
TCGA-BH-A1F0-01	8	9	1	0	28	4	9	5	10	20	1	0
TCGA-BH-A1F2-01	2	7	3	9	0	10	22	3	5	9	1	0
TCGA-BH-A1F5-01	1	5	0	4	12	0	18	4	0	0	0	0
TCGA-BH-A1F6-01	4	0	0	3	5	10	11	0	11	4	2	3
TCGA-BH-A1F8-01	11	6	3	73	8	0	23	8	4	56	0	0
TCGA-BH-A1FC-01	6	0	8	14	5	19	13	5	24	25	4	7
TCGA-BH-A1FE-01	0	3	2	4	9	4	0	3	0	1	0	0
TCGA-BH-A1FG-01	0	0	0	0	5	5	5	1	3	1	1	0
TCGA-BH-A1FH-01	5	0	0	3	0	3	14	0	6	1	0	1
TCGA-BH-A1FJ-01	1	12	0	3	1	2	22	0	4	0	0	0
TCGA-BH-A1FL-01	2	7	0	2	2	6	3	3	0	0	1	0
TCGA-BH-A1FM-01	3	0	0	10	0	9	13	9	9	9	0	0
TCGA-BH-A1FN-01	9	3	12	31	5	3	5	0	21	50	1	6
TCGA-BH-A1FR-01	0	0	1	0	2	4	2	1	6	1	0	0
TCGA-BH-A1FU-01	6	5	2	3	7	12	5	9	28	18	15	8
TCGA-BH-A201-01	0	0	4	3	4	2	3	3	2	0	5	1
TCGA-BH-A202-01	0	0	1	3	5	4	6	1	6	0	2	0
TCGA-BH-A203-01	4	2	6	11	0	15	31	11	6	13	0	0
TCGA-BH-A204-01	3	6	2	1	7	10	4	4	9	5	1	0
TCGA-BH-A208-01	7	7	0	14	2	0	19	2	6	23	2	0
TCGA-BH-A209-01	8	5	0	28	0	0	7	8	0	63	0	0
TCGA-BH-A28Q-01	0	1	0	2	0	11	6	0	3	1	0	2
TCGA-BH-A2L8-01	60	0	0	254	0	0	8	10	0	296	0	0
TCGA-BH-A42U-01	7	0	0	10	0	0	5	3	3	4	0	0
TCGA-BH-A42V-01	2	2	0	21	0	0	9	4	0	17	0	0
TCGA-BH-A5IZ-01	9	2	16	5	6	4	20	0	21	8	4	1
TCGA-BH-A5J0-01	4	4	0	38	11	12	6	11	0	16	0	0
TCGA-BH-A6R8-01	1	0	0	3	0	6	11	3	9	3	1	0
TCGA-BH-A6R9-01	3	0	0	0	0	1	4	3	14	0	0	0
TCGA-BH-A8FY-01	8	5	4	1	8	10	0	0	11	6	2	1
TCGA-BH-A8FZ-01	1	0	4	9	1	16	0	2	37	6	9	6
TCGA-BH-A8G0-01	0	1	1	0	0	1	7	3	0	0	3	1
TCGA-BH-AB28-01	3	0	2	6	0	17	4	1	4	0	2	4
TCGA-C8-A12K-01	5	14	4	9	20	9	3	0	45	54	7	3
TCGA-C8-A12L-01	1	8	6	2	17	12	2	3	33	5	0	0
TCGA-C8-A12M-01	8	2	6	0	0	13	18	10	15	2	6	2
TCGA-C8-A12N-01	0	0	2	1	0	4	10	0	3	4	3	0
TCGA-C8-A12O-01	3	0	3	2	0	2	32	4	2	1	0	0
TCGA-C8-A12P-01	11	1	1	47	19	8	25	14	5	63	3	5
TCGA-C8-A12Q-01	13	1	3	36	10	5	7	16	0	42	6	0
TCGA-C8-A12T-01	17	0	1	63	0	6	15	5	3	104	0	0
TCGA-C8-A12U-01	1	5	4	4	1	1	31	0	6	6	2	0
TCGA-C8-A12V-01	0	1	9	1	1	0	7	3	18	4	5	3
TCGA-C8-A12W-01	0	0	0	0	0	3	49	10	7	4	4	0
TCGA-C8-A12X-01	5	5	3	0	0	13	20	4	5	3	2	5
TCGA-C8-A12Y-01	0	0	2	2	7	19	6	2	1	1	6	0
TCGA-C8-A12Z-01	8	1	0	8	0	6	14	2	6	13	3	0
TCGA-C8-A130-01	0	0	0	2	0	7	25	7	4	4	3	2
TCGA-C8-A131-01	6	3	6	7	14	16	0	9	9	0	2	2
TCGA-C8-A132-01	3	4	2	7	2	3	12	1	20	26	2	2
TCGA-C8-A133-01	5	2	5	4	5	0	1	2	5	0	2	2
TCGA-C8-A134-01	0	8	17	0	13	5	7	5	48	8	5	1
TCGA-C8-A135-01	0	0	0	3	12	20	21	6	4	7	4	0
TCGA-C8-A137-01	6	2	1	9	0	1	13	10	0	18	0	2
TCGA-C8-A138-01	8	0	9	0	1	2	20	2	7	0	3	0
TCGA-C8-A1HE-01	4	4	0	19	3	3	6	1	4	10	0	0
TCGA-C8-A1HF-01	3	0	0	7	5	5	5	2	3	7	2	0
TCGA-C8-A1HG-01	5	2	0	3	6	13	22	3	6	4	5	0
TCGA-C8-A1HI-01	3	0	0	8	0	3	26	1	18	9	4	0
TCGA-C8-A1HJ-01	0	0	15	1	0	7	7	3	59	13	14	5
TCGA-C8-A1HK-01	0	5	2	4	0	8	5	9	8	25	7	0
TCGA-C8-A1HL-01	1	8	1	0	7	13	0	1	5	0	0	1
TCGA-C8-A1HM-01	25	11	4	89	5	14	17	20	12	250	0	1
TCGA-C8-A1HN-01	4	4	2	3	14	6	25	1	6	2	2	1
TCGA-C8-A1HO-01	0	7	7	9	2	0	15	2	0	5	2	0
TCGA-C8-A26V-01	4	1	0	16	0	10	5	8	12	35	2	3
TCGA-C8-A26W-01	8	3	0	14	0	3	7	9	5	14	6	0
TCGA-C8-A26X-01	3	5	4	2	11	9	18	5	11	4	2	1
TCGA-C8-A26Y-01	48	5	25	292	76	2	13	35	0	394	0	26
TCGA-C8-A26Z-01	5	0	2	1	4	12	12	3	9	0	0	1
TCGA-C8-A273-01	0	1	0	0	5	1	9	3	3	1	0	1
TCGA-C8-A274-01	11	0	14	114	0	20	3	9	8	99	3	0
TCGA-C8-A275-01	18	0	0	26	0	3	12	9	3	66	3	2
TCGA-C8-A278-01	1	0	0	6	0	0	17	5	14	7	3	0
TCGA-C8-A27A-01	3	2	3	6	0	3	7	6	5	4	0	1
TCGA-C8-A27B-01	6	4	6	1	0	7	0	5	49	73	5	6
TCGA-C8-A3M7-01	17	0	3	93	8	11	24	18	0	47	0	0
TCGA-C8-A3M8-01	0	9	0	3	0	12	3	4	14	10	7	0
TCGA-C8-A8HP-01	15	0	0	90	0	15	4	27	3	119	0	0
TCGA-C8-A8HQ-01	14	0	0	137	0	0	33	37	0	151	0	0
TCGA-C8-A8HR-01	5	3	0	1	0	8	12	1	15	3	4	8
TCGA-C8-A9FZ-01	2	0	0	1	1	9	6	0	6	3	1	0
TCGA-D8-A13Y-01	9	3	0	10	0	3	16	2	13	12	10	4
TCGA-D8-A13Z-01	1	3	8	1	0	9	18	5	36	15	0	7
TCGA-D8-A140-01	10	8	0	23	30	26	13	4	8	5	7	0
TCGA-D8-A141-01	1	2	0	0	3	1	8	1	5	0	0	0
TCGA-D8-A142-01	9	7	5	0	0	14	49	7	45	17	3	10
TCGA-D8-A143-01	4	1	10	2	0	8	14	0	19	1	0	2
TCGA-D8-A145-01	0	3	0	0	9	12	9	0	6	3	5	0
TCGA-D8-A146-01	3	0	0	5	6	9	8	5	0	0	5	0
TCGA-D8-A147-01	14	0	21	10	0	2	8	6	70	51	4	14
TCGA-D8-A1J8-01	58	17	21	233	0	120	40	57	22	310	83	0
TCGA-D8-A1J9-01	22	0	9	91	0	3	0	30	0	119	0	4
TCGA-D8-A1JB-01	4	4	7	3	0	1	7	2	21	4	5	5
TCGA-D8-A1JC-01	10	0	1	28	0	0	21	10	12	39	1	0
TCGA-D8-A1JD-01	0	8	18	10	1	10	1	6	43	17	5	3
TCGA-D8-A1JE-01	1	0	6	2	4	4	14	0	3	2	4	0
TCGA-D8-A1JF-01	2	0	0	3	0	12	7	2	14	3	6	0
TCGA-D8-A1JG-01	12	2	19	2	24	20	27	36	3	14	0	10
TCGA-D8-A1JH-01	0	0	0	2	6	4	2	1	7	0	2	0
TCGA-D8-A1JI-01	3	8	4	1	9	2	6	2	0	0	7	0
TCGA-D8-A1JJ-01	6	0	0	29	5	10	10	8	5	19	3	3
TCGA-D8-A1JK-01	10	21	10	16	91	17	4	3	30	14	22	11
TCGA-D8-A1JL-01	6	5	15	0	4	3	8	6	47	12	17	4
TCGA-D8-A1JM-01	3	0	5	0	16	0	16	5	6	2	0	0
TCGA-D8-A1JN-01	16	3	5	79	1	4	15	28	0	57	0	0
TCGA-D8-A1JP-01	4	11	10	1	27	2	0	3	40	14	15	8
TCGA-D8-A1JS-01	5	0	2	2	3	4	6	0	3	1	3	0
TCGA-D8-A1JT-01	3	5	0	0	0	7	11	0	15	0	0	0
TCGA-D8-A1JU-01	0	0	0	1	2	1	8	1	2	0	5	0
TCGA-D8-A1X5-01	3	1	6	3	11	10	15	2	0	6	5	4
TCGA-D8-A1X6-01	0	4	1	4	0	10	12	1	10	0	0	0
TCGA-D8-A1X7-01	5	0	0	0	7	2	9	2	5	2	0	0
TCGA-D8-A1X9-01	0	7	33	0	5	0	11	0	20	11	12	3
TCGA-D8-A1XA-01	0	3	5	1	0	0	11	3	0	0	5	0
TCGA-D8-A1XB-01	1	0	0	7	11	13	7	4	3	2	2	0
TCGA-D8-A1XC-01	0	3	0	2	9	7	10	1	0	0	2	0
TCGA-D8-A1XF-01	1	0	4	1	5	14	12	8	2	4	0	0
TCGA-D8-A1XG-01	0	1	3	1	4	4	0	3	5	0	6	0
TCGA-D8-A1XK-01	0	0	0	0	188	93	116	7	0	9	828	59
TCGA-D8-A1XL-01	1	0	16	5	0	8	6	6	48	6	9	5
TCGA-D8-A1XM-01	2	2	0	15	8	0	19	10	0	8	0	0
TCGA-D8-A1XO-01	0	2	0	5	9	2	6	0	0	5	0	0
TCGA-D8-A1XQ-01	16	21	61	13	0	150	184	30	132	31	360	33
TCGA-D8-A1XR-01	0	1	0	3	10	12	1	0	0	0	5	0
TCGA-D8-A1XS-01	0	0	0	4	8	6	1	5	1	1	0	0
TCGA-D8-A1XT-01	3	4	0	2	10	8	12	1	1	3	0	1
TCGA-D8-A1XU-01	4	0	0	9	0	2	6	0	10	3	1	0
TCGA-D8-A1XV-01	2	2	2	0	0	0	21	0	2	4	3	0
TCGA-D8-A1XW-01	5	0	4	7	9	7	9	2	54	10	6	9
TCGA-D8-A1XY-01	2	2	4	7	3	15	21	2	1	2	0	0
TCGA-D8-A1XZ-01	3	0	0	0	7	21	32	8	14	11	0	0
TCGA-D8-A1Y0-01	6	0	16	2	2	0	16	2	14	13	9	1
TCGA-D8-A1Y1-01	1	0	0	18	0	55	142	9	0	1	7	0
TCGA-D8-A1Y2-01	0	0	1	7	0	1	9	1	0	3	0	0
TCGA-D8-A1Y3-01	0	7	0	2	0	8	33	4	10	0	1	2
TCGA-D8-A27E-01	0	1	1	1	1	0	2	2	3	0	0	0
TCGA-D8-A27F-01	1	0	5	1	16	2	4	2	23	12	4	0
TCGA-D8-A27G-01	91	0	1	473	0	4	0	49	0	558	0	0
TCGA-D8-A27H-01	6	1	6	8	0	2	10	0	66	51	9	1
TCGA-D8-A27I-01	0	0	1	5	0	3	8	2	12	4	1	0
TCGA-D8-A27K-01	0	2	0	0	3	1	11	1	1	1	1	0
TCGA-D8-A27L-01	7	5	0	14	3	7	5	4	0	8	0	0
TCGA-D8-A27M-01	3	2	14	1	0	10	1	7	33	15	2	2
TCGA-D8-A27N-01	3	0	5	2	8	13	18	5	4	2	0	0
TCGA-D8-A27P-01	2	1	0	2	5	12	0	0	6	0	2	0
TCGA-D8-A27R-01	1	5	0	1	1	5	0	4	14	4	0	0
TCGA-D8-A27T-01	0	2	1	5	5	10	8	0	0	0	0	0
TCGA-D8-A27V-01	28	3	2	58	5	1	13	20	0	105	0	0
TCGA-D8-A27W-01	2	0	0	2	7	16	22	3	0	3	0	0
TCGA-D8-A3Z6-01	1	3	0	6	0	8	8	0	5	1	4	1
TCGA-D8-A4Z1-01	7	0	0	21	0	4	0	6	0	8	0	0
TCGA-D8-A73U-01	18	4	0	104	0	7	15	4	5	49	1	0
TCGA-D8-A73W-01	0	5	0	3	5	21	8	0	4	2	0	4
TCGA-D8-A73X-01	0	1	2	7	1	7	15	5	7	0	7	0
TCGA-E2-A105-01	1	11	2	7	0	8	17	0	11	3	7	0
TCGA-E2-A107-01	3	0	1	7	0	3	13	3	2	0	4	0
TCGA-E2-A108-01	5	0	3	50	0	0	10	3	28	81	6	0
TCGA-E2-A109-01	3	7	14	1	19	14	14	3	5	1	2	1
TCGA-E2-A10A-01	1	4	1	6	3	5	0	0	4	4	0	0
TCGA-E2-A10B-01	2	1	2	18	8	5	8	3	3	15	5	3
TCGA-E2-A10C-01	37	0	0	229	0	0	4	31	0	218	0	0
TCGA-E2-A10F-01	3	0	0	3	6	7	8	1	0	2	0	0
TCGA-E2-A14N-01	6	4	5	6	8	5	5	5	39	17	1	8
TCGA-E2-A14O-01	1	2	3	1	0	0	20	9	0	0	0	0
TCGA-E2-A14P-01	10	5	7	18	5	16	23	10	0	12	6	0
TCGA-E2-A14Q-01	1	3	1	5	0	1	19	0	3	2	2	3
TCGA-E2-A14R-01	2	9	9	0	17	4	10	7	48	19	13	5
TCGA-E2-A14T-01	0	1	0	4	2	11	3	5	6	5	0	6
TCGA-E2-A14V-01	7	0	2	19	0	6	29	13	18	40	2	5
TCGA-E2-A14W-01	8	1	6	0	14	4	3	5	40	13	4	4
TCGA-E2-A14X-01	0	0	0	5	0	14	8	4	4	2	0	0
TCGA-E2-A14Y-01	0	1	2	14	0	3	9	0	4	16	1	0
TCGA-E2-A14Z-01	3	3	11	21	6	1	13	8	15	10	0	4
TCGA-E2-A150-01	1	1	0	4	14	23	6	7	17	4	3	11
TCGA-E2-A152-01	10	0	3	44	1	0	8	25	12	68	0	0
TCGA-E2-A153-01	3	0	0	6	0	6	9	1	1	0	0	0
TCGA-E2-A154-01	0	1	9	0	7	9	14	9	7	2	0	0
TCGA-E2-A155-01	3	2	0	11	20	11	14	3	7	5	4	1
TCGA-E2-A156-01	0	4	2	4	3	0	6	1	0	2	2	1
TCGA-E2-A158-01	0	3	14	0	0	1	14	4	44	7	5	5
TCGA-E2-A159-01	17	0	9	53	0	6	17	0	1	92	0	6
TCGA-E2-A15A-01	1	3	0	2	28	9	10	0	1	4	0	4
TCGA-E2-A15C-01	3	3	2	1	4	11	17	1	5	1	2	0
TCGA-E2-A15D-01	0	1	0	0	3	9	11	3	0	1	4	2
TCGA-E2-A15E-01	1	0	5	0	0	1	18	0	1	6	8	0
TCGA-E2-A15F-01	4	0	0	0	0	3	11	0	7	1	2	0
TCGA-E2-A15G-01	6	0	5	8	5	0	23	5	14	0	7	0
TCGA-E2-A15H-01	3	4	3	0	0	9	10	1	0	1	2	0
TCGA-E2-A15I-01	3	0	1	5	10	4	20	0	0	0	0	0
TCGA-E2-A15J-01	1	1	0	0	10	9	0	0	1	0	0	0
TCGA-E2-A15K-01	8	2	2	0	9	11	12	1	5	3	0	0
TCGA-E2-A15L-01	1	0	0	0	2	4	14	2	5	4	2	0
TCGA-E2-A15M-01	5	5	3	15	16	18	16	2	7	20	1	0
TCGA-E2-A15O-01	2	0	0	2	7	3	11	2	6	0	0	1
TCGA-E2-A15P-01	3	3	0	1	4	7	6	0	1	0	3	0
TCGA-E2-A15R-01	6	2	4	2	0	3	23	6	0	1	0	0
TCGA-E2-A15S-01	3	2	7	8	0	2	11	0	15	5	9	6
TCGA-E2-A15T-01	3	0	1	0	5	0	23	1	0	3	4	0
TCGA-E2-A1AZ-01	1	3	14	6	0	7	0	15	8	22	3	0
TCGA-E2-A1B0-01	5	0	0	3	6	4	16	8	0	5	12	1
TCGA-E2-A1B1-01	8	2	0	14	0	0	18	0	2	22	0	0
TCGA-E2-A1B4-01	1	3	0	6	14	8	0	4	5	1	0	0
TCGA-E2-A1B5-01	3	1	0	12	0	5	7	5	0	9	2	2
TCGA-E2-A1B6-01	1	0	5	1	0	10	6	0	30	3	0	0
TCGA-E2-A1BC-01	3	2	1	0	11	12	0	0	8	3	1	0
TCGA-E2-A1BD-01	0	1	3	0	4	0	26	4	3	2	0	0
TCGA-E2-A1IE-01	2	0	2	0	4	2	8	1	7	0	2	2
TCGA-E2-A1IF-01	0	3	0	0	9	4	2	1	1	0	4	0
TCGA-E2-A1IG-01	4	2	0	8	5	2	16	8	12	0	0	0
TCGA-E2-A1IH-01	6	2	0	13	9	9	5	2	7	22	8	2
TCGA-E2-A1II-01	0	0	0	0	1	7	6	0	15	2	0	3
TCGA-E2-A1IJ-01	1	0	0	0	2	2	10	0	1	0	0	2
TCGA-E2-A1IK-01	0	0	0	0	8	2	1	5	0	1	0	0
TCGA-E2-A1IL-01	3	2	1	0	1	10	0	4	9	0	0	1
TCGA-E2-A1IN-01	7	1	7	79	0	10	11	6	15	108	3	1
TCGA-E2-A1IO-01	0	0	0	1	0	0	10	3	1	0	1	0
TCGA-E2-A1IU-01	0	0	0	5	6	1	3	8	7	1	0	0
TCGA-E2-A1L6-01	0	2	0	2	0	1	2	7	11	0	3	0
TCGA-E2-A1L7-01	3	0	10	1	16	0	15	0	21	4	5	6
TCGA-E2-A1L8-01	5	0	1	3	0	1	10	0	8	4	6	0
TCGA-E2-A1L9-01	1	0	2	3	2	4	7	2	4	0	2	1
TCGA-E2-A1LA-01	3	5	3	1	8	4	10	2	41	9	14	7
TCGA-E2-A1LB-01	0	3	4	12	3	2	7	4	3	15	2	0
TCGA-E2-A1LG-01	20	4	0	34	0	0	14	16	0	130	0	1
TCGA-E2-A1LH-01	6	6	28	11	0	0	22	4	76	53	14	11
TCGA-E2-A1LI-01	1	0	8	4	0	2	0	2	12	8	0	0
TCGA-E2-A1LK-01	1	0	0	0	0	22	17	9	0	4	0	1
TCGA-E2-A1LL-01	0	5	1	0	8	9	7	1	14	7	3	6
TCGA-E2-A2P6-01	9	10	0	80	0	18	10	16	0	43	0	0
TCGA-E2-A56Z-01	5	5	0	1	0	12	10	5	11	0	9	2
TCGA-E2-A570-01	6	1	0	0	1	2	11	0	6	1	1	1
TCGA-E2-A572-01	0	0	0	1	0	3	12	0	8	2	3	0
TCGA-E2-A573-01	1	0	0	2	12	16	1	3	25	5	4	3
TCGA-E2-A574-01	17	2	0	27	0	19	14	15	25	35	0	2
TCGA-E2-A576-01	7	3	5	0	0	8	32	4	10	1	0	0
TCGA-E2-A9RU-01	3	7	0	9	10	25	26	13	0	13	0	1
