Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O
TCGA-98-A53I-01	11	24	147	69	22	0	17	20	32	16	29	46	34	8	14
TCGA-98-A53J-01	7	4	43	9	27	2	4	14	5	8	0	6	5	1	9
TCGA-J1-A4AH-01	8	13	38	24	25	15	1	17	32	14	0	20	15	8	4
TCGA-L3-A4E7-01	0	10	53	18	3	0	11	3	3	19	0	6	0	0	0
TCGA-L3-A524-01	6	12	165	88	2	13	14	8	14	36	8	50	15	3	0
TCGA-LA-A446-01	12	27	142	76	24	8	6	14	26	9	22	21	0	3	29
TCGA-LA-A7SW-01	1	0	3	2	10	4	11	14	24	12	3	22	0	12	5
TCGA-MF-A522-01	53	9	84	43	188	36	22	17	186	31	5	33	26	8	15
TCGA-NC-A5HD-01	15	17	172	101	3	0	6	10	45	28	24	85	35	9	16
TCGA-NC-A5HE-01	4	17	36	69	9	3	8	2	18	19	33	22	0	1	12
TCGA-NC-A5HF-01	3	5	93	59	6	1	14	11	24	16	26	46	0	1	10
TCGA-NC-A5HG-01	54	107	136	61	71	0	26	11	88	44	18	97	60	13	0
TCGA-NC-A5HH-01	10	24	112	79	11	0	4	23	15	31	4	39	53	4	27
TCGA-NC-A5HI-01	5	18	150	134	35	14	3	25	52	26	0	30	34	9	9
TCGA-NC-A5HJ-01	10	14	180	146	3	13	9	9	21	22	0	59	13	3	3
TCGA-NC-A5HK-01	3	10	128	72	7	8	12	3	10	13	26	44	0	2	4
TCGA-NC-A5HL-01	9	11	63	28	15	0	11	19	13	16	0	36	35	6	8
TCGA-NC-A5HM-01	15	7	128	38	5	0	8	7	21	18	8	46	24	4	25
TCGA-NC-A5HN-01	29	55	179	109	21	0	15	23	25	56	17	113	72	9	17
TCGA-NC-A5HO-01	6	14	76	51	6	0	7	9	25	34	17	27	26	3	7
TCGA-NC-A5HP-01	21	2	144	128	21	2	4	21	49	21	24	46	12	4	11
TCGA-NC-A5HQ-01	11	17	141	78	12	5	18	17	22	20	42	25	8	2	10
TCGA-NC-A5HR-01	8	14	139	77	4	6	3	12	17	22	19	49	26	7	6
TCGA-NC-A5HT-01	14	31	113	96	6	15	19	8	20	7	25	45	7	8	0
TCGA-NK-A5CR-01	18	22	93	78	16	0	9	13	24	30	36	31	4	8	0
TCGA-NK-A5CT-01	5	24	126	73	28	13	16	10	47	20	0	15	19	4	7
TCGA-NK-A5CX-01	2	4	50	71	1	3	3	9	5	13	21	26	3	0	4
TCGA-NK-A5D1-01	6	13	28	8	7	4	11	10	13	5	21	23	0	0	11
TCGA-NK-A7XE-01	11	1	0	4	37	1	4	6	48	14	0	0	2	0	4
TCGA-O2-A52N-01	22	7	201	125	18	6	19	5	60	29	23	88	0	5	27
TCGA-O2-A52Q-01	34	15	436	356	73	24	26	7	117	4	49	50	17	3	14
TCGA-O2-A52S-01	19	20	92	80	38	20	17	9	61	10	0	66	34	5	0
TCGA-O2-A52V-01	5	16	101	74	9	21	8	4	8	14	2	24	33	6	7
TCGA-O2-A52W-01	9	1	24	23	9	0	14	6	5	23	0	13	0	0	3
TCGA-O2-A5IB-01	4	17	89	68	6	4	1	0	12	35	3	46	22	0	7
TCGA-XC-AA0X-01	4	20	73	28	13	6	11	1	15	26	0	5	17	4	8
TCGA-3M-AB46-01	5	5	9	21	11	3	22	12	20	9	9	42	16	4	10
TCGA-3M-AB47-01	2	10	19	0	1	9	23	37	0	0	0	0	12	7	21
TCGA-B7-5816-01	19	41	0	139	8	68	323	336	0	394	0	5	2	70	2
TCGA-B7-5818-01	26	26	16	0	41	11	39	42	0	29	11	46	85	97	25
TCGA-B7-A5TI-01	6	20	0	53	3	40	223	220	12	86	3	0	0	8	19
TCGA-B7-A5TJ-01	8	6	7	1	0	24	76	91	3	0	7	0	25	54	10
TCGA-B7-A5TK-01	1	1	5	4	5	0	12	29	8	1	0	0	0	0	4
TCGA-B7-A5TN-01	0	0	18	0	3	17	5	28	0	1	0	20	0	5	3
TCGA-BR-4183-01	4	6	4	0	0	4	11	28	1	1	0	1	0	5	5
TCGA-BR-4184-01	50	56	0	0	24	87	3517	59	0	263	0	0	0	17	64
TCGA-BR-4187-01	1	0	1	0	1	6	10	12	1	0	0	0	2	0	4
TCGA-BR-4188-01	3	0	3	0	1	4	21	55	3	1	0	4	1	7	0
TCGA-BR-4191-01	21	2	0	40	12	6	19	12	20	8	20	74	0	5	15
TCGA-BR-4201-01	13	40	0	51	6	125	454	469	0	257	46	10	7	10	9
TCGA-BR-4253-01	2	6	4	0	5	10	12	19	6	4	13	7	1	14	1
TCGA-BR-4255-01	3	3	0	0	1	7	10	18	0	5	0	3	19	2	3
TCGA-BR-4256-01	13	47	0	105	20	39	288	282	3	265	5	3	0	67	0
TCGA-BR-4257-01	7	38	0	95	0	103	290	297	0	289	69	0	0	37	8
TCGA-BR-4267-01	3	0	13	1	1	6	5	11	10	4	1	36	0	11	5
TCGA-BR-4279-01	1	3	0	1	0	17	8	15	2	8	0	1	0	1	4
TCGA-BR-4280-01	10	15	0	86	4	19	220	129	1	192	17	9	0	70	0
TCGA-BR-4292-01	12	6	0	27	3	140	494	673	0	118	0	0	0	23	0
TCGA-BR-4294-01	1	4	10	0	1	0	8	0	0	3	0	6	6	0	0
TCGA-BR-4357-01	12	8	25	17	18	17	16	26	40	19	24	16	6	72	3
TCGA-BR-4361-01	40	80	0	26	36	87	505	470	1	1451	103	0	68	20	54
TCGA-BR-4362-01	17	18	0	53	7	56	459	539	2	376	9	0	0	163	10
TCGA-BR-4363-01	4	6	0	24	0	44	158	181	0	135	0	9	0	22	3
TCGA-BR-4366-01	5	10	13	0	3	4	23	36	13	7	20	25	0	19	1
TCGA-BR-4368-01	18	51	0	61	14	77	431	450	7	278	0	7	22	17	1
TCGA-BR-4369-01	10	6	7	1	13	16	34	32	12	0	0	3	5	85	9
TCGA-BR-4370-01	19	15	0	36	14	128	398	491	0	90	0	0	0	18	13
TCGA-BR-4371-01	5	6	12	0	10	20	45	73	4	0	0	0	4	15	9
TCGA-BR-6452-01	106	158	0	226	81	157	1279	707	8	2453	507	56	111	159	119
TCGA-BR-6453-01	4	3	1	2	6	5	30	34	1	0	0	0	13	127	0
TCGA-BR-6454-01	1	5	12	4	5	7	17	24	11	8	7	21	15	25	17
TCGA-BR-6455-01	1	15	11	0	3	6	34	31	1	2	10	0	0	1	0
TCGA-BR-6456-01	0	3	16	1	1	0	0	10	2	5	3	0	0	2	4
TCGA-BR-6457-01	0	7	13	0	5	4	14	37	1	1	1	8	3	34	13
TCGA-BR-6458-01	2	2	9	0	3	11	28	46	9	0	0	3	18	244	0
TCGA-BR-6563-01	3	0	2	0	1	2	16	32	0	4	0	1	3	11	11
TCGA-BR-6564-01	3	0	2	3	2	9	7	4	4	0	0	0	5	0	2
TCGA-BR-6565-01	7	1	12	0	1	15	16	24	12	13	15	43	0	6	11
TCGA-BR-6566-01	15	29	0	124	4	59	318	228	0	218	0	0	0	53	0
TCGA-BR-6705-01	1	0	3	0	5	6	11	35	4	1	12	12	1	24	1
TCGA-BR-6706-01	4	0	0	0	3	11	15	23	0	15	31	0	6	133	2
TCGA-BR-6707-01	1	4	9	0	6	5	19	34	0	0	1	3	1	1	6
TCGA-BR-6709-01	1	8	2	0	3	2	11	0	3	7	0	9	0	6	1
TCGA-BR-6801-01	4	8	0	0	3	9	5	25	4	3	0	0	0	0	0
TCGA-BR-6802-01	8	13	4	7	2	25	271	73	2	93	0	0	0	16	10
TCGA-BR-6803-01	1	0	4	2	0	1	1	7	1	0	2	0	0	0	0
TCGA-BR-6852-01	20	28	5	85	2	65	423	248	1	214	15	0	0	56	10
TCGA-BR-7196-01	4	6	18	1	1	0	10	16	5	0	12	8	0	5	0
TCGA-BR-7197-01	5	15	7	0	3	23	29	55	5	0	4	0	5	73	0
TCGA-BR-7703-01	6	20	0	52	6	47	211	250	11	108	12	6	16	21	11
TCGA-BR-7704-01	17	3	59	25	24	4	17	42	30	12	24	55	19	96	22
TCGA-BR-7707-01	13	38	0	91	10	95	454	426	0	325	1	0	0	72	3
TCGA-BR-7715-01	2	7	9	5	2	21	31	40	2	4	9	0	9	21	5
TCGA-BR-7716-01	10	0	23	11	27	0	10	14	42	5	11	2	0	16	24
TCGA-BR-7717-01	2	3	2	0	2	15	30	49	8	5	4	16	11	31	0
TCGA-BR-7722-01	1	2	3	0	1	8	13	14	2	3	7	0	4	0	0
TCGA-BR-7723-01	11	0	20	4	8	0	11	47	2	19	12	6	0	65	3
TCGA-BR-7851-01	4	58	0	95	7	133	465	544	0	229	20	0	0	16	0
TCGA-BR-7901-01	11	0	3	5	13	5	17	36	15	8	12	30	17	50	7
TCGA-BR-7957-01	5	0	9	1	0	8	10	15	0	0	0	7	1	3	2
TCGA-BR-7958-01	11	5	22	6	9	6	18	29	8	3	7	34	7	39	4
TCGA-BR-7959-01	2	3	0	0	5	14	21	23	7	0	14	16	2	17	1
TCGA-BR-8058-01	1	2	7	0	4	2	3	6	5	12	0	10	0	6	2
TCGA-BR-8059-01	11	23	16	78	1	27	152	171	23	94	29	97	20	72	22
TCGA-BR-8060-01	10	18	15	12	15	2	7	42	8	21	13	30	4	84	0
TCGA-BR-8077-01	6	1	11	0	1	16	25	29	10	4	6	16	4	9	3
TCGA-BR-8078-01	4	26	0	94	12	135	537	459	0	289	0	0	0	48	0
TCGA-BR-8080-01	0	0	25	4	0	8	38	41	8	7	12	7	5	50	18
TCGA-BR-8081-01	14	14	0	81	7	74	340	325	0	136	0	0	2	29	0
TCGA-BR-8284-01	9	5	6	19	6	32	119	140	3	20	9	0	14	13	6
TCGA-BR-8285-01	9	0	9	0	2	6	19	37	0	0	7	0	14	17	0
TCGA-BR-8286-01	8	8	14	0	9	3	30	26	1	4	16	12	4	26	7
TCGA-BR-8289-01	6	6	20	14	5	15	22	33	9	12	0	15	9	72	1
TCGA-BR-8291-01	0	0	4	0	0	0	2	5	2	0	0	6	4	3	6
TCGA-BR-8295-01	0	0	0	0	1	7	9	4	7	4	1	13	0	11	0
TCGA-BR-8296-01	0	2	6	0	7	7	20	33	8	0	0	7	0	0	0
TCGA-BR-8297-01	4	7	8	0	4	5	39	38	15	12	20	9	15	115	0
TCGA-BR-8360-01	9	29	0	67	3	79	380	275	5	122	12	0	0	19	0
TCGA-BR-8361-01	17	62	0	65	11	130	515	546	6	284	43	1	0	51	9
TCGA-BR-8363-01	20	47	0	103	15	78	352	311	0	295	0	16	9	84	0
TCGA-BR-8364-01	1	2	0	0	0	3	1	6	2	3	0	2	4	1	0
TCGA-BR-8365-01	1	0	3	2	3	3	0	15	0	0	0	0	2	0	0
TCGA-BR-8366-01	11	8	9	0	5	0	29	20	1	13	30	0	2	72	10
TCGA-BR-8367-01	1	1	6	0	2	6	21	22	2	1	0	5	0	7	1
TCGA-BR-8368-01	1	25	0	40	4	76	337	430	0	110	25	0	0	25	0
TCGA-BR-8369-01	5	15	14	11	3	9	38	56	6	6	0	6	22	64	1
TCGA-BR-8370-01	4	4	38	11	3	2	24	45	2	0	0	0	1	8	0
TCGA-BR-8371-01	3	0	0	1	1	0	1	8	0	7	0	1	0	3	0
TCGA-BR-8372-01	14	28	16	75	0	76	316	272	0	579	11	0	13	42	2
TCGA-BR-8373-01	0	2	0	2	6	9	14	27	3	9	0	11	6	11	13
TCGA-BR-8380-01	2	0	0	0	2	16	23	32	1	0	0	7	0	8	0
TCGA-BR-8381-01	8	4	17	0	8	0	29	44	2	0	6	12	19	6	8
TCGA-BR-8382-01	7	14	0	79	3	65	326	324	1	145	24	0	0	37	0
TCGA-BR-8384-01	6	0	0	5	0	1	9	16	1	1	0	9	2	12	0
TCGA-BR-8483-01	3	8	30	0	1	4	35	36	1	0	7	1	4	15	9
TCGA-BR-8484-01	2	2	2	0	2	9	13	18	4	2	16	5	12	13	0
TCGA-BR-8485-01	5	12	10	0	5	8	10	28	8	21	1	10	13	257	0
TCGA-BR-8486-01	3	1	1	2	2	0	12	15	2	7	12	2	9	0	0
TCGA-BR-8487-01	26	95	0	308	31	137	809	883	0	861	32	0	0	11	0
TCGA-BR-8588-01	1	11	21	0	2	3	24	52	2	5	0	0	1	25	4
TCGA-BR-8589-01	11	0	0	0	14	0	11	21	0	69	82	28	40	1058	55
TCGA-BR-8590-01	2	0	1	10	7	0	11	37	5	2	6	6	0	68	0
TCGA-BR-8591-01	17	61	0	159	12	82	423	418	0	354	49	0	0	52	0
TCGA-BR-8592-01	0	3	1	0	0	6	7	18	0	2	5	0	0	1	0
TCGA-BR-8676-01	4	3	16	0	4	6	13	25	2	0	0	3	4	13	6
TCGA-BR-8677-01	5	3	10	1	6	11	4	33	0	1	0	6	4	0	0
TCGA-BR-8678-01	4	2	10	7	10	17	19	30	9	0	5	3	0	5	15
TCGA-BR-8679-01	2	2	7	0	12	3	50	54	7	0	15	5	18	19	6
TCGA-BR-8680-01	139	0	0	0	1	1957	917	24	0	115	0	0	0	507	4152
TCGA-BR-8682-01	1	0	2	0	3	15	18	38	2	0	0	0	0	4	1
TCGA-BR-8683-01	6	14	31	5	5	2	26	51	3	11	0	14	0	4	15
TCGA-BR-8686-01	3	3	31	3	12	5	21	38	0	0	4	4	0	5	9
TCGA-BR-8687-01	5	9	18	0	5	2	7	21	2	5	17	0	8	130	4
TCGA-BR-8690-01	1	9	20	9	3	7	32	34	14	14	0	8	13	16	13
TCGA-BR-A44T-01	1	0	1	0	0	6	3	7	0	2	2	0	0	0	1
TCGA-BR-A44U-01	1	6	0	4	2	6	17	47	1	0	0	7	5	15	0
TCGA-BR-A452-01	8	7	8	0	7	10	9	15	18	0	0	6	1	42	0
TCGA-BR-A453-01	3	5	5	14	0	4	23	15	0	3	11	0	0	0	3
TCGA-BR-A4CQ-01	8	16	26	0	2	6	22	58	9	1	0	19	31	14	12
TCGA-BR-A4CR-01	4	2	0	10	2	0	11	20	0	3	10	12	5	3	3
TCGA-BR-A4CS-01	6	15	11	7	6	9	26	45	10	0	0	26	0	9	24
TCGA-BR-A4IU-01	1	0	1	0	0	7	5	8	0	3	0	0	0	1	2
TCGA-BR-A4IV-01	1	3	9	3	3	1	5	4	0	4	0	1	0	6	0
TCGA-BR-A4IY-01	2	3	27	7	4	5	22	47	13	9	0	33	2	4	9
TCGA-BR-A4IZ-01	0	0	2	0	0	4	4	8	0	0	0	0	0	2	0
TCGA-BR-A4J1-01	0	0	5	1	6	8	16	16	2	1	0	23	3	4	2
TCGA-BR-A4J2-01	1	0	2	0	0	9	15	30	0	0	1	0	7	3	2
TCGA-BR-A4J4-01	4	9	7	5	0	1	9	49	1	2	0	6	0	0	8
TCGA-BR-A4J5-01	1	3	22	0	0	1	17	44	0	4	1	2	0	16	4
TCGA-BR-A4J6-01	2	0	12	2	2	0	2	4	0	2	5	3	4	1	0
TCGA-BR-A4J7-01	1	3	3	0	0	7	24	20	0	0	7	0	0	3	0
TCGA-BR-A4J8-01	1	0	6	0	10	15	27	34	0	4	5	4	0	8	1
TCGA-BR-A4J9-01	1	0	3	2	2	3	6	19	0	0	3	3	2	4	0
TCGA-BR-A4PD-01	5	2	17	1	7	7	11	12	4	13	14	0	20	80	0
TCGA-BR-A4PE-01	7	20	42	1	8	9	52	62	5	0	3	5	2	35	4
TCGA-BR-A4PF-01	4	6	13	3	3	0	23	25	4	4	0	11	9	5	9
TCGA-BR-A4QI-01	9	0	13	3	9	11	30	25	3	0	11	14	2	20	0
TCGA-BR-A4QL-01	24	33	0	42	7	154	661	719	5	167	74	0	14	36	16
TCGA-BR-A4QM-01	4	9	11	2	2	14	27	21	2	8	0	4	0	19	0
TCGA-CD-5798-01	4	0	14	0	2	10	24	22	4	0	11	2	6	12	9
TCGA-CD-5799-01	0	3	5	2	1	8	15	12	0	1	0	4	4	2	0
TCGA-CD-5800-01	10	8	8	0	26	18	44	43	7	3	5	20	0	6	5
TCGA-CD-5801-01	18	8	34	1	24	16	18	56	0	36	41	13	25	202	53
TCGA-CD-5802-01	1	3	0	3	11	1	5	18	3	3	7	6	0	0	3
TCGA-CD-5803-01	0	0	10	0	3	3	9	6	1	0	2	7	3	1	0
TCGA-CD-5804-01	0	5	8	0	4	6	17	27	5	4	9	0	0	1	3
TCGA-CD-5813-01	3	0	21	0	8	7	30	41	11	15	12	27	22	11	15
TCGA-CD-8524-01	4	12	29	0	3	10	38	59	0	4	0	9	0	15	7
TCGA-CD-8525-01	2	0	1	1	7	15	13	12	16	3	0	13	4	8	4
TCGA-CD-8526-01	1	3	10	0	0	5	17	11	3	1	0	3	0	2	1
TCGA-CD-8527-01	4	16	21	10	4	18	75	82	7	25	2	13	0	24	7
TCGA-CD-8528-01	1	11	8	3	0	11	23	59	1	5	0	5	0	4	4
TCGA-CD-8529-01	26	9	43	34	28	2	27	36	63	11	37	130	27	10	22
TCGA-CD-8530-01	0	2	3	4	8	2	16	21	6	0	0	11	0	37	5
TCGA-CD-8531-01	2	12	17	9	5	14	52	48	3	34	5	49	57	14	4
TCGA-CD-8532-01	1	1	0	0	5	4	7	15	0	5	0	3	5	1	3
TCGA-CD-8533-01	1	8	0	0	5	17	32	62	3	0	0	0	24	3	0
TCGA-CD-8534-01	1	3	4	0	10	0	19	21	1	1	0	2	5	1	4
TCGA-CD-8535-01	22	8	17	2	16	18	32	30	5	0	29	21	14	112	8
TCGA-CD-8536-01	5	31	0	65	0	58	309	332	0	138	0	0	0	11	14
TCGA-CD-A486-01	11	3	18	0	4	5	32	25	1	1	4	0	0	1	7
TCGA-CD-A487-01	8	8	0	12	14	8	17	30	9	0	10	15	4	74	6
TCGA-CD-A489-01	2	2	15	0	8	9	12	14	0	3	3	0	19	9	0
TCGA-CD-A48A-01	11	6	14	4	9	24	30	48	6	13	3	3	21	89	10
TCGA-CD-A48C-01	2	3	20	6	9	21	32	39	6	0	19	16	10	78	11
TCGA-CD-A4MG-01	25	86	0	315	3	140	817	548	0	612	9	0	0	43	0
TCGA-CD-A4MH-01	0	4	6	0	6	0	20	26	2	4	15	10	1	2	3
TCGA-CD-A4MI-01	7	42	0	148	0	92	307	272	0	202	0	12	0	29	0
TCGA-CD-A4MJ-01	6	22	0	58	2	33	209	220	0	149	0	4	0	17	0
TCGA-CG-4300-01	4	9	11	4	1	9	24	45	4	7	0	5	10	22	8
TCGA-CG-4301-01	3	3	0	0	2	0	6	15	10	0	0	6	14	0	5
TCGA-CG-4304-01	1	2	0	0	9	4	10	16	8	7	0	16	4	3	3
TCGA-CG-4305-01	16	39	0	114	9	71	358	359	2	256	21	18	1	44	3
TCGA-CG-4306-01	16	19	0	70	12	77	332	492	2	142	19	0	0	9	2
TCGA-CG-4436-01	4	3	0	0	0	11	25	53	13	0	0	13	21	77	0
TCGA-CG-4437-01	20	18	68	27	13	13	60	66	50	29	62	187	0	15	21
TCGA-CG-4438-01	1	3	3	7	9	6	17	35	20	12	0	38	12	4	4
TCGA-CG-4440-01	6	2	10	6	10	15	28	14	10	2	9	7	0	20	14
TCGA-CG-4441-01	1	8	0	6	0	20	16	35	5	0	15	0	0	28	1
TCGA-CG-4442-01	9	35	0	135	9	109	369	360	0	499	34	0	0	21	0
TCGA-CG-4443-01	7	2	15	6	7	0	11	11	12	6	3	32	4	1	0
TCGA-CG-4444-01	6	13	22	0	2	10	18	28	9	0	1	8	5	108	0
TCGA-CG-4449-01	6	9	3	0	4	11	22	9	12	13	0	9	0	7	6
TCGA-CG-4455-01	3	5	8	0	3	1	0	10	0	0	0	4	17	3	0
TCGA-CG-4460-01	23	21	0	27	0	256	730	967	1	136	0	0	0	19	21
TCGA-CG-4462-01	1	3	1	0	0	10	17	35	4	0	3	3	0	14	6
TCGA-CG-4465-01	8	22	0	76	6	37	194	119	0	134	35	14	0	42	0
TCGA-CG-4466-01	8	6	13	4	7	9	22	35	12	0	0	20	0	105	7
TCGA-CG-4469-01	9	10	10	8	7	11	49	56	7	0	7	28	0	164	19
TCGA-CG-4474-01	0	5	2	0	4	13	27	39	6	4	0	2	0	1	4
TCGA-CG-4475-01	2	0	2	0	2	5	5	16	4	7	0	17	9	2	2
TCGA-CG-4476-01	2	8	24	5	11	1	14	30	13	8	0	16	0	3	11
TCGA-CG-4477-01	7	0	7	3	1	4	6	17	5	0	4	13	0	4	0
TCGA-CG-5716-01	0	0	3	1	0	3	2	8	0	3	0	1	0	1	2
TCGA-CG-5717-01	5	7	19	5	5	3	11	4	28	19	14	31	0	10	3
TCGA-CG-5718-01	6	12	18	0	7	7	15	18	3	3	7	1	4	3	3
TCGA-CG-5719-01	4	2	0	0	7	5	11	33	7	2	4	2	12	0	1
TCGA-CG-5720-01	5	2	16	3	3	3	13	27	8	5	11	0	0	6	1
TCGA-CG-5721-01	63	37	0	0	17	142	549	828	0	3138	8	0	109	0	73
TCGA-CG-5722-01	1	3	7	2	5	12	13	31	4	1	3	3	17	2	0
TCGA-CG-5723-01	30	46	0	27	10	114	632	490	5	440	0	0	0	39	40
TCGA-CG-5724-01	2	5	0	6	2	12	21	35	2	0	22	2	3	31	0
TCGA-CG-5725-01	1	4	13	2	1	8	6	9	0	0	3	0	0	3	0
TCGA-CG-5726-01	23	28	0	52	10	147	554	295	0	274	27	0	0	18	0
TCGA-CG-5727-01	12	0	14	8	5	25	31	50	12	0	3	15	8	7	13
TCGA-CG-5728-01	13	35	0	85	7	106	467	485	6	282	6	0	0	43	0
TCGA-CG-5730-01	12	4	11	0	21	14	37	48	9	1	31	4	0	0	10
TCGA-CG-5732-01	6	4	14	3	2	4	4	23	3	5	0	5	0	6	0
TCGA-CG-5733-01	15	39	0	99	5	107	317	318	0	219	24	0	14	34	2
TCGA-CG-5734-01	5	6	10	0	1	12	29	24	1	5	2	0	1	14	2
TCGA-D7-5577-01	11	12	20	0	4	8	15	32	2	0	0	7	4	16	13
TCGA-D7-5578-01	0	5	14	0	11	14	42	72	22	4	29	0	0	76	4
TCGA-D7-5579-01	1	7	15	10	9	18	19	16	9	8	0	12	4	37	9
TCGA-D7-6518-01	4	5	4	3	5	4	21	24	5	0	0	8	0	11	10
TCGA-D7-6519-01	1	5	15	5	4	9	4	12	2	2	0	2	5	1	0
TCGA-D7-6520-01	1	7	4	0	2	3	13	19	9	3	0	0	3	6	6
TCGA-D7-6521-01	1	3	7	0	10	20	17	22	0	0	7	1	0	0	0
TCGA-D7-6522-01	0	0	13	0	3	1	11	21	1	0	0	2	0	9	5
TCGA-D7-6524-01	0	5	22	0	0	19	19	43	0	2	0	4	0	0	10
TCGA-D7-6525-01	3	11	17	7	11	10	27	23	5	0	0	11	6	48	22
TCGA-D7-6526-01	6	9	45	0	16	12	25	38	8	1	13	19	4	63	9
TCGA-D7-6527-01	6	1	6	2	10	5	29	31	15	0	0	13	18	127	4
TCGA-D7-6528-01	17	14	11	2	16	10	41	24	26	4	1	30	34	176	16
TCGA-D7-6815-01	5	11	12	4	3	4	41	54	4	0	10	0	14	5	4
TCGA-D7-6817-01	3	3	5	3	0	1	17	24	3	6	3	28	0	9	0
TCGA-D7-6818-01	3	4	7	2	3	1	20	16	1	5	12	0	9	109	0
TCGA-D7-6820-01	6	9	12	1	11	2	10	25	10	9	0	22	0	4	0
TCGA-D7-6822-01	6	4	12	0	11	11	22	32	8	14	17	11	16	134	9
TCGA-D7-8570-01	2	6	10	0	3	8	23	34	13	0	10	32	8	5	0
TCGA-D7-8572-01	11	9	41	0	3	17	19	38	11	0	10	29	13	10	11
TCGA-D7-8573-01	1	8	8	0	1	11	18	30	3	8	0	3	5	9	0
TCGA-D7-8574-01	0	4	10	0	0	0	7	21	1	0	1	0	2	3	0
TCGA-D7-8575-01	0	7	2	0	0	6	6	16	4	0	2	3	5	0	6
TCGA-D7-8576-01	4	0	0	1	2	4	18	21	2	5	6	8	0	0	0
TCGA-D7-8578-01	0	2	2	0	0	6	21	19	0	0	17	0	0	0	0
TCGA-D7-8579-01	3	1	2	0	0	10	28	28	1	4	7	0	0	58	1
TCGA-D7-A4YT-01	12	16	35	37	14	14	28	26	32	10	6	96	19	15	4
TCGA-D7-A4YU-01	8	8	17	11	5	23	39	58	10	0	25	17	0	64	0
TCGA-D7-A4YV-01	9	20	0	57	2	82	360	358	3	81	3	0	0	25	0
TCGA-D7-A4YX-01	4	1	11	0	2	8	19	45	6	0	2	0	0	0	2
TCGA-D7-A4YY-01	16	21	0	46	0	35	154	129	0	61	1	13	2	71	1
TCGA-D7-A4Z0-01	4	1	0	0	2	5	27	21	4	0	0	1	2	299	0
TCGA-D7-A6ET-01	1	2	1	1	1	2	3	12	2	0	0	2	7	0	0
TCGA-D7-A6EV-01	5	6	0	8	0	17	37	54	14	2	5	12	18	26	0
TCGA-D7-A6EX-01	5	3	23	7	5	20	21	26	5	0	0	11	12	12	3
TCGA-D7-A6EY-01	4	8	4	70	7	58	428	369	0	392	95	0	0	126	0
TCGA-D7-A6EZ-01	9	9	50	6	7	12	31	19	39	17	15	65	13	22	0
TCGA-D7-A6F0-01	3	7	7	2	11	13	36	20	9	0	9	19	0	11	10
TCGA-D7-A6F2-01	1	0	16	0	3	5	11	32	2	4	0	10	2	2	2
TCGA-D7-A747-01	2	14	7	1	5	6	9	17	5	0	0	0	0	60	0
TCGA-D7-A748-01	0	2	4	0	0	5	17	12	0	0	3	0	0	6	2
TCGA-D7-A74A-01	4	10	8	0	15	14	17	48	58	0	14	0	0	4	3
TCGA-D7-A74B-01	4	1	0	1	2	3	2	13	0	5	0	4	0	4	3
TCGA-EQ-5647-01	4	4	28	0	15	10	13	18	1	3	0	0	2	10	2
TCGA-EQ-8122-01	10	7	6	6	16	15	40	46	8	1	23	12	19	13	6
TCGA-EQ-A4SO-01	4	3	26	11	2	7	15	11	31	15	28	45	0	7	0
TCGA-F1-6177-01	11	37	0	57	7	96	459	541	0	159	0	0	0	28	0
TCGA-F1-6874-01	9	49	0	126	6	74	262	301	3	126	0	0	14	20	1
TCGA-F1-6875-01	1	8	8	1	5	10	12	41	3	7	0	5	4	9	1
TCGA-F1-A448-01	8	11	0	42	1	39	208	215	0	124	0	0	0	20	0
TCGA-F1-A72C-01	4	0	2	0	1	0	15	19	1	0	3	3	5	6	2
TCGA-FP-7735-01	2	3	5	4	13	7	1	23	3	0	0	4	4	0	2
TCGA-FP-7829-01	13	21	63	8	3	5	48	69	3	0	1	0	1	27	44
TCGA-FP-7916-01	1	5	12	8	3	8	33	39	5	0	0	2	0	3	6
TCGA-FP-7998-01	0	8	7	4	6	7	15	19	4	2	0	1	0	4	4
TCGA-FP-8099-01	6	1	0	1	6	27	37	48	1	0	21	7	0	2	16
TCGA-FP-8209-01	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TCGA-FP-8210-01	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0
TCGA-FP-8211-01	1	5	10	14	2	1	9	2	10	6	7	32	5	5	7
TCGA-FP-8631-01	1	5	0	5	9	6	7	11	6	0	19	32	0	8	11
TCGA-FP-A4BE-01	7	25	0	114	0	112	509	645	0	186	0	0	0	43	0
TCGA-FP-A4BF-01	7	3	16	0	4	3	36	29	0	0	0	0	5	8	11
TCGA-FP-A8CX-01	1	5	8	12	4	14	12	26	3	3	8	5	1	12	0
TCGA-FP-A9TM-01	1	23	54	0	12	7	38	65	0	4	0	0	0	2	2
TCGA-HF-7131-01	3	0	14	1	20	0	4	12	15	0	17	6	0	23	0
TCGA-HF-7132-01	10	44	0	96	4	103	497	423	0	170	0	0	0	33	0
TCGA-HF-7133-01	10	3	11	0	0	0	20	25	7	2	8	0	1	2	0
TCGA-HF-7134-01	11	16	48	8	12	13	39	76	6	0	5	0	4	103	14
TCGA-HF-7136-01	1	0	29	3	1	7	25	16	5	1	3	0	0	5	0
