Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O
TCGA-D8-A142-01	8	9	21	1	0	7	13	37	16	6	2	30	4	9	3
TCGA-D8-A143-01	4	2	9	6	2	0	7	12	1	1	0	15	0	2	0
TCGA-D8-A145-01	0	3	4	0	1	0	10	8	3	5	0	6	7	0	0
TCGA-D8-A146-01	2	0	0	0	4	6	7	6	0	3	9	0	4	0	0
TCGA-D8-A147-01	12	1	8	17	12	8	2	7	48	4	7	56	4	14	0
TCGA-D8-A1J8-01	53	21	0	25	211	66	91	51	286	72	38	9	6	0	32
TCGA-D8-A1J9-01	20	0	4	4	84	30	3	2	109	0	0	0	0	5	17
TCGA-D8-A1JB-01	4	3	9	4	3	1	2	6	4	5	7	10	0	4	1
TCGA-D8-A1JC-01	9	0	0	1	25	11	1	15	35	1	0	8	12	0	4
TCGA-D8-A1JD-01	0	7	9	13	9	5	7	4	16	3	9	30	0	3	7
TCGA-D8-A1JE-01	1	0	10	3	2	0	4	11	2	4	0	1	0	0	2
TCGA-D8-A1JF-01	1	0	2	0	3	2	9	8	3	6	0	10	4	0	1
TCGA-D8-A1JG-01	11	1	3	4	3	8	8	23	11	0	0	9	8	3	77
TCGA-D8-A1JH-01	0	0	5	0	2	1	3	2	0	2	5	4	0	0	0
TCGA-D8-A1JI-01	3	8	10	2	1	3	2	4	0	6	0	0	3	0	0
TCGA-D8-A1JJ-01	5	0	2	0	24	10	9	8	18	2	0	0	17	3	0
TCGA-D8-A1JK-01	9	9	42	8	13	0	12	6	12	16	54	24	18	9	17
TCGA-D8-A1JL-01	5	1	16	9	1	5	3	7	11	14	19	29	0	3	4
TCGA-D8-A1JM-01	3	0	21	2	1	5	1	13	2	2	0	2	1	0	0
TCGA-D8-A1JN-01	15	4	4	1	65	29	6	9	51	0	4	0	8	0	12
TCGA-D8-A1JP-01	4	2	20	6	1	2	3	0	12	11	34	27	4	6	3
TCGA-D8-A1JS-01	4	1	3	1	2	0	3	6	0	3	0	3	0	0	3
TCGA-D8-A1JT-01	3	5	5	0	0	0	5	10	0	0	5	8	0	0	0
TCGA-D8-A1JU-01	0	0	1	0	1	1	1	5	0	5	3	1	2	0	0
TCGA-D8-A1X5-01	2	2	16	1	2	0	7	12	5	5	0	0	0	3	11
TCGA-D8-A1X6-01	0	3	0	0	3	0	8	10	0	0	4	8	1	0	5
TCGA-D8-A1X7-01	4	0	7	0	0	3	2	6	2	0	3	3	1	0	1
TCGA-D8-A1X9-01	0	7	25	22	1	0	0	9	10	11	0	11	0	2	4
TCGA-D8-A1XA-01	0	3	1	4	1	3	1	5	0	5	4	0	0	1	0
TCGA-D8-A1XB-01	1	0	4	0	6	6	11	7	2	2	2	1	8	0	0
TCGA-D8-A1XC-01	0	2	1	0	1	0	5	7	0	1	4	1	8	0	4
TCGA-D8-A1XF-01	1	0	8	3	1	10	11	10	3	0	0	0	4	0	0
TCGA-D8-A1XG-01	0	2	6	3	1	3	3	0	0	5	0	4	0	0	0
TCGA-D8-A1XK-01	0	0	74	3	0	11	88	96	10	814	83	21	37	63	0
TCGA-D8-A1XL-01	1	1	14	10	4	4	6	7	6	10	0	36	0	4	7
TCGA-D8-A1XM-01	2	1	5	0	11	11	0	12	7	0	11	0	0	0	4
TCGA-D8-A1XO-01	0	2	5	0	5	0	2	5	4	0	0	0	5	1	0
TCGA-D8-A1XQ-01	14	20	27	61	14	36	124	157	30	338	70	98	2	35	5
TCGA-D8-A1XR-01	0	0	0	2	2	2	9	3	0	4	2	1	7	0	0
TCGA-D8-A1XS-01	0	0	6	0	3	6	5	2	1	0	0	0	3	0	0
TCGA-D8-A1XT-01	2	3	3	0	2	2	7	8	3	1	0	2	11	1	0
TCGA-D8-A1XU-01	4	0	4	0	7	0	2	5	2	1	4	6	0	0	0
TCGA-D8-A1XV-01	1	2	4	1	1	0	0	17	4	3	1	1	1	0	0
TCGA-D8-A1XW-01	4	0	8	3	6	3	6	9	10	6	1	44	13	9	0
TCGA-D8-A1XY-01	2	3	8	3	5	2	12	16	2	0	3	0	0	0	3
TCGA-D8-A1XZ-01	3	1	8	0	0	9	17	27	11	0	0	10	8	0	2
TCGA-D8-A1Y0-01	5	0	4	14	3	0	0	11	12	7	7	11	1	1	5
TCGA-D8-A1Y1-01	2	1	0	6	18	10	50	125	2	17	0	0	0	0	2
TCGA-D8-A1Y2-01	0	0	0	1	7	2	1	8	3	0	0	0	0	0	0
TCGA-D8-A1Y3-01	0	8	0	0	2	4	8	24	0	2	7	10	0	2	0
TCGA-D8-A27E-01	0	1	1	1	0	2	0	1	0	0	0	4	1	0	0
TCGA-D8-A27F-01	1	0	16	2	2	0	1	4	12	4	6	16	0	0	6
TCGA-D8-A27G-01	85	7	20	0	424	61	7	3	519	0	0	0	19	0	31
TCGA-D8-A27H-01	5	2	2	6	11	0	3	9	48	9	0	55	8	2	0
TCGA-D8-A27I-01	0	0	4	1	4	2	3	7	4	2	0	9	0	0	0
TCGA-D8-A27K-01	0	1	1	0	0	1	1	7	2	0	5	0	3	0	0
TCGA-D8-A27L-01	6	4	0	0	10	6	6	4	7	0	2	0	8	0	0
TCGA-D8-A27M-01	3	1	13	6	2	4	7	3	13	2	3	23	0	1	9
TCGA-D8-A27N-01	3	0	9	3	2	5	10	14	2	0	7	1	1	1	2
TCGA-D8-A27P-01	1	0	2	0	2	1	11	1	0	2	3	4	3	0	0
TCGA-D8-A27R-01	1	5	4	0	1	5	4	1	4	0	0	10	0	0	0
TCGA-D8-A27T-01	0	3	6	1	4	1	9	7	0	0	0	0	0	0	0
TCGA-D8-A27V-01	23	3	2	0	54	21	3	7	93	0	10	0	10	0	9
TCGA-D8-A27W-01	1	0	4	0	2	4	13	19	3	0	1	0	7	1	0
TCGA-D8-A3Z6-01	1	3	3	0	5	0	5	9	1	4	0	3	0	1	2
TCGA-D8-A4Z1-01	6	0	0	0	20	6	4	1	7	0	0	0	0	0	2
TCGA-D8-A73U-01	17	5	0	0	84	6	6	11	44	1	17	6	0	0	10
TCGA-D8-A73W-01	0	6	3	0	3	0	17	10	2	0	0	4	2	5	0
TCGA-D8-A73X-01	0	3	9	0	6	5	6	13	0	8	0	2	0	0	0
TCGA-E2-A105-01	1	11	0	2	6	0	7	11	3	7	0	11	5	0	3
TCGA-E2-A107-01	2	0	0	1	5	2	2	8	0	3	10	0	0	0	3
TCGA-E2-A108-01	5	2	0	3	46	2	1	8	76	6	0	23	9	0	5
TCGA-E2-A109-01	2	4	13	11	1	3	11	11	1	1	14	2	5	1	4
TCGA-E2-A10A-01	1	1	2	0	4	0	5	0	3	0	12	0	0	0	0
TCGA-E2-A10B-01	2	0	1	4	13	5	5	6	14	4	5	1	10	3	0
TCGA-E2-A10C-01	36	8	4	0	203	39	1	5	206	0	0	0	0	0	17
TCGA-E2-A10F-01	2	0	3	0	2	2	6	6	2	1	0	0	6	0	0
TCGA-E2-A14N-01	5	2	7	4	6	6	5	5	16	0	10	28	7	8	0
TCGA-E2-A14O-01	1	2	3	1	1	9	2	12	0	0	3	0	0	0	2
TCGA-E2-A14P-01	9	4	9	3	15	10	13	14	10	5	14	0	0	0	6
TCGA-E2-A14Q-01	1	4	8	0	4	0	2	13	2	2	0	0	0	3	1
TCGA-E2-A14R-01	2	5	20	4	0	5	4	8	18	10	19	37	0	4	7
TCGA-E2-A14T-01	0	2	5	0	3	6	9	5	4	0	0	2	1	6	0
TCGA-E2-A14V-01	6	2	1	3	19	15	7	22	37	4	1	11	7	6	0
TCGA-E2-A14W-01	7	0	13	4	0	6	4	3	13	3	9	32	4	4	0
TCGA-E2-A14X-01	0	0	0	0	4	5	12	8	2	0	1	2	3	0	0
TCGA-E2-A14Y-01	1	0	0	1	12	0	3	6	14	0	11	2	0	0	0
TCGA-E2-A14Z-01	3	5	14	7	17	9	2	9	9	0	0	11	1	4	4
TCGA-E2-A150-01	1	0	1	0	3	1	13	10	4	2	0	17	10	9	20
TCGA-E2-A152-01	9	0	10	1	40	29	2	5	63	0	3	3	2	0	4
TCGA-E2-A153-01	3	0	1	0	5	1	5	8	0	2	0	1	0	0	0
TCGA-E2-A154-01	0	1	13	5	1	8	8	12	2	0	0	3	1	0	4
TCGA-E2-A155-01	2	2	15	0	9	3	8	12	4	4	0	4	13	1	4
TCGA-E2-A156-01	0	4	5	1	3	1	0	6	2	2	0	0	0	1	0
TCGA-E2-A158-01	0	1	5	11	0	4	2	10	7	3	4	33	11	5	1
TCGA-E2-A159-01	15	0	11	5	50	2	6	11	84	0	11	0	0	6	0
TCGA-E2-A15A-01	1	1	10	0	2	0	7	8	3	0	0	2	21	3	4
TCGA-E2-A15C-01	2	2	5	1	1	1	9	15	1	2	9	2	0	0	0
TCGA-E2-A15D-01	0	1	0	0	0	1	7	10	1	3	0	0	4	1	6
TCGA-E2-A15E-01	1	1	0	5	1	0	2	11	6	9	0	3	0	0	1
TCGA-E2-A15F-01	4	0	0	0	0	0	3	11	1	2	0	7	0	0	0
TCGA-E2-A15G-01	5	1	14	3	7	6	1	17	0	9	1	8	0	1	0
TCGA-E2-A15H-01	3	5	1	2	0	2	7	9	1	2	0	0	1	0	0
TCGA-E2-A15I-01	2	0	7	0	4	0	4	15	0	0	0	0	8	0	3
TCGA-E2-A15J-01	1	0	4	0	0	0	7	1	0	0	9	0	0	0	0
TCGA-E2-A15K-01	7	2	9	2	0	1	9	10	3	1	0	2	4	0	3
TCGA-E2-A15L-01	1	0	3	0	0	2	4	10	4	3	0	4	3	0	0
TCGA-E2-A15M-01	5	5	16	1	14	2	14	14	17	3	8	5	0	0	4
TCGA-E2-A15O-01	1	0	8	0	2	2	3	9	0	1	0	3	3	2	0
TCGA-E2-A15P-01	3	4	3	0	1	1	7	5	0	3	0	1	0	0	0
TCGA-E2-A15R-01	5	4	4	2	2	7	4	17	1	1	0	0	0	0	0
TCGA-E2-A15S-01	3	2	2	6	7	0	2	9	5	8	7	12	0	5	0
TCGA-E2-A15T-01	3	0	4	1	1	1	1	14	3	4	1	0	7	0	0
TCGA-E2-A1AZ-01	1	3	11	9	6	17	7	0	21	3	0	1	0	0	0
TCGA-E2-A1B0-01	4	0	3	0	3	9	5	11	5	13	1	0	4	2	0
TCGA-E2-A1B1-01	7	2	0	0	12	0	0	12	19	0	6	2	2	0	4
TCGA-E2-A1B4-01	1	3	11	0	4	6	8	0	1	0	0	3	5	0	0
TCGA-E2-A1B5-01	2	2	0	0	12	6	5	6	8	3	0	0	0	2	0
TCGA-E2-A1B6-01	1	1	5	4	1	0	8	7	3	1	0	24	0	1	0
TCGA-E2-A1BC-01	3	2	16	0	0	0	9	2	4	2	0	3	0	0	0
TCGA-E2-A1BD-01	0	1	8	1	0	3	2	17	2	0	7	0	0	0	2
TCGA-E2-A1IE-01	1	0	6	1	0	1	2	7	0	2	0	4	4	2	0
TCGA-E2-A1IF-01	0	3	7	0	0	2	3	2	0	5	0	0	2	0	0
TCGA-E2-A1IG-01	4	0	6	0	6	9	3	11	0	0	10	6	0	0	2
TCGA-E2-A1IH-01	5	3	12	0	13	2	7	6	21	9	1	2	0	2	2
TCGA-E2-A1II-01	0	0	0	0	0	0	5	6	2	0	0	12	5	2	2
TCGA-E2-A1IJ-01	1	0	6	0	0	0	2	7	0	0	0	0	0	2	0
TCGA-E2-A1IK-01	0	0	0	0	0	7	2	1	2	0	3	0	2	0	0
TCGA-E2-A1IL-01	2	0	1	1	0	4	7	1	0	0	8	4	0	1	2
TCGA-E2-A1IN-01	7	4	12	4	71	10	9	10	102	4	0	4	9	2	0
TCGA-E2-A1IO-01	0	0	2	0	1	2	1	8	0	1	0	0	0	0	1
TCGA-E2-A1IU-01	0	0	0	1	3	10	1	2	1	0	0	5	8	0	0
TCGA-E2-A1L6-01	0	1	1	0	1	9	2	2	0	2	5	5	0	0	0
TCGA-E2-A1L7-01	2	0	21	5	1	0	0	11	4	6	8	11	1	6	5
TCGA-E2-A1L8-01	4	0	5	1	3	0	2	9	3	6	0	4	1	0	0
TCGA-E2-A1L9-01	1	0	3	2	3	2	4	5	0	2	1	4	0	1	0
TCGA-E2-A1LA-01	3	3	1	4	2	2	4	8	9	11	11	37	5	7	0
TCGA-E2-A1LB-01	1	3	3	2	10	3	1	5	13	1	0	4	2	0	7
TCGA-E2-A1LG-01	16	5	0	0	37	20	1	8	119	0	0	0	11	2	0
TCGA-E2-A1LH-01	6	2	0	21	12	0	0	17	48	11	20	67	4	9	14
TCGA-E2-A1LI-01	1	1	1	7	4	3	2	1	7	0	0	9	0	1	0
TCGA-E2-A1LK-01	1	0	0	0	0	11	19	17	4	0	0	0	0	2	0
TCGA-E2-A1LL-01	0	1	6	0	0	0	7	6	7	2	11	9	5	5	2
TCGA-E2-A2P6-01	9	10	0	0	67	21	16	8	39	0	13	0	0	0	3
TCGA-E2-A56Z-01	4	5	0	0	1	4	9	11	0	9	0	10	0	2	5
TCGA-E2-A570-01	5	0	0	0	0	0	2	8	1	0	7	3	3	1	0
TCGA-E2-A572-01	0	0	2	0	2	0	3	9	2	4	0	7	0	0	0
TCGA-E2-A573-01	1	0	5	0	2	1	11	5	5	3	6	20	2	3	8
TCGA-E2-A574-01	15	4	1	0	25	17	15	13	34	0	1	19	5	2	5
TCGA-E2-A576-01	6	5	6	3	0	5	8	23	2	1	3	7	0	1	0
TCGA-E2-A9RU-01	3	6	4	0	7	11	19	22	11	0	8	0	2	1	13
TCGA-E9-A1N3-01	0	0	6	4	1	0	4	2	3	1	5	0	0	2	3
TCGA-E9-A1N4-01	1	0	4	0	3	6	3	5	8	0	0	4	0	0	0
TCGA-E9-A1N5-01	0	0	1	0	8	0	4	1	6	7	0	12	0	0	0
TCGA-E9-A1N8-01	0	0	0	1	2	6	1	0	9	7	0	4	0	0	6
TCGA-E9-A1N9-01	1	0	2	5	7	1	4	14	1	2	5	21	0	1	2
TCGA-E9-A1NA-01	11	2	27	9	4	4	5	10	18	2	2	16	0	1	6
TCGA-E9-A1NE-01	2	2	2	1	3	0	7	0	3	1	1	31	0	0	9
TCGA-E9-A1NF-01	8	3	5	0	15	5	1	9	4	3	0	8	0	0	0
TCGA-E9-A1NG-01	0	1	4	0	1	1	2	5	0	0	7	0	0	0	0
TCGA-E9-A1NH-01	0	0	1	0	1	0	0	11	1	6	3	1	10	1	2
TCGA-E9-A1QZ-01	0	1	12	0	0	1	3	2	0	3	0	1	0	0	0
TCGA-E9-A1R0-01	2	1	0	0	2	5	6	7	5	0	2	0	5	0	0
TCGA-E9-A1R2-01	0	7	10	3	1	3	3	4	14	10	0	7	2	2	0
TCGA-E9-A1R3-01	1	0	0	2	3	3	3	4	0	2	0	7	0	0	0
TCGA-E9-A1R4-01	6	4	14	1	39	7	6	7	40	0	12	0	9	0	8
TCGA-E9-A1R5-01	4	0	0	5	2	2	0	19	2	3	0	5	7	1	1
TCGA-E9-A1R6-01	0	0	1	1	0	6	0	15	1	1	2	2	1	1	5
TCGA-E9-A1R7-01	4	4	8	1	6	0	8	3	4	3	6	5	6	4	1
TCGA-E9-A1RA-01	2	0	2	0	4	0	1	5	0	0	6	0	0	3	2
TCGA-E9-A1RB-01	0	3	2	4	0	1	5	6	0	5	0	6	6	0	0
TCGA-E9-A1RC-01	3	0	2	3	0	6	11	12	1	4	4	5	3	1	0
TCGA-E9-A1RD-01	1	0	0	0	4	1	4	3	1	0	0	6	3	0	0
TCGA-E9-A1RE-01	3	3	6	0	2	4	13	15	1	6	0	3	9	0	1
TCGA-E9-A1RF-01	5	4	17	9	4	3	12	20	18	0	0	53	14	0	11
TCGA-E9-A1RG-01	2	0	4	1	3	0	3	5	5	3	1	11	3	0	0
TCGA-E9-A1RH-01	5	7	15	1	5	4	4	20	10	8	0	16	8	1	7
TCGA-E9-A1RI-01	2	0	1	2	4	0	3	7	0	0	2	1	2	0	5
TCGA-E9-A226-01	4	1	1	0	13	12	7	5	27	0	5	0	2	0	2
TCGA-E9-A227-01	1	1	0	4	1	2	0	2	2	0	1	4	1	0	0
TCGA-E9-A228-01	3	2	3	1	5	0	9	15	6	0	6	0	0	2	0
TCGA-E9-A229-01	0	4	1	0	1	0	6	5	6	0	1	0	3	2	1
TCGA-E9-A22A-01	0	0	5	1	4	1	1	5	5	0	0	7	7	0	0
TCGA-E9-A22B-01	4	3	8	0	7	4	9	12	4	0	8	7	3	5	2
TCGA-E9-A22D-01	2	0	0	0	1	8	9	10	3	0	0	5	0	0	2
TCGA-E9-A22E-01	5	0	11	3	9	0	4	11	26	0	1	37	24	8	5
TCGA-E9-A22G-01	2	8	17	9	0	2	2	4	9	22	0	32	0	7	3
TCGA-E9-A22H-01	1	0	0	0	1	2	4	10	0	1	0	2	5	0	0
TCGA-E9-A243-01	4	0	2	5	5	1	4	7	14	9	2	28	1	2	5
TCGA-E9-A244-01	0	7	14	7	3	0	12	17	4	4	0	35	7	3	8
TCGA-E9-A245-01	0	0	5	0	0	1	0	1	0	0	0	1	10	1	4
TCGA-E9-A247-01	1	0	2	0	0	3	20	13	1	1	0	6	0	0	0
TCGA-E9-A248-01	1	0	0	2	4	0	9	5	1	0	4	0	0	0	2
TCGA-E9-A249-01	0	0	7	0	1	3	9	5	0	0	0	0	0	0	0
TCGA-E9-A24A-01	0	0	5	0	0	2	0	8	0	0	2	0	0	0	5
TCGA-E9-A295-01	0	0	46	3	1	1	7	30	4	0	0	0	0	0	17
TCGA-E9-A2JS-01	1	7	24	1	2	9	14	24	0	0	3	0	0	2	2
TCGA-E9-A2JT-01	0	0	0	0	12	0	0	0	14	0	0	0	0	0	2
TCGA-E9-A3HO-01	4	1	3	7	2	2	0	4	6	6	10	24	1	2	0
TCGA-E9-A3QA-01	2	1	0	8	7	2	1	2	15	0	0	17	7	0	0
TCGA-E9-A3X8-01	2	9	1	0	1	0	3	5	6	0	0	6	2	2	0
TCGA-E9-A54Y-01	2	2	9	0	12	2	6	11	4	1	5	0	1	0	3
TCGA-E9-A5FK-01	3	0	2	1	1	0	4	7	2	1	5	5	5	0	3
TCGA-E9-A5FL-01	0	5	8	9	5	7	12	2	20	6	0	20	34	2	3
TCGA-E9-A5UO-01	0	3	3	3	0	1	5	8	2	0	4	4	5	0	0
TCGA-E9-A6HE-01	0	3	0	0	0	3	5	4	0	0	0	0	6	1	0
TCGA-EW-A1IW-01	4	1	0	2	36	0	4	18	25	0	6	10	19	0	2
TCGA-EW-A1IX-01	4	0	0	5	10	0	1	0	16	2	0	3	0	0	1
TCGA-EW-A1IY-01	5	1	1	1	9	10	0	2	4	4	0	0	1	0	0
TCGA-EW-A1IZ-01	8	12	0	34	5	41	110	107	0	100	12	0	0	6	0
TCGA-EW-A1J1-01	1	0	3	3	0	3	5	4	0	0	0	2	0	2	0
TCGA-EW-A1J3-01	1	3	0	0	1	0	3	3	0	1	12	5	0	0	1
TCGA-EW-A1J5-01	33	10	1	0	221	27	1	11	218	0	3	7	1	0	7
TCGA-EW-A1J6-01	0	3	14	2	2	0	2	11	0	0	0	10	0	0	0
TCGA-EW-A1OV-01	6	6	0	4	58	10	1	10	36	0	0	3	6	0	0
TCGA-EW-A1OX-01	0	0	1	0	2	2	4	1	3	0	0	3	5	0	0
TCGA-EW-A1OZ-01	5	2	5	0	5	3	9	19	5	1	5	8	0	7	2
TCGA-EW-A1P0-01	0	2	9	1	0	1	0	4	1	3	1	4	0	2	0
TCGA-EW-A1P1-01	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
TCGA-EW-A1P3-01	1	4	4	0	2	1	0	8	0	1	0	1	6	0	0
TCGA-EW-A1P4-01	0	0	4	0	0	4	2	12	10	10	5	18	7	1	4
TCGA-EW-A1P5-01	0	0	1	0	0	0	10	4	1	0	0	0	2	0	2
TCGA-EW-A1P6-01	1	1	5	0	1	1	3	6	0	1	0	0	7	0	0
TCGA-EW-A1P7-01	0	0	0	1	0	0	1	0	0	1	9	7	0	0	0
TCGA-EW-A1P8-01	4	0	0	0	0	3	8	1	1	1	5	16	0	0	0
TCGA-EW-A1PA-01	3	2	0	2	2	8	5	1	3	1	0	10	2	0	2
TCGA-EW-A1PB-01	6	10	14	8	22	0	0	8	59	1	0	32	11	0	11
TCGA-EW-A1PD-01	10	4	7	7	5	0	5	0	13	7	0	27	2	2	4
TCGA-EW-A1PE-01	3	0	5	0	5	2	7	3	0	2	0	4	4	3	0
TCGA-EW-A1PG-01	0	0	0	0	0	6	1	1	0	3	0	0	0	0	0
TCGA-EW-A1PH-01	5	0	4	0	2	6	6	16	5	3	4	7	1	2	1
TCGA-EW-A2FR-01	5	0	4	0	4	0	2	13	9	0	0	5	10	0	2
TCGA-EW-A2FS-01	4	0	0	5	0	0	3	11	2	6	8	1	3	1	1
TCGA-EW-A2FV-01	3	0	8	0	1	6	2	4	0	2	0	0	5	0	1
TCGA-EW-A2FW-01	1	0	0	2	2	0	5	10	0	0	0	0	6	0	0
TCGA-EW-A423-01	8	3	0	0	9	3	14	12	11	3	10	7	8	0	0
TCGA-EW-A6S9-01	1	2	2	1	3	1	5	7	1	1	0	5	0	0	2
TCGA-EW-A6SA-01	10	1	12	5	8	7	16	14	9	4	9	18	1	1	8
TCGA-EW-A6SB-01	4	4	0	4	0	10	7	13	7	10	0	15	3	4	0
TCGA-EW-A6SC-01	2	0	2	0	6	0	6	2	0	6	8	2	5	0	0
TCGA-EW-A6SD-01	4	0	2	3	16	0	7	8	16	6	0	3	0	0	3
TCGA-GI-A2C8-01	3	3	29	10	7	0	15	14	18	4	3	34	3	3	2
TCGA-GM-A2D9-01	50	15	13	0	238	25	2	20	227	0	17	0	16	0	22
TCGA-GM-A2DA-01	0	0	5	0	3	5	1	13	7	2	1	4	1	0	3
TCGA-GM-A2DB-01	4	3	27	8	3	3	7	20	10	1	2	15	14	3	8
TCGA-GM-A2DC-01	0	4	3	0	0	0	0	16	0	0	2	0	0	2	0
TCGA-GM-A2DD-01	3	2	12	1	2	3	8	5	4	10	1	11	0	3	3
TCGA-GM-A2DF-01	2	3	0	1	1	3	6	10	5	0	16	4	0	2	0
TCGA-GM-A2DH-01	5	4	20	7	26	7	7	7	76	0	39	24	0	1	9
TCGA-GM-A2DI-01	11	0	0	0	26	11	1	4	32	0	0	0	6	0	0
TCGA-GM-A2DK-01	0	0	4	1	3	4	0	10	0	6	5	0	3	1	0
TCGA-GM-A2DL-01	4	0	14	1	5	0	0	10	5	0	0	0	0	0	10
TCGA-GM-A2DM-01	0	0	3	0	3	3	0	1	0	4	3	3	3	1	3
TCGA-GM-A2DN-01	3	0	1	0	2	1	1	4	0	1	1	4	1	0	0
TCGA-GM-A2DO-01	7	6	0	0	67	33	2	5	81	0	7	0	10	0	2
TCGA-GM-A3NW-01	9	0	0	0	16	5	10	11	31	0	0	5	5	2	1
TCGA-GM-A3XL-01	4	4	1	0	7	5	4	8	36	10	0	50	14	0	1
TCGA-GM-A4E0-01	0	1	6	4	0	5	5	10	0	0	0	2	1	0	0
TCGA-GM-A5PV-01	3	1	3	0	6	4	1	6	1	5	0	16	0	1	0
TCGA-GM-A5PX-01	1	0	3	0	4	2	3	7	3	4	9	1	3	2	0
TCGA-HN-A2NL-01	4	2	15	7	2	0	2	14	9	7	6	21	0	0	2
TCGA-HN-A2OB-01	0	1	0	0	2	1	2	6	1	0	0	2	2	2	0
TCGA-JL-A3YX-01	2	0	0	3	13	0	7	8	6	0	6	2	0	0	2
TCGA-LD-A66U-01	0	4	4	0	1	0	8	8	0	6	3	2	4	0	4
TCGA-LD-A74U-01	31	5	0	0	128	24	4	25	106	0	0	0	29	0	0
TCGA-LD-A7W5-01	2	1	0	2	7	4	8	14	8	2	12	0	2	1	2
TCGA-LD-A7W6-01	3	0	0	0	2	0	7	8	1	1	0	5	15	0	4
TCGA-LD-A9QF-01	3	1	0	0	1	3	4	15	2	1	1	7	1	0	0
TCGA-LL-A440-01	0	2	0	0	1	1	0	2	0	0	0	0	0	0	0
TCGA-LL-A50Y-01	1	0	3	0	3	0	5	12	0	7	1	3	8	0	0
TCGA-LL-A5YL-01	6	5	5	1	18	16	5	14	12	0	0	0	11	0	0
TCGA-LL-A5YM-01	4	0	8	0	1	1	6	6	3	1	3	5	1	0	1
TCGA-LL-A5YN-01	4	3	5	0	0	4	3	10	0	5	1	4	0	4	0
TCGA-LL-A5YO-01	3	0	5	0	2	1	6	0	13	3	6	16	1	3	2
TCGA-LL-A5YP-01	7	9	14	8	5	0	6	1	9	6	1	31	0	0	8
TCGA-LL-A6FP-01	8	6	19	0	10	7	4	5	4	5	0	0	0	2	5
TCGA-LL-A6FQ-01	5	1	6	0	3	4	13	19	0	1	15	0	2	0	0
TCGA-LL-A6FR-01	3	0	0	0	1	5	3	16	2	7	4	21	0	0	1
TCGA-LL-A73Y-01	3	1	0	0	27	18	7	6	94	15	0	0	19	2	1
TCGA-LL-A73Z-01	0	2	1	0	2	1	6	10	1	0	5	8	11	1	0
TCGA-LL-A740-01	5	5	12	0	4	0	8	9	1	8	10	4	0	0	2
TCGA-LL-A7SZ-01	3	4	7	0	6	10	9	15	3	7	0	1	0	4	6
TCGA-LL-A7T0-01	1	0	9	0	7	8	16	15	5	3	0	2	6	1	4
TCGA-LL-A8F5-01	5	4	17	13	2	4	5	17	18	14	22	48	19	7	5
TCGA-LL-A9Q3-01	2	0	7	2	7	7	15	9	0	1	5	7	5	1	0
TCGA-OK-A5Q2-01	1	0	0	0	4	13	1	15	1	1	0	3	1	3	0
TCGA-OL-A5D6-01	4	0	6	0	5	4	0	16	3	1	0	5	9	2	2
TCGA-OL-A5D7-01	2	0	3	5	5	0	5	12	9	5	7	15	9	3	0
TCGA-OL-A5D8-01	1	2	2	0	2	0	9	6	2	0	3	5	0	7	0
TCGA-OL-A5DA-01	9	1	0	2	22	22	5	9	36	2	0	0	4	2	0
TCGA-OL-A5RU-01	7	0	4	0	0	0	9	12	1	0	0	3	10	0	0
TCGA-OL-A5RV-01	0	0	0	0	0	1	2	7	0	0	2	4	0	1	0
TCGA-OL-A5RW-01	8	9	13	6	28	11	10	0	86	17	16	44	0	5	0
TCGA-OL-A5RX-01	0	0	5	0	1	5	9	6	2	4	0	0	3	0	0
TCGA-OL-A5RY-01	0	0	0	0	1	0	5	2	1	1	0	3	0	0	0
TCGA-OL-A5RZ-01	8	3	25	4	9	9	23	24	10	0	14	12	0	3	8
TCGA-OL-A5S0-01	0	2	1	0	3	4	5	12	2	3	3	5	2	2	0
TCGA-OL-A66H-01	1	0	7	1	0	0	4	3	0	1	0	6	4	0	0
TCGA-OL-A66I-01	9	1	3	2	2	3	7	10	3	0	4	12	0	0	0
TCGA-OL-A66J-01	2	4	1	3	7	0	9	14	3	3	12	3	0	2	5
TCGA-OL-A66K-01	2	0	2	0	2	0	18	5	1	0	0	2	15	0	0
TCGA-OL-A66L-01	0	9	1	0	34	9	7	5	23	3	0	0	0	0	3
TCGA-OL-A66N-01	4	2	11	0	1	4	10	19	1	4	0	1	0	1	0
TCGA-OL-A66O-01	1	1	2	2	1	0	7	12	1	1	6	1	0	3	0
TCGA-OL-A66P-01	2	0	21	5	1	6	7	9	2	11	16	18	14	1	10
TCGA-OL-A6VO-01	3	0	0	0	1	0	6	10	1	0	4	7	1	1	4
TCGA-OL-A6VQ-01	2	2	0	0	23	4	6	9	17	3	5	0	5	0	6
TCGA-OL-A6VR-01	0	0	1	2	1	1	7	2	0	2	0	1	0	0	0
TCGA-OL-A97C-01	6	1	0	9	1	0	11	11	1	8	6	13	0	1	2
TCGA-PE-A5DC-01	5	5	30	5	9	4	10	16	11	7	1	30	13	8	0
TCGA-PE-A5DD-01	3	7	18	0	16	7	6	10	15	2	1	0	0	0	0
