Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K
TCGA-EW-A1J3-01	1	8	0	2	9	4	4	0	0	2	0
TCGA-EW-A1J5-01	16	0	0	263	0	0	11	10	240	0	0
TCGA-EW-A1J6-01	0	2	6	3	18	1	14	0	0	0	0
TCGA-EW-A1OV-01	1	4	1	75	0	0	14	4	41	0	0
TCGA-EW-A1OX-01	0	1	0	2	8	5	0	1	4	0	0
TCGA-EW-A1OZ-01	6	0	0	6	11	10	26	3	6	0	8
TCGA-EW-A1P0-01	0	3	3	0	9	0	5	1	1	4	2
TCGA-EW-A1P1-01	0	0	0	0	1	0	2	0	0	0	0
TCGA-EW-A1P3-01	1	6	0	3	5	0	12	0	0	1	0
TCGA-EW-A1P4-01	0	0	0	0	31	1	16	5	11	12	1
TCGA-EW-A1P5-01	0	0	0	0	0	13	4	1	2	0	0
TCGA-EW-A1P6-01	2	2	0	1	9	2	9	0	0	1	0
TCGA-EW-A1P7-01	0	2	2	0	10	1	0	0	0	3	1
TCGA-EW-A1P8-01	6	0	0	0	18	11	0	2	1	1	0
TCGA-EW-A1PA-01	3	1	1	2	15	7	0	9	3	0	0
TCGA-EW-A1PB-01	6	12	16	18	43	0	10	2	72	2	1
TCGA-EW-A1PD-01	13	1	11	3	34	6	0	0	15	7	3
TCGA-EW-A1PE-01	3	0	2	8	8	11	1	1	0	1	3
TCGA-EW-A1PG-01	0	0	0	1	0	1	2	4	0	3	0
TCGA-EW-A1PH-01	7	0	2	0	8	5	22	6	6	4	2
TCGA-EW-A2FR-01	7	0	0	4	14	1	15	1	11	1	0
TCGA-EW-A2FS-01	5	1	5	0	2	2	18	0	2	8	2
TCGA-EW-A2FV-01	4	1	1	1	9	1	6	6	0	3	0
TCGA-EW-A2FW-01	1	0	2	3	0	6	14	0	0	0	0
TCGA-EW-A423-01	9	5	0	10	14	19	14	2	12	3	0
TCGA-EW-A6S9-01	1	0	1	4	6	6	10	2	1	0	0
TCGA-EW-A6SA-01	12	0	9	9	33	22	13	8	11	5	1
TCGA-EW-A6SB-01	5	3	2	0	18	6	18	8	7	10	4
TCGA-EW-A6SC-01	2	3	1	9	7	8	1	0	0	8	0
TCGA-EW-A6SD-01	3	0	3	19	0	10	8	0	19	6	0
TCGA-GI-A2C8-01	3	2	21	5	58	20	12	0	20	3	4
TCGA-GM-A2D9-01	38	3	0	298	0	0	30	11	265	0	0
TCGA-GM-A2DA-01	0	0	0	2	10	0	19	5	7	2	0
TCGA-GM-A2DB-01	5	4	20	2	40	8	27	5	11	2	4
TCGA-GM-A2DC-01	0	4	0	0	0	0	21	0	0	0	2
TCGA-GM-A2DD-01	3	1	5	2	21	11	4	4	4	10	3
TCGA-GM-A2DF-01	3	9	0	0	6	7	14	3	7	1	3
TCGA-GM-A2DH-01	5	15	19	22	48	10	6	10	91	3	3
TCGA-GM-A2DI-01	11	0	0	30	0	0	4	9	37	0	0
TCGA-GM-A2DK-01	0	1	2	5	2	0	12	4	1	8	2
TCGA-GM-A2DL-01	4	0	11	7	0	0	16	4	6	0	1
TCGA-GM-A2DM-01	0	0	2	6	7	0	2	3	0	6	1
TCGA-GM-A2DN-01	3	0	0	2	5	1	7	0	0	1	0
TCGA-GM-A2DO-01	2	7	0	82	0	0	9	26	94	0	0
TCGA-GM-A3NW-01	10	0	0	15	4	12	13	3	36	0	2
TCGA-GM-A3XL-01	5	4	0	1	65	4	8	5	41	11	0
TCGA-GM-A4E0-01	0	0	6	0	7	5	12	4	0	0	0
TCGA-GM-A5PV-01	2	0	0	8	20	0	7	3	2	5	0
TCGA-GM-A5PX-01	1	3	0	6	6	3	9	2	4	6	2
TCGA-HN-A2NL-01	5	1	13	0	35	0	19	1	9	8	0
TCGA-HN-A2OB-01	0	1	0	3	2	2	8	0	1	0	2
TCGA-JL-A3YX-01	1	0	2	17	2	10	9	0	8	0	0
TCGA-LD-A66U-01	0	6	0	2	5	15	8	1	0	7	0
TCGA-LD-A74U-01	26	0	0	160	0	0	36	10	120	0	0
TCGA-LD-A7W5-01	3	3	0	8	0	10	22	4	10	4	1
TCGA-LD-A7W6-01	4	1	0	3	12	11	10	0	2	3	0
TCGA-LD-A9QF-01	4	0	0	0	8	3	19	3	2	0	0
TCGA-LL-A440-01	0	2	0	1	0	0	2	1	0	0	0
TCGA-LL-A50Y-01	1	0	0	3	10	4	18	0	0	7	0
TCGA-LL-A5YL-01	6	6	2	27	0	2	23	13	14	0	0
TCGA-LL-A5YM-01	5	0	0	0	17	7	7	0	3	1	0
TCGA-LL-A5YN-01	5	2	1	0	7	2	15	3	0	5	3
TCGA-LL-A5YO-01	3	0	1	0	26	7	0	1	15	4	4
TCGA-LL-A5YP-01	8	9	16	5	38	9	0	2	11	7	0
TCGA-LL-A6FP-01	9	4	6	13	12	5	7	7	5	6	1
TCGA-LL-A6FQ-01	7	4	0	4	6	17	26	3	0	2	0
TCGA-LL-A6FR-01	3	0	0	0	23	2	21	5	2	7	0
TCGA-LL-A73Y-01	2	3	0	19	5	5	9	17	112	19	2
TCGA-LL-A73Z-01	0	5	0	3	17	7	13	0	1	1	1
TCGA-LL-A740-01	7	7	1	6	13	10	12	1	2	9	0
TCGA-LL-A7SZ-01	2	2	0	8	7	11	19	10	4	8	4
TCGA-LL-A7T0-01	0	0	1	9	12	20	19	7	6	2	1
TCGA-LL-A8F5-01	7	12	20	0	80	4	24	5	20	19	9
TCGA-LL-A9Q3-01	2	0	2	12	18	17	10	5	0	1	1
TCGA-OK-A5Q2-01	1	0	0	5	3	0	17	11	2	1	3
TCGA-OL-A5D6-01	5	0	0	6	14	0	21	4	3	2	2
TCGA-OL-A5D7-01	3	1	6	6	22	5	16	0	10	7	4
TCGA-OL-A5D8-01	1	2	0	3	7	10	6	0	2	0	8
TCGA-OL-A5DA-01	9	0	0	24	2	3	13	19	42	2	0
TCGA-OL-A5RU-01	9	0	0	0	9	11	15	0	1	1	0
TCGA-OL-A5RV-01	0	0	0	0	5	1	9	1	0	0	1
TCGA-OL-A5RW-01	9	12	9	21	61	10	0	9	99	19	4
TCGA-OL-A5RX-01	0	0	0	1	7	12	6	4	2	3	0
TCGA-OL-A5RY-01	0	0	0	1	3	4	2	0	2	1	0
TCGA-OL-A5RZ-01	9	4	16	10	28	33	27	10	12	0	3
TCGA-OL-A5S0-01	0	2	0	4	6	4	18	3	3	3	1
TCGA-OL-A66H-01	2	1	4	0	11	5	3	0	0	1	0
TCGA-OL-A66I-01	11	0	0	0	21	8	11	2	3	0	0
TCGA-OL-A66J-01	2	8	3	9	2	13	19	0	4	5	3
TCGA-OL-A66K-01	3	3	0	3	11	24	2	0	1	0	0
TCGA-OL-A66L-01	0	8	0	42	0	8	4	5	26	1	0
TCGA-OL-A66N-01	5	0	0	1	8	12	24	3	1	3	1
TCGA-OL-A66O-01	1	2	4	1	1	8	15	0	2	1	3
TCGA-OL-A66P-01	3	7	17	3	42	9	12	9	2	17	2
TCGA-OL-A6VO-01	4	0	0	0	9	9	12	0	2	0	2
TCGA-OL-A6VQ-01	0	3	0	33	0	8	11	3	20	4	0
TCGA-OL-A6VR-01	0	0	3	2	0	9	0	1	0	2	0
TCGA-OL-A97C-01	8	0	8	0	17	15	10	0	1	10	1
TCGA-PE-A5DC-01	6	5	13	12	57	11	20	2	12	7	9
TCGA-PE-A5DD-01	1	8	6	24	0	5	16	5	19	1	0
TCGA-PE-A5DE-01	38	0	0	331	0	8	6	65	241	0	0
TCGA-PL-A8LV-01	8	6	5	10	53	9	8	3	37	12	4
TCGA-PL-A8LX-01	2	3	1	1	10	8	13	0	0	10	1
TCGA-PL-A8LY-01	0	2	0	0	0	0	1	0	0	3	1
TCGA-PL-A8LZ-01	8	13	41	17	33	9	7	6	0	2	0
TCGA-S3-A6ZF-01	1	3	1	1	1	3	34	0	6	0	2
TCGA-S3-A6ZG-01	0	1	0	3	14	2	22	13	1	2	2
TCGA-S3-A6ZH-01	0	0	3	4	6	13	8	6	1	0	4
TCGA-S3-AA0Z-01	2	7	6	12	0	5	25	0	10	7	3
TCGA-S3-AA10-01	8	8	7	6	74	4	9	0	18	10	6
TCGA-S3-AA11-01	10	4	28	2	21	8	5	7	2	8	1
TCGA-S3-AA12-01	3	9	4	3	8	0	21	3	4	2	3
TCGA-S3-AA14-01	0	0	0	3	2	6	10	0	3	0	0
TCGA-S3-AA15-01	4	2	0	12	2	4	4	5	25	0	2
TCGA-S3-AA17-01	1	8	12	6	50	7	15	8	15	13	6
TCGA-UL-AAZ6-01	7	9	18	7	36	17	8	4	15	14	5
TCGA-UU-A93S-01	8	17	29	8	72	40	0	0	15	0	7
TCGA-V7-A7HQ-01	2	2	0	0	11	5	4	1	5	1	0
TCGA-W8-A86G-01	2	4	0	1	3	5	14	0	2	4	0
TCGA-WT-AB41-01	2	3	0	26	5	1	18	1	2	4	0
TCGA-WT-AB44-01	1	4	6	1	11	22	10	2	0	0	3
TCGA-XX-A899-01	5	2	0	22	3	0	6	10	11	1	0
TCGA-XX-A89A-01	31	0	0	34	0	6	19	19	156	0	0
TCGA-Z7-A8R5-01	0	0	0	1	2	5	26	0	0	0	0
TCGA-Z7-A8R6-01	6	3	0	38	0	18	5	8	26	2	1
TCGA-05-4244-01	1	9	125	9	64	13	16	0	7	16	0
TCGA-05-4249-01	18	9	197	8	70	8	30	7	27	11	0
TCGA-05-4250-01	14	32	195	31	66	17	8	7	33	28	3
TCGA-05-4382-01	27	83	1416	113	230	28	34	5	133	23	18
TCGA-05-4384-01	8	11	68	10	33	16	0	0	6	11	1
TCGA-05-4389-01	1	19	62	49	51	25	14	13	51	8	3
TCGA-05-4390-01	14	53	446	6	103	24	16	0	15	7	10
TCGA-05-4395-01	16	31	129	47	7	13	12	12	69	8	4
TCGA-05-4396-01	8	23	147	21	104	20	0	4	5	0	2
TCGA-05-4397-01	17	64	423	72	213	25	1	18	115	54	17
TCGA-05-4398-01	16	47	456	62	159	42	22	3	66	31	24
TCGA-05-4402-01	4	7	2	32	20	0	6	7	68	9	0
TCGA-05-4403-01	7	19	56	3	21	19	24	4	7	7	1
TCGA-05-4405-01	15	29	238	2	90	19	22	9	27	23	8
TCGA-05-4410-01	20	51	721	85	259	0	48	15	98	46	5
TCGA-05-4415-01	3	25	141	5	45	13	1	0	7	9	1
TCGA-05-4417-01	0	17	189	8	90	6	18	0	8	14	2
TCGA-05-4418-01	15	43	150	13	58	16	0	0	12	26	1
TCGA-05-4420-01	3	32	197	12	64	18	0	9	12	22	2
TCGA-05-4422-01	4	0	7	14	9	2	5	6	7	0	0
TCGA-05-4424-01	25	29	501	35	124	4	39	15	93	29	7
TCGA-05-4425-01	5	0	0	0	8	22	14	0	2	0	2
TCGA-05-4426-01	0	3	6	5	6	8	18	1	4	4	0
TCGA-05-4427-01	22	74	677	32	255	10	41	8	61	24	46
TCGA-05-4430-01	7	13	187	6	82	18	0	4	16	5	3
TCGA-05-4432-01	18	63	374	16	156	23	18	2	28	42	13
TCGA-05-4433-01	0	0	0	0	4	14	20	1	3	3	0
TCGA-05-4434-01	5	5	0	2	11	3	8	8	8	9	0
TCGA-05-5420-01	6	11	40	4	22	6	18	2	2	5	0
TCGA-05-5423-01	3	4	95	14	19	13	20	0	10	9	0
TCGA-05-5425-01	15	58	383	0	124	24	6	12	49	28	20
TCGA-05-5428-01	17	26	218	93	21	11	18	0	67	0	4
TCGA-05-5429-01	1	0	0	5	5	13	14	4	1	0	1
TCGA-05-5715-01	7	0	7	25	13	18	9	11	61	0	0
TCGA-35-3615-01	7	0	53	33	7	14	1	4	21	1	5
TCGA-35-4122-01	17	27	127	21	108	18	2	2	35	47	8
TCGA-35-4123-01	12	20	214	0	81	17	0	4	17	0	4
TCGA-35-5375-01	13	21	201	23	135	32	4	3	35	39	17
TCGA-38-4625-01	17	25	464	76	79	6	18	5	72	1	2
TCGA-38-4626-01	8	17	200	7	65	4	0	0	17	0	7
TCGA-38-4627-01	1	5	5	0	0	0	9	7	2	6	1
TCGA-38-4628-01	7	3	35	6	38	10	24	6	15	3	2
TCGA-38-4629-01	9	40	126	29	75	21	9	2	22	8	9
TCGA-38-4630-01	7	9	18	28	4	11	30	14	41	0	3
TCGA-38-4631-01	15	51	573	1	180	0	42	3	32	24	6
TCGA-38-4632-01	36	30	327	22	138	15	14	0	24	40	9
TCGA-38-6178-01	6	8	12	10	31	6	6	3	4	3	2
TCGA-38-7271-01	3	11	43	5	10	5	0	0	38	1	0
TCGA-38-A44F-01	2	2	1	1	3	1	8	0	0	0	0
TCGA-44-2655-01	10	12	149	5	25	10	0	0	10	2	5
TCGA-44-2656-01	17	79	672	8	160	47	7	17	24	19	8
TCGA-44-2657-01	9	13	297	25	84	11	28	10	31	14	0
TCGA-44-2659-01	7	19	347	20	56	20	26	1	7	4	1
TCGA-44-2661-01	0	9	2	4	14	2	5	4	3	3	4
TCGA-44-2662-01	13	1	40	54	23	5	4	10	100	7	11
TCGA-44-2665-01	0	1	1	12	7	1	18	2	7	12	0
TCGA-44-2666-01	1	0	0	4	7	5	7	2	4	11	2
TCGA-44-2668-01	6	11	228	42	93	3	9	7	35	9	0
TCGA-44-3396-01	5	2	48	53	35	18	20	8	53	2	1
TCGA-44-3398-01	0	0	84	35	41	19	0	7	41	21	0
TCGA-44-3917-01	8	45	125	1	47	9	9	2	28	0	0
TCGA-44-3918-01	25	39	792	28	145	21	15	12	77	24	3
TCGA-44-3919-01	5	11	2	2	13	6	0	5	17	8	0
TCGA-44-4112-01	18	19	325	45	56	15	28	11	78	14	0
TCGA-44-5643-01	7	12	37	13	26	0	30	16	16	5	0
TCGA-44-5644-01	12	57	699	22	212	23	37	15	50	33	11
TCGA-44-5645-01	3	0	1	0	10	0	16	0	0	12	2
TCGA-44-6144-01	6	17	132	8	52	5	18	5	19	16	6
TCGA-44-6145-01	5	10	252	12	77	2	10	1	6	8	9
TCGA-44-6146-01	10	0	5	0	1	4	20	0	0	6	1
TCGA-44-6147-01	15	4	94	1	25	6	8	0	6	0	2
TCGA-44-6148-01	2	0	1	0	0	3	0	0	0	2	0
TCGA-44-6774-01	9	10	252	3	73	1	10	0	6	5	1
TCGA-44-6775-01	0	14	18	7	15	6	2	5	5	14	0
TCGA-44-6776-01	4	15	140	6	45	12	0	8	7	14	0
TCGA-44-6777-01	21	37	190	58	60	23	6	11	57	15	1
TCGA-44-6778-01	1	37	243	15	126	18	6	5	10	17	9
TCGA-44-6779-01	2	8	45	11	13	4	31	0	4	4	3
TCGA-44-7659-01	8	11	88	3	33	7	0	0	12	18	3
TCGA-44-7660-01	2	45	141	0	151	25	0	7	43	49	6
TCGA-44-7661-01	4	32	148	14	58	5	7	9	59	6	0
TCGA-44-7662-01	26	27	372	35	116	12	16	6	58	35	12
TCGA-44-7667-01	4	40	301	17	126	14	39	0	15	8	15
TCGA-44-7669-01	20	33	276	0	137	15	16	3	18	34	9
TCGA-44-7670-01	41	56	783	65	156	33	7	18	126	18	31
TCGA-44-7671-01	5	34	122	6	74	17	0	13	12	8	0
TCGA-44-7672-01	6	4	91	11	65	3	0	10	3	4	0
TCGA-44-8117-01	13	35	605	17	127	28	30	5	34	32	4
TCGA-44-8119-01	15	34	394	15	176	45	24	8	19	33	10
TCGA-44-8120-01	7	41	475	24	117	12	24	0	21	24	0
TCGA-44-A479-01	8	9	247	14	44	22	0	4	14	14	1
TCGA-44-A47A-01	11	17	54	15	41	13	16	17	84	3	0
TCGA-44-A47B-01	5	0	11	4	11	17	7	1	0	2	2
TCGA-44-A47F-01	7	7	20	13	24	17	11	0	11	2	1
TCGA-44-A47G-01	9	4	19	7	21	4	13	2	15	4	3
TCGA-44-A4SS-01	12	49	260	22	120	11	16	5	55	32	12
TCGA-44-A4SU-01	5	16	67	5	47	25	0	5	4	12	1
TCGA-49-4486-01	18	3	24	37	14	0	14	4	88	5	6
TCGA-49-4487-01	11	24	198	18	101	4	1	9	50	11	5
TCGA-49-4488-01	5	11	223	28	38	13	0	1	17	17	14
TCGA-49-4490-01	0	4	0	9	15	18	1	6	10	5	0
TCGA-49-4494-01	0	21	109	8	60	11	13	1	9	0	0
TCGA-49-4501-01	0	4	0	14	9	27	7	7	3	1	0
TCGA-49-4505-01	0	7	132	16	51	24	17	5	13	5	4
TCGA-49-4506-01	3	6	63	7	26	16	0	2	1	16	0
TCGA-49-4507-01	11	5	83	25	44	1	29	13	28	2	8
TCGA-49-4510-01	4	1	17	0	14	2	0	2	6	20	0
TCGA-49-4512-01	3	0	7	3	6	3	23	2	3	2	3
TCGA-49-4514-01	27	5	153	51	55	11	20	15	71	5	0
TCGA-49-6742-01	22	8	43	80	19	15	16	16	86	0	49
TCGA-49-6743-01	33	63	347	115	128	0	48	6	138	55	12
TCGA-49-6744-01	10	19	167	2	64	0	7	3	9	4	0
TCGA-49-6745-01	21	0	0	36	20	30	5	1	53	4	0
TCGA-49-6761-01	5	21	62	53	15	22	5	0	49	10	4
TCGA-49-6767-01	10	29	341	15	105	19	6	3	32	31	3
TCGA-49-AAQV-01	1	7	3	11	17	9	3	0	32	5	0
TCGA-49-AAR0-01	12	3	62	9	39	17	0	9	13	2	10
TCGA-49-AAR2-01	11	33	325	0	66	5	20	2	19	3	4
TCGA-49-AAR3-01	0	9	67	8	31	12	8	6	11	18	1
TCGA-49-AAR4-01	27	58	363	46	116	0	7	17	72	3	3
TCGA-49-AAR9-01	17	42	499	7	177	7	25	18	16	0	0
TCGA-49-AARE-01	38	87	1039	64	265	51	0	7	66	47	7
TCGA-49-AARN-01	19	38	275	187	113	0	0	0	13	33	254
TCGA-49-AARO-01	9	30	545	10	89	4	0	10	32	4	5
TCGA-49-AARQ-01	36	27	553	44	107	0	32	3	66	16	5
TCGA-49-AARR-01	0	0	0	0	1	2	0	0	0	0	0
TCGA-4B-A93V-01	6	7	75	8	42	0	12	7	4	10	0
TCGA-50-5044-01	10	7	1	39	13	4	6	1	84	6	0
TCGA-50-5045-01	0	18	271	10	38	0	5	1	18	9	0
TCGA-50-5049-01	24	45	612	13	215	3	0	10	33	43	6
TCGA-50-5051-01	1	11	73	2	10	9	14	0	9	10	0
TCGA-50-5055-01	0	0	0	2	3	0	12	0	3	2	0
TCGA-50-5066-01	11	15	145	15	112	5	0	0	17	11	14
TCGA-50-5068-01	7	1	34	0	29	3	18	10	5	11	0
TCGA-50-5072-01	11	8	90	17	41	5	5	0	9	12	5
TCGA-50-5930-01	20	62	944	11	211	28	0	15	27	31	10
TCGA-50-5931-01	10	15	190	8	87	18	2	5	20	26	0
TCGA-50-5932-01	5	13	58	0	6	0	6	1	1	0	0
TCGA-50-5933-01	32	26	306	25	140	20	30	16	26	6	5
TCGA-50-5935-01	4	14	0	33	5	6	11	0	36	14	0
TCGA-50-5936-01	1	3	25	34	25	1	9	9	33	4	2
TCGA-50-5939-01	6	8	8	18	24	8	8	0	10	10	4
TCGA-50-5941-01	12	26	234	11	115	6	16	0	36	20	6
TCGA-50-5942-01	1	7	23	1	16	0	15	0	2	3	3
TCGA-50-5944-01	1	15	8	4	18	20	6	0	10	2	0
TCGA-50-5946-01	23	27	386	65	100	23	26	6	112	46	2
TCGA-50-6590-01	39	43	517	68	199	20	0	13	151	25	9
TCGA-50-6591-01	7	10	4	0	14	6	9	6	4	0	6
TCGA-50-6592-01	12	27	102	26	95	6	12	7	44	18	7
TCGA-50-6593-01	10	29	200	9	79	16	0	0	12	29	6
TCGA-50-6594-01	5	39	379	24	109	12	0	10	41	12	3
TCGA-50-6595-01	15	10	15	13	28	7	3	4	16	7	0
TCGA-50-6597-01	3	8	0	18	10	5	17	8	8	0	1
TCGA-50-6673-01	3	4	1	0	10	8	17	0	6	11	2
TCGA-50-7109-01	9	15	150	0	69	6	22	8	9	18	2
TCGA-50-8457-01	5	7	20	1	12	5	4	4	5	3	1
TCGA-50-8459-01	5	0	55	4	23	5	18	0	3	6	0
TCGA-50-8460-01	1	4	3	5	9	7	4	1	2	0	0
TCGA-53-7624-01	27	68	502	75	139	21	11	21	106	34	8
TCGA-53-7626-01	11	9	269	7	79	7	0	2	40	22	4
TCGA-53-7813-01	0	14	95	3	39	12	8	4	1	10	0
TCGA-53-A4EZ-01	20	47	419	18	89	19	19	2	25	12	4
TCGA-55-1592-01	30	39	229	32	195	36	0	4	50	60	16
TCGA-55-1594-01	6	19	39	31	44	20	0	13	51	5	3
TCGA-55-1595-01	0	35	225	12	72	0	22	0	13	26	2
TCGA-55-1596-01	20	12	78	0	58	19	0	0	9	35	3
TCGA-55-5899-01	16	20	274	67	51	8	15	9	67	21	1
TCGA-55-6543-01	2	0	0	0	0	9	10	0	3	0	1
TCGA-55-6642-01	6	6	93	3	13	0	13	4	5	7	5
TCGA-55-6712-01	12	4	21	35	23	18	8	1	69	0	5
TCGA-55-6968-01	38	3	102	169	39	6	12	7	276	2	1
TCGA-55-6969-01	21	20	237	8	158	1	0	5	17	27	20
TCGA-55-6970-01	4	16	103	8	41	10	2	0	9	16	0
TCGA-55-6971-01	3	11	36	5	37	0	7	0	3	6	0
TCGA-55-6972-01	22	22	81	103	46	12	0	0	56	0	0
TCGA-55-6975-01	0	0	27	9	29	8	9	3	7	7	1
TCGA-55-6978-01	0	2	0	0	15	5	8	0	0	2	3
TCGA-55-6979-01	11	0	51	0	52	0	0	5	50	3	0
TCGA-55-6980-01	2	3	0	0	6	0	3	0	0	2	0
TCGA-55-6981-01	4	4	4	0	9	12	13	3	6	8	0
TCGA-55-6982-01	17	7	11	86	13	13	3	2	134	1	0
TCGA-55-6983-01	2	18	63	5	9	16	2	8	4	7	0
TCGA-55-6984-01	2	4	4	1	10	1	0	4	0	1	0
TCGA-55-6985-01	21	51	341	0	111	20	0	8	13	14	5
TCGA-55-6986-01	3	4	1	0	1	0	5	4	1	6	0
TCGA-55-6987-01	2	16	73	30	42	13	0	9	62	5	2
TCGA-55-7227-01	1	16	100	12	22	0	25	3	6	14	5
TCGA-55-7281-01	29	44	290	18	99	14	2	5	31	23	2
TCGA-55-7283-01	7	26	85	25	24	23	40	10	42	5	4
TCGA-55-7284-01	7	0	0	0	4	17	20	4	0	0	5
TCGA-55-7570-01	16	32	154	14	120	6	8	4	88	21	4
TCGA-55-7573-01	0	13	19	7	12	2	0	1	4	4	1
TCGA-55-7574-01	27	15	64	36	55	4	0	11	105	4	1
TCGA-55-7576-01	7	39	234	17	104	26	26	0	21	21	4
TCGA-55-7724-01	2	19	49	20	75	22	9	16	25	34	6
TCGA-55-7725-01	1	9	79	3	36	6	5	0	4	11	0
TCGA-55-7726-01	2	0	8	23	5	14	21	7	61	0	0
TCGA-55-7727-01	32	6	105	59	18	16	12	2	56	11	0
TCGA-55-7728-01	3	16	69	0	0	6	20	2	5	0	0
TCGA-55-7815-01	0	19	83	8	39	5	22	1	4	0	1
TCGA-55-7816-01	0	0	0	0	0	0	2	0	0	0	0
TCGA-55-7903-01	2	19	73	17	0	21	21	3	16	14	2
TCGA-55-7907-01	34	51	820	93	211	10	52	0	166	16	0
TCGA-55-7910-01	1	23	214	4	64	7	28	12	10	5	0
TCGA-55-7911-01	10	26	131	4	57	2	12	7	19	7	3
TCGA-55-7913-01	17	17	224	17	66	31	8	7	33	10	5
TCGA-55-7914-01	7	6	84	7	33	25	6	12	19	15	0
TCGA-55-7994-01	21	140	1143	34	317	45	33	16	80	61	0
TCGA-55-7995-01	24	50	359	61	193	8	11	5	62	38	11
TCGA-55-8085-01	2	16	100	63	29	10	26	8	70	4	0
TCGA-55-8087-01	7	0	0	2	3	11	4	3	4	3	0
TCGA-55-8089-01	42	51	674	204	222	31	21	26	264	0	11
TCGA-55-8090-01	5	11	46	0	22	6	7	1	5	9	1
TCGA-55-8091-01	0	4	0	1	5	12	10	2	0	1	0
TCGA-55-8092-01	36	36	308	118	68	34	40	5	57	19	4
TCGA-55-8094-01	9	18	331	16	90	22	7	6	16	14	28
TCGA-55-8096-01	8	6	71	4	55	6	13	3	10	0	3
TCGA-55-8097-01	4	8	51	8	3	32	15	5	8	0	5
TCGA-55-8203-01	6	24	309	5	117	26	18	7	7	11	0
TCGA-55-8204-01	22	6	55	34	61	18	0	9	53	12	0
TCGA-55-8205-01	26	5	229	59	107	21	0	19	149	24	9
TCGA-55-8206-01	0	1	4	6	8	8	5	1	2	2	1
TCGA-55-8207-01	11	17	205	2	75	30	9	0	19	17	2
TCGA-55-8208-01	26	28	70	81	71	10	1	7	123	26	1
TCGA-55-8299-01	4	26	142	13	54	9	0	3	6	15	1
TCGA-55-8301-01	15	14	174	4	59	11	15	3	31	29	7
TCGA-55-8302-01	20	84	523	6	128	17	4	14	26	23	0
TCGA-55-8505-01	3	0	0	5	12	7	5	4	8	4	0
TCGA-55-8506-01	33	82	987	8	115	305	394	36	32	108	7
TCGA-55-8507-01	25	103	747	17	198	49	3	5	33	24	9
TCGA-55-8508-01	2	14	109	17	41	21	8	0	6	4	5
TCGA-55-8510-01	15	28	245	3	39	4	10	4	32	10	2
TCGA-55-8511-01	21	31	390	67	81	19	29	3	39	16	17
TCGA-55-8512-01	1	6	18	2	9	2	2	2	4	4	1
TCGA-55-8513-01	1	0	0	0	0	1	5	1	0	0	0
TCGA-55-8514-01	15	35	211	0	34	10	32	0	11	3	0
TCGA-55-8614-01	5	11	55	14	92	20	28	11	26	32	4
TCGA-55-8615-01	5	12	53	2	51	10	6	1	5	8	9
TCGA-55-8616-01	12	37	399	0	79	38	10	4	22	0	2
TCGA-55-8619-01	0	0	1	0	2	7	14	2	1	0	0
TCGA-55-8620-01	14	53	319	7	114	31	24	8	16	25	4
TCGA-55-8621-01	5	5	35	0	16	9	0	2	8	9	0
TCGA-55-A48X-01	22	48	299	8	67	8	2	3	26	0	0
TCGA-55-A48Y-01	22	0	0	173	0	9	19	27	194	0	0
TCGA-55-A48Z-01	1	14	9	5	13	19	0	1	3	0	3
TCGA-55-A490-01	23	60	1073	55	243	10	31	20	87	26	15
TCGA-55-A491-01	13	33	246	12	74	17	6	6	28	24	7
TCGA-55-A492-01	8	32	175	14	45	4	28	2	11	35	1
TCGA-55-A493-01	2	20	127	56	47	12	10	9	40	11	6
TCGA-55-A494-01	10	3	143	1	49	24	31	12	14	0	8
TCGA-55-A4DF-01	76	13	135	232	56	22	22	46	375	6	0
TCGA-55-A4DG-01	9	45	542	0	127	14	20	5	40	42	0
TCGA-55-A57B-01	1	0	2	7	15	9	5	9	0	1	0
TCGA-62-8394-01	6	6	18	9	48	8	12	6	39	11	10
TCGA-62-8395-01	9	3	0	3	24	19	6	4	13	5	0
TCGA-62-8397-01	0	6	4	3	5	7	4	0	0	0	3
TCGA-62-8398-01	0	14	36	9	9	11	9	0	6	6	3
TCGA-62-8399-01	2	25	211	81	69	28	32	17	169	10	17
TCGA-62-8402-01	7	4	2	4	16	11	19	0	4	5	1
TCGA-62-A46O-01	26	53	566	77	154	22	26	15	103	41	9
TCGA-62-A46P-01	7	5	219	0	65	27	10	5	10	3	2
TCGA-62-A46R-01	1	15	73	28	27	12	24	3	10	16	0
TCGA-62-A46S-01	11	5	65	10	17	13	20	7	4	0	7
TCGA-62-A46U-01	3	2	6	4	13	14	5	0	5	0	0
TCGA-62-A46V-01	5	0	4	7	24	14	11	3	0	2	1
TCGA-62-A46Y-01	2	2	4	1	6	0	20	0	1	0	3
TCGA-62-A470-01	10	2	44	1	21	17	18	10	10	9	5
TCGA-62-A471-01	1	15	1	32	24	10	0	21	37	7	0
TCGA-62-A472-01	7	3	20	5	16	0	10	5	0	5	1
TCGA-64-1676-01	14	38	473	8	128	17	23	0	22	15	2
TCGA-64-1679-01	13	22	355	22	139	0	19	4	38	0	2
TCGA-64-1680-01	0	4	3	9	11	1	18	9	17	0	4
