Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J
TCGA-78-7542-01	11	33	306	10	19	51	18	15	7	7
TCGA-78-7633-01	9	5	79	9	17	0	10	6	0	0
TCGA-78-8640-01	16	44	380	18	192	75	105	51	19	14
TCGA-78-8648-01	2	0	9	4	1	0	0	0	0	0
TCGA-78-8655-01	10	11	65	17	4	0	7	10	4	4
TCGA-78-8660-01	9	23	106	2	85	28	30	6	14	1
TCGA-78-8662-01	43	71	808	17	275	52	79	81	1	13
TCGA-80-5607-01	11	0	4	0	0	63	73	3	4	0
TCGA-80-5608-01	0	8	96	6	65	8	9	1	6	0
TCGA-80-5611-01	9	28	64	10	74	4	15	32	0	11
TCGA-83-5908-01	3	6	106	8	51	29	83	8	0	1
TCGA-86-6562-01	0	9	7	8	10	2	21	1	10	6
TCGA-86-6851-01	26	45	630	3	179	0	136	63	11	1
TCGA-86-7701-01	2	9	116	13	70	4	6	12	9	7
TCGA-86-7711-01	8	4	88	11	55	27	40	25	8	6
TCGA-86-7713-01	16	23	99	7	22	0	7	6	2	4
TCGA-86-7714-01	0	10	32	4	24	8	0	8	5	0
TCGA-86-7953-01	0	0	13	5	26	9	5	6	0	1
TCGA-86-7954-01	7	27	104	22	25	26	38	21	15	5
TCGA-86-7955-01	19	10	162	5	93	33	20	31	0	4
TCGA-86-8054-01	4	14	138	9	50	26	11	16	0	7
TCGA-86-8055-01	2	0	2	13	30	7	2	1	4	2
TCGA-86-8056-01	34	0	71	0	1	105	104	11	13	1
TCGA-86-8073-01	34	82	1286	0	212	79	82	70	0	0
TCGA-86-8074-01	5	9	15	8	17	4	6	2	0	13
TCGA-86-8075-01	1	5	0	12	25	2	4	6	6	1
TCGA-86-8076-01	5	9	15	16	9	7	18	3	0	2
TCGA-86-8278-01	6	0	0	0	0	60	64	5	9	0
TCGA-86-8279-01	9	11	413	22	89	16	20	50	0	6
TCGA-86-8280-01	9	9	7	10	14	0	2	4	0	0
TCGA-86-8281-01	14	13	182	29	30	3	39	19	5	3
TCGA-86-8358-01	31	86	813	38	290	24	39	35	6	14
TCGA-86-8359-01	9	12	111	12	32	10	8	3	1	2
TCGA-86-8585-01	12	31	332	1	132	17	109	32	35	9
TCGA-86-8668-01	1	0	0	11	20	10	0	2	0	1
TCGA-86-8669-01	5	18	53	9	43	4	8	10	17	3
TCGA-86-8671-01	3	5	1	5	10	3	9	4	5	2
TCGA-86-8672-01	10	40	187	11	54	40	30	1	0	3
TCGA-86-8673-01	16	49	309	3	126	32	37	28	0	5
TCGA-86-8674-01	5	12	261	3	13	53	21	10	0	4
TCGA-86-A456-01	25	22	283	10	31	21	25	33	1	1
TCGA-86-A4JF-01	35	116	269	391	112	104	127	433	47	12
TCGA-86-A4P7-01	2	7	2	10	30	9	23	1	0	0
TCGA-86-A4P8-01	0	1	0	0	1	0	0	0	0	0
TCGA-91-6828-01	8	16	183	17	67	3	28	3	4	7
TCGA-91-6829-01	22	69	398	7	162	18	55	57	4	13
TCGA-91-6830-01	34	0	14	0	0	80	170	8	9	0
TCGA-91-6831-01	12	34	136	11	88	0	14	29	13	3
TCGA-91-6835-01	4	2	25	7	35	9	15	16	0	0
TCGA-91-6836-01	11	55	344	21	80	13	27	20	6	2
TCGA-91-6840-01	5	4	4	6	18	27	61	5	12	0
TCGA-91-6847-01	3	5	0	21	36	9	13	9	7	2
TCGA-91-6848-01	16	46	322	1	165	31	91	55	7	7
TCGA-91-6849-01	6	6	62	0	45	7	4	5	6	0
TCGA-91-7771-01	25	10	92	6	61	5	22	18	0	12
TCGA-91-8496-01	1	5	0	9	15	4	3	2	2	0
TCGA-91-8497-01	13	0	9	7	20	3	0	4	0	0
TCGA-91-8499-01	19	12	145	11	36	60	77	26	6	3
TCGA-91-A4BC-01	5	32	345	28	92	12	26	7	7	9
TCGA-91-A4BD-01	0	1	0	8	1	8	0	9	0	0
TCGA-93-7347-01	5	11	77	8	20	1	12	9	0	0
TCGA-93-7348-01	11	0	43	17	16	16	9	18	0	3
TCGA-93-8067-01	50	0	48	0	0	224	303	0	49	0
TCGA-93-A4JN-01	0	10	14	12	23	19	7	4	3	6
TCGA-93-A4JO-01	5	3	4	7	15	0	13	7	5	6
TCGA-93-A4JP-01	0	6	14	7	6	29	13	0	5	2
TCGA-93-A4JQ-01	3	1	2	6	46	11	52	18	3	3
TCGA-95-7039-01	16	115	969	22	198	43	70	67	14	28
TCGA-95-7043-01	41	69	900	29	166	20	58	24	12	0
TCGA-95-7562-01	11	18	323	17	72	0	10	7	2	1
TCGA-95-7567-01	21	45	355	292	0	0	45	356	2	27
TCGA-95-7944-01	38	0	14	0	0	85	158	0	12	0
TCGA-95-7947-01	47	10	178	0	79	121	146	44	40	0
TCGA-95-7948-01	14	0	0	0	0	64	91	0	14	0
TCGA-95-8039-01	1	15	28	18	11	17	16	10	0	2
TCGA-95-8494-01	6	0	4	20	0	48	40	0	12	3
TCGA-95-A4VK-01	15	13	183	17	62	13	3	5	6	1
TCGA-95-A4VN-01	5	22	362	0	121	26	34	2	19	0
TCGA-95-A4VP-01	0	19	82	9	23	0	5	13	6	4
TCGA-97-7546-01	2	34	220	9	39	0	20	24	2	2
TCGA-97-7547-01	9	23	89	10	18	15	52	2	6	2
TCGA-97-7552-01	1	3	1	17	11	0	0	4	5	5
TCGA-97-7553-01	1	10	13	9	10	8	0	0	0	0
TCGA-97-7554-01	24	43	330	16	82	8	18	32	5	1
TCGA-97-7937-01	9	24	353	32	63	10	27	21	19	6
TCGA-97-7938-01	11	18	288	15	83	6	50	23	11	0
TCGA-97-7941-01	2	7	53	14	12	15	12	6	0	0
TCGA-97-8171-01	2	8	5	17	24	3	1	5	2	0
TCGA-97-8172-01	14	22	175	28	64	4	3	8	10	3
TCGA-97-8174-01	10	0	87	23	47	0	26	7	12	1
TCGA-97-8175-01	5	1	4	1	22	7	0	0	0	1
TCGA-97-8176-01	3	22	54	6	19	39	36	6	9	3
TCGA-97-8177-01	4	3	4	10	10	9	3	3	0	1
TCGA-97-8179-01	8	9	114	2	51	0	14	9	0	1
TCGA-97-8547-01	0	7	6	19	0	18	10	1	4	5
TCGA-97-8552-01	2	5	4	10	6	0	2	0	0	0
TCGA-97-A4LX-01	3	3	118	0	67	3	8	12	0	5
TCGA-97-A4M0-01	13	25	263	3	56	37	59	36	0	8
TCGA-97-A4M1-01	1	1	5	12	18	11	7	0	0	0
TCGA-97-A4M2-01	5	0	5	4	11	0	7	0	0	0
TCGA-97-A4M3-01	2	12	146	7	21	16	23	12	8	3
TCGA-97-A4M5-01	16	0	12	0	0	83	75	1	2	1
TCGA-97-A4M6-01	1	2	2	6	9	9	3	9	0	1
TCGA-97-A4M7-01	1	20	263	11	48	12	14	13	0	2
TCGA-99-7458-01	18	59	340	6	81	0	21	46	4	2
TCGA-99-8025-01	24	38	222	34	58	66	119	31	2	5
TCGA-99-8028-01	1	19	362	10	92	0	14	34	10	0
TCGA-99-8032-01	6	22	279	24	99	14	27	0	15	6
TCGA-99-8033-01	2	17	101	8	59	18	6	5	7	0
TCGA-99-AA5R-01	0	11	47	0	12	0	1	0	2	0
TCGA-J2-8192-01	7	8	6	16	31	0	6	3	12	1
TCGA-J2-8194-01	5	22	63	11	54	17	1	6	10	1
TCGA-J2-A4AD-01	10	0	83	13	95	28	140	24	8	16
TCGA-J2-A4AE-01	0	5	0	9	20	9	10	5	1	3
TCGA-J2-A4AG-01	2	7	46	17	23	4	7	7	0	1
TCGA-L4-A4E5-01	0	37	275	0	50	22	8	13	7	7
TCGA-L4-A4E6-01	0	1	10	0	3	0	6	0	0	0
TCGA-L9-A443-01	5	7	161	0	86	17	11	17	0	3
TCGA-L9-A444-01	23	28	481	5	116	20	14	13	1	0
TCGA-L9-A50W-01	3	1	4	0	8	15	0	4	0	1
TCGA-L9-A5IP-01	10	7	220	8	58	20	13	14	2	0
TCGA-L9-A743-01	5	0	61	0	1	23	50	14	12	2
TCGA-L9-A7SV-01	16	71	1581	26	221	5	68	16	11	4
TCGA-L9-A8F4-01	23	46	532	0	238	13	65	23	19	12
TCGA-MN-A4N1-01	6	46	330	28	106	10	34	4	15	9
TCGA-MN-A4N4-01	59	88	1056	0	113	187	292	23	40	14
TCGA-MN-A4N5-01	11	9	325	7	78	45	29	46	4	8
TCGA-MP-A4SV-01	36	18	136	4	59	53	101	19	9	5
TCGA-MP-A4SW-01	6	9	6	26	21	8	8	0	0	1
TCGA-MP-A4SY-01	9	24	57	10	70	0	26	4	13	4
TCGA-MP-A4T2-01	12	10	20	8	9	11	24	16	0	1
TCGA-MP-A4T4-01	0	41	300	9	47	25	27	24	9	3
TCGA-MP-A4T6-01	7	9	1	9	18	14	15	12	7	1
TCGA-MP-A4T7-01	0	8	97	4	30	14	0	0	3	3
TCGA-MP-A4T8-01	3	11	73	5	18	19	2	18	0	0
TCGA-MP-A4T9-01	3	5	11	0	10	4	7	2	4	0
TCGA-MP-A4TA-01	12	11	205	18	117	13	29	41	5	3
TCGA-MP-A4TC-01	0	24	204	5	30	35	15	14	0	0
TCGA-MP-A4TD-01	0	10	41	11	27	3	4	5	0	0
TCGA-MP-A4TE-01	4	7	64	33	52	8	0	0	5	0
TCGA-MP-A4TF-01	17	37	318	8	100	4	27	24	2	9
TCGA-MP-A4TH-01	12	1	41	16	50	2	2	9	0	6
TCGA-MP-A4TI-01	10	0	68	0	0	136	84	8	0	7
TCGA-MP-A4TJ-01	0	2	35	5	40	10	0	20	2	1
TCGA-MP-A4TK-01	13	27	256	0	46	35	48	9	5	3
TCGA-MP-A5C7-01	5	2	26	15	24	5	2	13	2	2
TCGA-NJ-A4YF-01	16	50	531	5	116	5	31	22	0	5
TCGA-NJ-A4YG-01	5	6	59	15	33	30	27	8	15	0
TCGA-NJ-A4YI-01	9	30	354	20	60	24	21	33	5	3
TCGA-NJ-A4YP-01	58	0	125	0	0	259	235	0	13	1
TCGA-NJ-A4YQ-01	2	101	951	2	181	16	36	78	16	8
TCGA-NJ-A55A-01	0	7	80	3	35	7	7	7	1	0
TCGA-NJ-A55O-01	8	1	113	8	23	5	7	0	0	0
TCGA-NJ-A55R-01	6	33	172	1	59	5	13	24	8	2
TCGA-NJ-A7XG-01	0	2	5	10	21	4	0	0	0	0
TCGA-O1-A52J-01	10	3	124	15	33	3	10	12	1	0
TCGA-S2-AA1A-01	1	13	93	4	15	4	3	6	5	0
TCGA-18-3406-01	8	38	55	10	58	10	73	13	7	5
TCGA-18-3407-01	5	1	5	13	32	4	0	14	7	11
TCGA-18-3408-01	6	12	18	12	29	0	0	15	0	6
TCGA-18-3409-01	1916	2113	0	0	0	78	49	0	111	0
TCGA-18-3410-01	12	11	47	9	63	0	78	26	0	1
TCGA-18-3411-01	17	38	102	30	137	10	27	33	0	4
TCGA-18-3412-01	0	14	25	6	56	17	18	9	1	1
TCGA-18-3414-01	13	31	96	11	81	36	56	28	23	7
TCGA-18-3415-01	15	17	43	4	44	28	47	24	11	2
TCGA-18-3416-01	6	22	142	20	123	14	46	9	0	6
TCGA-18-3417-01	8	15	132	19	75	27	20	34	7	15
TCGA-18-3421-01	31	5	90	9	144	18	45	31	0	12
TCGA-18-4083-01	11	26	179	12	165	14	38	26	2	0
TCGA-18-4721-01	7	19	64	21	66	9	12	12	3	12
TCGA-18-5592-01	7	28	164	15	76	17	24	21	10	2
TCGA-18-5595-01	26	14	26	0	0	158	75	0	20	0
TCGA-21-1070-01	5	39	401	10	127	7	32	47	11	8
TCGA-21-1071-01	9	17	66	14	44	26	18	19	2	2
TCGA-21-1076-01	6	27	205	0	58	18	42	31	15	5
TCGA-21-1077-01	13	6	101	10	47	48	38	22	0	10
TCGA-21-1078-01	2	0	0	4	10	34	38	6	3	0
TCGA-21-1081-01	7	14	53	46	75	14	14	27	0	11
TCGA-21-1082-01	11	11	196	20	52	49	119	22	9	4
TCGA-21-1083-01	24	43	452	14	208	7	117	36	11	4
TCGA-21-5782-01	1	17	161	2	90	61	109	35	3	6
TCGA-21-5783-01	28	33	138	39	127	49	69	25	16	5
TCGA-21-5784-01	7	18	105	0	64	12	21	22	10	1
TCGA-21-5786-01	4	31	248	13	120	0	19	21	25	3
TCGA-21-5787-01	14	27	298	18	66	8	43	11	7	16
TCGA-21-A5DI-01	10	12	26	6	47	12	27	30	1	1
TCGA-22-0940-01	9	26	75	3	62	41	12	30	1	8
TCGA-22-0944-01	12	8	51	9	38	13	14	11	4	4
TCGA-22-1000-01	5	19	19	1	36	8	19	5	10	0
TCGA-22-1002-01	6	10	150	11	58	4	10	42	6	0
TCGA-22-1005-01	5	27	165	0	63	26	24	33	1	2
TCGA-22-1011-01	4	0	5	10	17	16	70	6	0	5
TCGA-22-1012-01	14	14	127	23	81	10	37	29	5	8
TCGA-22-1016-01	15	36	230	14	85	0	38	21	1	9
TCGA-22-4591-01	14	29	60	25	87	20	3	21	5	5
TCGA-22-4593-01	11	25	70	33	18	31	20	23	0	0
TCGA-22-4594-01	9	11	224	23	124	5	17	21	5	0
TCGA-22-4595-01	34	3	141	18	99	0	66	27	11	3
TCGA-22-4596-01	18	3	61	25	34	1	7	23	0	2
TCGA-22-4599-01	20	25	164	12	144	0	14	47	15	8
TCGA-22-4601-01	0	25	62	0	63	28	24	17	10	5
TCGA-22-4604-01	6	41	67	28	95	17	19	17	12	4
TCGA-22-4605-01	2	11	33	4	30	12	5	12	0	4
TCGA-22-4607-01	6	4	2	0	27	12	22	11	0	0
TCGA-22-4609-01	0	20	86	0	78	11	11	36	5	4
TCGA-22-4613-01	23	48	359	6	213	15	31	73	4	10
TCGA-22-5471-01	13	41	97	0	56	21	19	24	22	5
TCGA-22-5472-01	2	0	490	0	0	2	12	0	0	0
TCGA-22-5473-01	50	45	316	13	117	144	225	47	52	0
TCGA-22-5474-01	5	0	14	6	15	21	31	12	5	0
TCGA-22-5477-01	6	5	22	9	12	53	90	13	12	0
TCGA-22-5478-01	1	15	77	20	69	5	6	28	0	3
TCGA-22-5479-01	31	55	123	22	92	108	139	57	4	12
TCGA-22-5480-01	10	6	69	9	60	0	17	23	7	1
TCGA-22-5481-01	6	26	129	13	116	20	21	34	2	3
TCGA-22-5482-01	11	13	83	5	37	15	10	27	0	9
TCGA-22-5483-01	10	17	110	11	83	21	18	22	1	7
TCGA-22-5485-01	9	15	108	18	56	0	8	34	2	5
TCGA-22-5489-01	11	10	137	14	41	22	30	33	0	9
TCGA-22-5491-01	17	0	89	0	30	126	113	20	24	0
TCGA-22-5492-01	6	19	107	10	74	3	16	42	4	9
TCGA-22-A5C4-01	19	27	178	48	97	0	31	21	10	6
TCGA-33-4532-01	29	22	159	27	93	36	57	49	21	4
TCGA-33-4533-01	26	22	151	0	41	56	25	42	0	11
TCGA-33-4538-01	11	22	37	15	81	15	17	13	9	6
TCGA-33-4547-01	18	1	3	9	43	32	117	0	26	0
TCGA-33-4566-01	21	62	1155	10	245	42	76	20	2	5
TCGA-33-4582-01	14	18	56	24	81	25	22	4	0	6
TCGA-33-4583-01	16	44	393	23	149	11	49	51	6	1
TCGA-33-4586-01	7	16	203	12	120	26	17	49	3	5
TCGA-33-4587-01	23	14	100	9	49	37	36	11	7	1
TCGA-33-4589-01	18	12	0	17	22	38	30	0	1	0
TCGA-33-6737-01	31	28	195	3	10	59	198	14	24	1
TCGA-33-6738-01	17	23	144	11	106	3	67	35	14	4
TCGA-33-A4WN-01	15	6	50	8	50	43	61	24	0	0
TCGA-33-A5GW-01	16	14	44	5	46	15	82	22	5	0
TCGA-33-AAS8-01	9	23	97	24	83	0	28	22	2	0
TCGA-33-AASB-01	6	19	287	1	67	33	22	10	6	6
TCGA-33-AASD-01	0	51	220	13	94	15	27	35	1	0
TCGA-33-AASI-01	26	5	211	14	93	35	76	26	0	14
TCGA-33-AASJ-01	22	9	32	10	17	30	75	9	19	5
TCGA-33-AASL-01	20	6	150	3	89	13	55	33	9	3
TCGA-34-2596-01	22	19	102	13	71	2	68	29	0	5
TCGA-34-2600-01	27	14	102	1	34	119	199	23	42	10
TCGA-34-2604-01	0	72	396	25	165	14	31	29	15	13
TCGA-34-2605-01	15	1	175	5	105	55	86	20	12	4
TCGA-34-2608-01	8	9	50	13	40	25	21	24	1	0
TCGA-34-2609-01	5	19	139	25	78	0	12	20	0	7
TCGA-34-5231-01	25	34	315	34	203	24	84	85	18	12
TCGA-34-5232-01	9	27	68	33	69	28	11	0	5	5
TCGA-34-5234-01	10	9	100	10	55	0	4	32	1	0
TCGA-34-5236-01	14	8	94	8	86	1	30	18	5	5
TCGA-34-5239-01	8	14	152	16	50	24	14	22	0	9
TCGA-34-5240-01	11	14	83	11	32	30	19	14	1	3
TCGA-34-5241-01	8	23	96	10	41	10	28	38	3	0
TCGA-34-5927-01	11	11	92	18	84	39	33	31	0	5
TCGA-34-5928-01	25	25	70	22	42	52	182	21	13	4
TCGA-34-5929-01	3	3	101	0	55	32	57	16	13	0
TCGA-34-7107-01	9	14	73	14	84	63	18	39	6	2
TCGA-34-8454-01	29	0	246	0	5	90	289	27	19	6
TCGA-34-8455-01	4	44	377	3	131	0	29	19	3	4
TCGA-34-8456-01	4	2	10	1	15	6	2	6	3	0
TCGA-34-A5IX-01	18	6	131	28	71	12	26	48	4	8
TCGA-37-3783-01	23	14	71	3	22	84	206	31	42	2
TCGA-37-3789-01	19	9	91	6	57	29	116	15	21	4
TCGA-37-3792-01	16	55	607	0	226	24	86	77	15	15
TCGA-37-4129-01	0	0	0	2	0	0	0	4	0	0
TCGA-37-4130-01	4	66	889	46	277	12	45	44	18	18
TCGA-37-4132-01	20	32	190	4	74	6	20	36	0	3
TCGA-37-4133-01	0	28	92	55	66	35	29	40	4	14
TCGA-37-4135-01	5	37	152	18	119	5	26	24	1	3
TCGA-37-4141-01	9	26	188	28	99	0	26	13	3	13
TCGA-37-5819-01	6	67	517	30	180	48	35	23	13	7
TCGA-37-A5EL-01	19	26	235	21	109	31	50	19	15	6
TCGA-37-A5EM-01	20	35	172	12	94	2	39	43	14	1
TCGA-37-A5EN-01	6	25	80	19	94	11	23	27	10	4
TCGA-39-5011-01	15	36	530	0	96	33	59	0	22	2
TCGA-39-5016-01	21	64	193	48	66	24	25	29	0	11
TCGA-39-5019-01	10	13	72	14	63	8	16	24	3	3
TCGA-39-5021-01	6	17	82	4	29	16	13	19	5	6
TCGA-39-5022-01	11	0	23	0	28	33	127	15	15	1
TCGA-39-5024-01	14	27	19	10	50	17	81	36	5	6
TCGA-39-5028-01	11	6	34	9	0	34	92	17	19	0
TCGA-39-5029-01	10	17	29	15	28	15	27	32	5	4
TCGA-39-5030-01	10	0	33	120	21	13	56	17	6	1
TCGA-39-5031-01	65	0	105	0	0	217	370	0	58	2
TCGA-39-5034-01	6	51	478	20	125	21	36	41	1	0
TCGA-39-5035-01	19	3	23	17	52	30	46	3	4	3
TCGA-39-5036-01	8	23	104	26	80	6	33	32	12	4
TCGA-39-5037-01	8	21	105	23	44	28	12	39	15	4
TCGA-39-5039-01	12	20	74	19	48	0	9	25	2	0
TCGA-39-5040-01	11	39	329	19	112	17	28	21	9	6
TCGA-43-2576-01	11	39	376	0	120	27	25	51	0	6
TCGA-43-2578-01	3	30	224	0	99	13	23	25	7	7
TCGA-43-2581-01	11	62	797	16	189	0	36	17	4	8
TCGA-43-3394-01	1	13	72	8	21	7	12	40	0	0
TCGA-43-3920-01	16	12	91	0	84	29	71	23	6	2
TCGA-43-5668-01	7	56	478	30	161	24	27	36	0	5
TCGA-43-5670-01	4	4	9	2	41	31	61	5	13	0
TCGA-43-6143-01	6	19	144	9	116	24	33	40	7	3
TCGA-43-6647-01	1	22	75	13	37	0	21	19	7	5
TCGA-43-6770-01	3	12	72	10	83	17	27	38	2	7
TCGA-43-6771-01	7	14	143	12	56	8	10	2	0	3
TCGA-43-6773-01	7	11	0	4	24	2	11	10	6	1
TCGA-43-7656-01	6	33	183	16	120	6	21	43	0	1
TCGA-43-7657-01	3	10	48	20	44	0	15	15	5	4
TCGA-43-7658-01	23	19	94	18	60	11	16	12	9	0
TCGA-43-8115-01	11	10	73	23	58	0	25	44	14	0
TCGA-43-8116-01	13	23	172	21	85	17	68	49	7	4
TCGA-43-8118-01	29	14	393	9	95	69	123	44	4	14
TCGA-43-A474-01	8	29	207	46	96	4	29	21	29	6
TCGA-43-A475-01	16	10	127	21	69	2	32	25	0	3
TCGA-43-A56U-01	20	0	98	10	30	13	113	28	5	2
TCGA-43-A56V-01	6	17	142	4	43	12	20	20	4	8
TCGA-46-3765-01	13	6	80	0	58	61	31	20	15	8
TCGA-46-3767-01	5	11	76	1	40	1	13	17	0	3
TCGA-46-3768-01	8	33	108	0	109	12	35	31	9	7
TCGA-46-3769-01	34	25	510	1	135	108	245	40	31	17
TCGA-46-6025-01	12	4	34	15	83	22	40	18	0	5
TCGA-46-6026-01	7	27	71	22	37	45	31	17	7	0
TCGA-51-4079-01	21	18	227	9	79	58	48	32	3	15
TCGA-51-4080-01	7	14	155	14	103	11	13	30	5	0
TCGA-51-4081-01	5	25	93	5	62	4	13	25	9	7
TCGA-51-6867-01	19	40	315	3	172	37	92	78	23	3
TCGA-52-7622-01	0	22	131	10	90	10	13	50	5	7
TCGA-52-7809-01	14	22	59	15	80	47	50	10	0	11
TCGA-52-7810-01	11	20	113	0	55	87	195	22	30	2
TCGA-52-7811-01	6	18	64	6	51	0	15	21	4	2
TCGA-52-7812-01	19	20	184	6	56	31	34	21	0	0
TCGA-56-1622-01	11	10	135	21	50	4	10	30	9	7
TCGA-56-5897-01	7	0	16	3	32	11	37	18	1	1
TCGA-56-5898-01	10	11	71	4	42	6	16	14	4	4
TCGA-56-6545-01	10	16	128	6	78	40	57	19	8	4
TCGA-56-6546-01	20	25	189	14	116	0	16	27	3	6
TCGA-56-7221-01	14	30	122	6	69	29	63	22	11	0
TCGA-56-7222-01	13	35	195	10	107	25	40	51	0	13
TCGA-56-7223-01	21	32	96	10	115	24	23	41	4	7
TCGA-56-7579-01	12	41	100	7	41	4	53	38	10	11
TCGA-56-7580-01	2	8	50	8	66	0	14	15	8	0
TCGA-56-7582-01	4	20	43	13	79	12	8	12	8	5
TCGA-56-7730-01	15	42	202	34	96	3	19	41	4	6
TCGA-56-7731-01	5	19	180	7	126	21	34	48	0	3
TCGA-56-7822-01	20	28	119	19	40	32	150	27	27	5
TCGA-56-7823-01	16	27	164	17	75	0	22	28	2	3
TCGA-56-8082-01	22	8	89	37	74	13	13	25	0	0
TCGA-56-8083-01	5	16	97	16	34	5	7	11	0	8
TCGA-56-8201-01	9	0	71	11	42	14	22	27	0	3
TCGA-56-8304-01	24	3	134	4	81	1	23	28	6	0
TCGA-56-8305-01	16	24	239	11	85	28	30	49	8	0
TCGA-56-8307-01	13	23	269	21	124	6	30	34	2	3
TCGA-56-8308-01	22	24	191	33	74	13	35	43	0	0
TCGA-56-8309-01	6	4	49	7	45	7	11	31	0	1
TCGA-56-8503-01	14	5	26	0	31	9	90	16	18	0
TCGA-56-8504-01	7	25	126	9	77	2	11	26	3	5
TCGA-56-8622-01	4	30	113	18	40	40	20	25	0	2
TCGA-56-8624-01	6	6	50	15	16	8	36	9	9	3
TCGA-56-8625-01	32	16	172	26	48	99	152	18	40	3
TCGA-56-8626-01	17	9	100	20	102	15	35	19	4	1
TCGA-56-8628-01	12	25	264	4	137	2	15	46	4	7
TCGA-56-8629-01	8	13	94	18	100	5	26	10	0	4
TCGA-56-A49D-01	12	23	81	28	75	23	78	39	12	5
TCGA-56-A4BW-01	14	10	93	11	57	4	76	19	3	3
TCGA-56-A4BY-01	0	24	57	6	54	18	6	21	0	2
TCGA-56-A4ZJ-01	6	13	59	3	32	0	12	14	1	4
TCGA-56-A4ZK-01	7	22	68	5	115	3	38	26	7	5
TCGA-56-A5DS-01	28	2	75	18	38	30	42	26	0	4
TCGA-56-A62T-01	19	44	342	26	116	7	34	25	14	3
TCGA-58-8386-01	8	24	99	14	75	17	26	43	3	5
TCGA-58-8387-01	15	0	41	17	47	25	55	13	14	7
TCGA-58-8388-01	7	13	89	10	51	7	14	33	2	0
TCGA-58-8391-01	11	43	141	21	150	0	22	24	7	10
TCGA-58-8393-01	56	0	9	0	0	75	181	2	18	0
TCGA-58-A46J-01	6	18	83	13	43	3	24	21	2	4
TCGA-58-A46K-01	16	0	20	7	19	49	67	17	0	0
TCGA-58-A46L-01	5	10	113	13	77	20	28	5	6	3
TCGA-58-A46M-01	29	37	201	41	72	70	33	39	0	10
TCGA-58-A46N-01	8	19	86	10	84	24	8	21	0	4
TCGA-60-2695-01	16	5	95	17	73	0	25	25	4	12
TCGA-60-2697-01	0	1	9	2	1	0	0	0	0	1
TCGA-60-2698-01	91	39	238	0	63	202	654	38	67	3
TCGA-60-2703-01	4	27	131	11	76	30	46	37	3	1
TCGA-60-2704-01	12	17	56	27	47	16	33	31	9	4
TCGA-60-2707-01	11	0	45	9	0	17	31	27	1	0
TCGA-60-2708-01	9	10	62	32	58	7	41	22	11	6
TCGA-60-2709-01	0	30	78	0	48	10	14	25	5	1
TCGA-60-2710-01	9	12	65	19	76	20	8	30	8	7
TCGA-60-2711-01	8	11	55	11	43	1	18	7	0	3
TCGA-60-2712-01	0	13	34	10	6	18	14	12	4	1
TCGA-60-2713-01	31	7	87	12	113	1	37	24	3	9
TCGA-60-2714-01	7	52	641	51	112	47	94	48	35	13
TCGA-60-2715-01	7	0	21	21	54	17	7	13	16	4
TCGA-60-2716-01	0	0	0	8	3	4	0	0	7	0
TCGA-60-2719-01	7	4	78	31	69	30	11	43	4	3
TCGA-60-2720-01	18	17	182	0	111	16	133	36	7	4
TCGA-60-2721-01	13	21	12	3	42	37	107	18	15	2
TCGA-60-2722-01	18	23	112	7	88	19	54	50	20	1
TCGA-60-2723-01	14	18	139	13	127	0	16	23	1	3
TCGA-60-2724-01	16	36	242	6	68	0	23	50	0	4
TCGA-60-2725-01	0	16	60	3	70	0	20	17	1	2
TCGA-60-2726-01	11	25	132	11	114	49	37	42	0	7
TCGA-63-5128-01	17	15	132	7	126	17	19	34	0	8
TCGA-63-5131-01	7	30	102	8	104	25	55	23	20	20
TCGA-63-6202-01	0	35	234	21	59	10	17	21	18	1
TCGA-63-7020-01	1	10	96	2	46	15	9	34	8	6
TCGA-63-7021-01	12	6	98	0	76	31	19	65	0	1
TCGA-63-7022-01	12	6	69	6	64	15	20	36	5	6
TCGA-63-7023-01	5	6	67	13	33	5	15	32	2	5
TCGA-63-A5M9-01	9	9	27	21	18	19	6	23	1	2
TCGA-63-A5MB-01	21	19	129	28	131	4	32	30	18	3
TCGA-63-A5MG-01	4	4	44	17	38	3	13	15	2	0
TCGA-63-A5MH-01	14	11	44	1	51	34	86	24	15	3
TCGA-63-A5MI-01	5	26	33	13	65	0	67	21	28	9
TCGA-63-A5MJ-01	12	11	70	31	64	0	11	32	6	6
TCGA-63-A5ML-01	15	9	106	18	64	9	23	26	25	11
TCGA-63-A5MM-01	25	0	0	1105	0	0	47	217	16	0
TCGA-63-A5MN-01	0	6	2	9	12	10	4	0	2	3
TCGA-63-A5MP-01	7	27	59	30	71	10	1	21	6	2
TCGA-63-A5MR-01	6	15	46	0	16	61	44	16	21	0
TCGA-63-A5MS-01	24	19	140	19	91	13	122	50	1	9
TCGA-63-A5MT-01	8	0	65	12	45	42	75	47	4	0
TCGA-63-A5MU-01	15	27	64	23	40	37	50	16	0	1
TCGA-63-A5MV-01	6	3	54	6	33	21	7	11	10	2
TCGA-63-A5MW-01	15	34	169	25	168	39	57	35	20	24
TCGA-63-A5MY-01	1	16	77	7	64	11	16	16	8	1
TCGA-66-2727-01	8	15	96	13	53	0	26	24	12	4
TCGA-66-2734-01	6	13	131	5	49	10	4	21	2	8
