Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N
TCGA-D8-A1XY-01	2	2	5	5	2	12	18	2	2	0	0	0	9	0
TCGA-D8-A1XZ-01	3	1	8	0	0	18	28	8	11	0	11	8	0	0
TCGA-D8-A1Y0-01	6	0	6	3	12	0	12	1	12	7	12	3	6	1
TCGA-D8-A1Y1-01	2	0	0	19	7	55	124	9	3	14	0	0	0	0
TCGA-D8-A1Y2-01	0	0	0	7	1	1	8	2	3	0	0	0	0	0
TCGA-D8-A1Y3-01	0	9	0	2	0	9	27	4	0	2	12	0	0	2
TCGA-D8-A27E-01	0	0	0	0	1	0	1	1	0	0	6	0	2	0
TCGA-D8-A27F-01	1	0	18	1	2	1	4	1	12	4	19	3	4	0
TCGA-D8-A27G-01	89	0	3	431	0	4	0	54	522	0	0	0	73	0
TCGA-D8-A27H-01	5	2	0	10	5	3	9	0	48	8	61	5	3	1
TCGA-D8-A27I-01	0	0	3	4	0	3	7	2	4	2	11	0	0	0
TCGA-D8-A27K-01	0	2	2	0	0	2	6	1	2	1	1	4	0	0
TCGA-D8-A27L-01	6	5	0	12	0	6	3	4	7	0	0	4	6	0
TCGA-D8-A27M-01	3	1	14	1	6	8	2	6	13	2	24	0	8	2
TCGA-D8-A27N-01	3	1	8	2	3	11	16	4	2	0	3	2	5	0
TCGA-D8-A27P-01	1	1	3	2	0	9	0	1	0	3	6	3	1	0
TCGA-D8-A27R-01	1	5	3	1	0	4	1	4	4	0	12	0	0	0
TCGA-D8-A27T-01	0	2	3	4	1	9	7	0	0	0	0	0	5	0
TCGA-D8-A27V-01	24	6	7	55	0	3	7	20	97	0	0	10	6	0
TCGA-D8-A27W-01	1	0	6	2	0	14	19	3	3	0	0	7	0	0
TCGA-D8-A3Z6-01	1	3	4	5	0	6	9	0	1	4	3	0	0	1
TCGA-D8-A4Z1-01	6	0	2	20	0	4	0	6	8	0	0	0	0	0
TCGA-D8-A73U-01	18	4	0	84	0	5	10	5	45	0	4	0	32	0
TCGA-D8-A73W-01	0	5	2	3	0	18	9	0	2	0	4	5	0	4
TCGA-D8-A73X-01	0	3	10	6	0	6	12	4	0	8	3	0	0	0
TCGA-E2-A105-01	1	10	0	6	2	7	15	0	3	6	10	1	6	0
TCGA-E2-A107-01	3	1	0	6	1	3	11	3	0	4	1	1	2	0
TCGA-E2-A108-01	5	1	0	46	3	1	8	3	76	6	24	5	8	0
TCGA-E2-A109-01	3	5	12	0	10	11	12	2	1	0	5	8	15	0
TCGA-E2-A10A-01	1	3	3	4	0	5	0	0	3	0	2	0	7	0
TCGA-E2-A10B-01	2	1	0	14	4	5	6	4	14	4	3	10	3	3
TCGA-E2-A10C-01	37	2	0	202	0	0	2	33	203	0	0	0	40	0
TCGA-E2-A10F-01	2	0	4	3	0	6	7	1	2	1	0	4	0	0
TCGA-E2-A14N-01	5	4	10	6	3	5	5	5	15	0	31	12	0	8
TCGA-E2-A14O-01	1	3	6	1	0	2	15	8	0	0	0	0	0	0
TCGA-E2-A14P-01	9	6	13	15	1	14	17	9	11	6	0	0	11	0
TCGA-E2-A14Q-01	1	4	7	4	0	2	15	0	2	2	0	0	0	3
TCGA-E2-A14R-01	2	7	21	0	4	4	9	5	19	12	41	0	15	4
TCGA-E2-A14T-01	0	2	4	4	0	9	4	5	4	0	3	2	0	6
TCGA-E2-A14V-01	6	2	0	19	3	8	22	13	38	3	15	7	0	5
TCGA-E2-A14W-01	7	2	13	0	4	4	3	5	13	4	36	7	0	4
TCGA-E2-A14X-01	0	0	0	5	0	12	8	4	2	0	3	3	0	0
TCGA-E2-A14Y-01	1	1	0	13	2	3	7	0	13	0	2	6	2	0
TCGA-E2-A14Z-01	3	4	13	19	6	2	9	8	9	0	12	0	6	4
TCGA-E2-A150-01	1	0	5	3	0	15	9	6	4	3	14	9	13	9
TCGA-E2-A152-01	10	1	9	41	1	1	6	24	62	0	9	0	7	0
TCGA-E2-A153-01	3	0	1	5	0	5	9	1	0	1	1	0	0	0
TCGA-E2-A154-01	0	2	16	1	5	8	12	8	2	0	4	0	0	0
TCGA-E2-A155-01	2	2	17	10	0	9	12	4	5	4	5	10	0	1
TCGA-E2-A156-01	0	4	5	4	1	0	5	1	2	2	0	0	0	1
TCGA-E2-A158-01	0	2	5	0	11	2	11	4	7	2	36	13	0	4
TCGA-E2-A159-01	16	1	15	52	3	7	12	1	86	1	0	1	0	6
TCGA-E2-A15A-01	1	1	9	1	0	7	7	0	3	0	1	19	10	3
TCGA-E2-A15C-01	3	4	5	1	1	10	14	1	1	2	3	4	1	0
TCGA-E2-A15D-01	0	1	0	0	0	7	9	2	1	4	0	5	3	2
TCGA-E2-A15E-01	1	1	0	1	5	2	14	0	6	8	2	0	0	0
TCGA-E2-A15F-01	4	0	0	0	0	3	11	0	1	2	7	0	0	0
TCGA-E2-A15G-01	5	1	14	7	2	2	18	5	0	8	10	0	0	1
TCGA-E2-A15H-01	3	4	3	0	2	7	9	2	1	2	0	0	0	0
TCGA-E2-A15I-01	3	0	6	3	0	4	15	0	0	0	0	4	8	0
TCGA-E2-A15J-01	1	1	4	0	0	8	1	0	0	0	1	3	3	0
TCGA-E2-A15K-01	7	2	9	0	2	10	9	1	3	1	3	2	4	0
TCGA-E2-A15L-01	1	0	2	0	0	4	12	2	4	3	5	1	0	0
TCGA-E2-A15M-01	5	6	19	15	0	15	14	3	18	4	6	0	2	1
TCGA-E2-A15O-01	1	0	7	2	0	3	10	2	0	0	4	3	0	2
TCGA-E2-A15P-01	3	3	2	1	0	8	5	0	0	3	1	2	0	0
TCGA-E2-A15R-01	5	4	6	3	2	4	16	5	1	1	0	0	0	0
TCGA-E2-A15S-01	3	2	1	7	6	2	9	0	5	7	14	7	0	5
TCGA-E2-A15T-01	3	0	5	1	0	1	16	1	3	4	0	6	0	0
TCGA-E2-A1AZ-01	1	3	13	6	8	7	0	14	20	3	4	0	0	0
TCGA-E2-A1B0-01	4	0	5	3	0	5	12	8	4	11	0	7	0	1
TCGA-E2-A1B1-01	6	0	0	10	0	0	11	0	17	0	0	0	22	0
TCGA-E2-A1B4-01	1	3	6	4	0	7	0	4	1	0	6	4	6	0
TCGA-E2-A1B5-01	2	2	0	13	0	5	6	5	8	3	0	0	0	2
TCGA-E2-A1B6-01	1	1	3	1	4	8	7	0	3	1	27	0	0	0
TCGA-E2-A1BC-01	3	2	13	0	0	10	2	0	4	2	5	0	0	0
TCGA-E2-A1BD-01	0	2	8	0	0	2	20	3	2	0	0	0	6	0
TCGA-E2-A1IE-01	1	0	6	0	1	2	8	1	0	2	4	3	0	2
TCGA-E2-A1IF-01	0	3	8	0	0	4	2	1	0	5	0	1	0	0
TCGA-E2-A1IG-01	4	1	3	6	0	3	11	7	0	0	9	3	10	0
TCGA-E2-A1IH-01	5	3	12	13	0	7	6	2	21	10	4	0	0	2
TCGA-E2-A1II-01	0	0	0	0	0	6	5	0	2	0	11	6	2	2
TCGA-E2-A1IJ-01	1	0	6	0	0	2	7	0	0	0	0	0	0	2
TCGA-E2-A1IK-01	0	0	0	0	0	2	1	5	1	0	0	8	0	0
TCGA-E2-A1IL-01	3	2	3	0	1	8	1	4	0	0	7	0	1	1
TCGA-E2-A1IN-01	8	5	11	74	4	10	9	8	100	4	8	5	0	2
TCGA-E2-A1IO-01	0	0	3	1	0	1	8	2	0	1	0	0	0	0
TCGA-E2-A1IU-01	0	0	1	4	0	1	2	7	1	0	5	10	0	0
TCGA-E2-A1L6-01	0	2	1	2	0	2	2	7	0	3	7	2	0	0
TCGA-E2-A1L7-01	3	0	20	1	4	0	12	0	4	6	13	0	12	6
TCGA-E2-A1L8-01	4	0	3	3	1	2	9	0	3	6	5	2	0	0
TCGA-E2-A1L9-01	1	0	4	3	1	4	6	2	0	2	4	0	0	1
TCGA-E2-A1LA-01	3	5	4	2	4	4	8	2	9	12	38	9	0	7
TCGA-E2-A1LB-01	1	1	0	8	1	1	5	2	13	0	3	0	20	0
TCGA-E2-A1LG-01	17	4	0	35	0	0	9	14	119	0	0	2	18	1
TCGA-E2-A1LH-01	6	3	0	10	20	0	18	2	49	10	71	0	32	10
TCGA-E2-A1LI-01	1	1	1	4	7	2	1	2	7	0	11	0	0	0
TCGA-E2-A1LK-01	1	0	0	0	0	21	17	9	4	0	0	0	0	2
TCGA-E2-A1LL-01	0	3	6	0	0	7	6	1	7	2	12	8	4	5
TCGA-E2-A2P6-01	9	8	0	64	0	14	7	14	38	0	0	0	32	0
TCGA-E2-A56Z-01	4	5	0	1	0	10	10	5	0	9	12	2	0	2
TCGA-E2-A570-01	5	1	0	0	0	3	8	0	1	0	3	8	0	1
TCGA-E2-A572-01	0	0	1	2	0	3	10	0	2	3	8	0	0	0
TCGA-E2-A573-01	1	0	3	1	0	12	4	2	5	3	22	5	11	3
TCGA-E2-A574-01	15	4	0	25	0	16	12	15	33	0	22	4	8	2
TCGA-E2-A576-01	6	5	8	0	3	9	22	4	2	1	8	1	0	1
TCGA-E2-A9RU-01	4	4	0	6	0	20	21	10	11	0	0	0	31	0
TCGA-E9-A1N3-01	0	1	7	1	4	4	2	0	3	1	2	0	4	2
TCGA-E9-A1N4-01	1	0	2	3	0	3	5	5	8	0	6	0	1	0
TCGA-E9-A1N5-01	0	0	1	8	0	4	0	0	6	7	13	0	0	0
TCGA-E9-A1N8-01	0	0	0	2	2	1	0	8	10	8	5	0	0	0
TCGA-E9-A1N9-01	1	0	3	8	5	5	15	1	1	2	21	3	0	1
TCGA-E9-A1NA-01	11	2	32	4	7	5	10	5	18	2	16	0	4	1
TCGA-E9-A1NE-01	3	1	3	3	1	8	0	0	3	1	30	0	9	0
TCGA-E9-A1NF-01	8	3	6	15	0	1	9	5	4	2	8	0	0	0
TCGA-E9-A1NG-01	0	2	6	1	0	2	5	1	0	1	1	2	0	0
TCGA-E9-A1NH-01	0	1	1	1	0	1	10	0	2	6	2	9	3	1
TCGA-E9-A1QZ-01	0	2	10	0	0	3	2	1	0	3	2	0	0	0
TCGA-E9-A1R0-01	2	2	0	3	0	6	8	4	5	0	0	5	0	0
TCGA-E9-A1R2-01	0	7	13	1	2	3	4	2	13	10	6	4	0	1
TCGA-E9-A1R3-01	1	0	0	3	2	3	4	2	0	2	8	0	0	0
TCGA-E9-A1R4-01	7	3	15	39	0	6	7	6	42	0	0	5	23	0
TCGA-E9-A1R5-01	4	0	0	2	5	0	20	2	2	2	6	7	0	1
TCGA-E9-A1R6-01	0	0	2	0	1	1	13	6	1	1	2	0	8	1
TCGA-E9-A1R7-01	4	6	13	7	0	8	3	0	4	4	6	4	0	4
TCGA-E9-A1RA-01	2	1	4	4	0	1	7	0	0	0	1	0	2	3
TCGA-E9-A1RB-01	0	3	4	0	4	6	6	1	0	5	5	4	0	0
TCGA-E9-A1RC-01	3	0	2	0	3	11	12	5	1	4	7	6	0	1
TCGA-E9-A1RD-01	1	0	0	4	0	4	3	0	2	0	7	2	0	0
TCGA-E9-A1RE-01	3	3	5	2	0	14	18	4	1	6	4	5	1	0
TCGA-E9-A1RF-01	5	3	13	3	9	13	19	5	18	0	59	8	15	0
TCGA-E9-A1RG-01	3	0	3	3	0	3	5	0	5	3	13	1	2	0
TCGA-E9-A1RH-01	5	6	18	5	0	5	21	5	10	8	16	4	7	1
TCGA-E9-A1RI-01	3	0	3	4	1	4	5	0	0	1	1	1	6	0
TCGA-E9-A226-01	5	0	0	13	0	6	5	9	25	0	0	0	16	0
TCGA-E9-A227-01	1	0	0	1	3	0	2	0	2	0	4	0	6	0
TCGA-E9-A228-01	3	1	0	5	0	10	16	0	6	0	0	0	9	2
TCGA-E9-A229-01	0	3	1	1	0	6	5	0	5	0	0	2	5	2
TCGA-E9-A22A-01	0	0	4	4	0	1	5	0	5	0	9	4	4	0
TCGA-E9-A22B-01	4	5	6	7	0	10	12	3	5	0	9	2	8	5
TCGA-E9-A22D-01	2	0	0	2	0	10	10	7	3	0	6	0	0	0
TCGA-E9-A22E-01	5	0	7	8	2	5	11	0	26	0	38	21	13	8
TCGA-E9-A22G-01	2	8	18	0	9	3	4	2	9	22	31	0	1	8
TCGA-E9-A22H-01	1	1	0	2	0	4	9	2	0	1	3	3	0	0
TCGA-E9-A243-01	4	0	0	4	5	4	7	1	14	9	27	3	9	2
TCGA-E9-A244-01	0	6	15	3	7	13	17	0	5	3	36	3	9	4
TCGA-E9-A245-01	0	0	6	0	0	0	1	2	0	0	1	7	5	1
TCGA-E9-A247-01	1	0	2	0	0	21	13	3	1	1	5	0	0	0
TCGA-E9-A248-01	1	0	0	4	3	11	5	0	2	0	0	0	2	0
TCGA-E9-A249-01	0	0	9	1	0	9	4	2	0	0	0	0	0	0
TCGA-E9-A24A-01	0	0	6	0	0	0	7	3	0	0	0	0	5	1
TCGA-E9-A295-01	0	0	42	1	2	8	30	5	4	0	0	0	17	0
TCGA-E9-A2JS-01	1	7	26	3	0	16	26	8	0	0	0	0	0	2
TCGA-E9-A2JT-01	0	0	2	11	0	0	0	1	14	0	0	0	0	0
TCGA-E9-A3HO-01	4	3	5	2	7	0	4	2	7	7	27	2	0	2
TCGA-E9-A3QA-01	2	2	0	7	8	1	2	1	15	0	16	8	0	0
TCGA-E9-A3X8-01	3	9	0	1	0	3	5	0	6	0	7	0	0	3
TCGA-E9-A54Y-01	2	1	7	12	0	6	13	1	4	1	0	0	11	0
TCGA-E9-A5FK-01	3	1	3	1	0	4	7	0	2	1	5	6	6	0
TCGA-E9-A5FL-01	0	7	13	6	8	13	1	7	20	6	22	28	0	2
TCGA-E9-A5UO-01	0	3	3	0	3	5	8	1	2	0	5	7	1	0
TCGA-E9-A6HE-01	0	2	0	1	0	5	4	2	0	0	0	6	2	0
TCGA-EW-A1IW-01	5	2	0	38	3	4	18	0	26	0	10	21	0	0
TCGA-EW-A1IX-01	4	0	0	10	5	0	0	0	15	1	3	0	4	0
TCGA-EW-A1IY-01	5	1	0	10	1	0	2	9	4	4	0	0	2	0
TCGA-EW-A1IZ-01	8	15	0	6	39	116	106	34	0	100	6	0	0	5
TCGA-EW-A1J1-01	1	0	4	0	3	5	5	2	0	0	1	0	0	2
TCGA-EW-A1J3-01	1	4	0	1	0	3	2	0	0	1	5	3	10	0
TCGA-EW-A1J5-01	34	3	0	218	0	0	9	20	214	0	3	0	39	0
TCGA-EW-A1J6-01	0	3	12	2	1	3	11	0	0	0	12	0	0	0
TCGA-EW-A1OV-01	7	6	0	59	4	1	11	8	37	0	4	3	0	0
TCGA-EW-A1OX-01	0	0	0	2	0	4	0	1	3	0	4	5	2	0
TCGA-EW-A1OZ-01	5	3	6	6	0	10	18	3	5	1	9	0	2	8
TCGA-EW-A1P0-01	0	2	8	0	1	0	4	1	1	4	5	0	0	2
TCGA-EW-A1P1-01	0	0	1	0	0	0	1	0	0	0	1	0	0	0
TCGA-EW-A1P3-01	1	4	3	2	0	0	11	0	0	1	2	2	2	0
TCGA-EW-A1P4-01	0	0	4	0	0	3	12	4	10	10	20	13	0	1
TCGA-EW-A1P5-01	0	0	2	0	0	10	4	1	1	0	0	1	1	0
TCGA-EW-A1P6-01	1	1	2	1	0	3	7	0	0	0	2	7	2	0
TCGA-EW-A1P7-01	0	1	1	0	1	1	0	0	0	2	8	3	1	1
TCGA-EW-A1P8-01	5	1	1	0	0	9	1	2	1	2	13	0	4	0
TCGA-EW-A1PA-01	3	2	0	2	2	6	1	8	3	1	10	2	1	0
TCGA-EW-A1PB-01	6	6	8	20	6	0	8	0	60	0	33	3	32	0
TCGA-EW-A1PD-01	10	3	4	5	8	4	0	0	14	6	30	3	4	2
TCGA-EW-A1PE-01	3	0	6	6	0	8	2	2	0	1	4	4	0	2
TCGA-EW-A1PG-01	0	0	0	0	0	1	1	5	0	3	0	1	0	0
TCGA-EW-A1PH-01	6	0	6	2	0	6	16	5	6	3	7	3	0	2
TCGA-EW-A2FR-01	5	0	3	4	0	2	12	1	9	0	7	5	6	0
TCGA-EW-A2FS-01	4	1	0	0	5	3	12	0	2	5	1	5	6	1
TCGA-EW-A2FV-01	3	1	9	1	0	2	4	5	0	2	2	3	0	0
TCGA-EW-A2FW-01	1	1	0	3	2	6	8	0	0	0	0	4	1	0
TCGA-EW-A423-01	8	5	0	9	0	16	11	2	11	3	10	9	4	0
TCGA-EW-A6S9-01	1	1	1	3	1	5	9	2	1	1	5	0	1	0
TCGA-EW-A6SA-01	10	1	12	8	5	17	13	8	10	5	20	5	8	1
TCGA-EW-A6SB-01	4	4	0	0	5	7	14	8	7	9	15	4	0	4
TCGA-EW-A6SC-01	2	2	4	8	0	6	2	0	0	6	3	6	0	0
TCGA-EW-A6SD-01	4	0	3	17	3	8	8	1	16	6	2	0	0	0
TCGA-GI-A2C8-01	2	3	31	7	9	16	12	1	18	3	38	5	0	3
TCGA-GM-A2D9-01	51	3	0	229	0	0	17	15	221	0	0	0	109	0
TCGA-GM-A2DA-01	0	0	4	3	0	1	14	5	7	1	5	1	4	0
TCGA-GM-A2DB-01	4	2	25	3	7	8	20	4	10	0	17	13	13	2
TCGA-GM-A2DC-01	0	4	2	0	0	1	17	0	0	0	0	0	1	2
TCGA-GM-A2DD-01	3	2	13	2	1	9	5	4	4	11	11	0	0	3
TCGA-GM-A2DF-01	2	7	0	1	2	7	11	3	6	1	8	0	2	3
TCGA-GM-A2DH-01	6	12	32	27	6	8	7	9	77	3	32	0	10	3
TCGA-GM-A2DI-01	11	0	0	28	0	1	4	10	33	0	0	4	0	0
TCGA-GM-A2DK-01	0	0	3	3	1	0	11	3	0	5	0	8	2	1
TCGA-GM-A2DL-01	4	0	13	5	1	1	9	3	5	0	0	0	8	0
TCGA-GM-A2DM-01	0	0	2	3	0	0	1	3	0	4	3	7	4	0
TCGA-GM-A2DN-01	3	0	0	2	0	1	6	0	0	1	4	1	1	0
TCGA-GM-A2DO-01	8	5	0	68	0	0	6	25	80	0	0	5	23	0
TCGA-GM-A3NW-01	9	0	0	16	0	10	11	3	32	0	6	0	6	2
TCGA-GM-A3XL-01	4	4	0	7	0	5	8	4	36	9	53	14	0	0
TCGA-GM-A4E0-01	0	1	6	0	3	6	9	4	0	0	3	2	0	0
TCGA-GM-A5PV-01	3	1	1	7	0	1	6	3	2	5	16	2	0	0
TCGA-GM-A5PX-01	1	2	3	4	0	4	7	2	3	4	2	8	0	2
TCGA-HN-A2NL-01	4	3	18	1	6	2	15	1	9	8	24	0	0	0
TCGA-HN-A2OB-01	0	1	0	3	0	2	6	1	1	0	2	1	0	2
TCGA-JL-A3YX-01	2	0	0	13	3	8	8	0	7	0	2	0	6	0
TCGA-LD-A66U-01	0	4	4	1	0	8	8	1	0	6	2	4	6	0
TCGA-LD-A74U-01	33	5	0	132	0	3	26	16	108	0	0	13	16	0
TCGA-LD-A7W5-01	3	2	0	7	3	9	16	4	9	2	0	8	1	1
TCGA-LD-A7W6-01	3	0	0	2	0	8	8	0	2	1	4	12	6	0
TCGA-LD-A9QF-01	3	2	0	1	0	5	13	3	2	1	7	2	0	0
TCGA-LL-A440-01	0	2	0	1	0	0	2	1	0	0	0	0	0	0
TCGA-LL-A50Y-01	1	0	0	2	0	5	14	0	0	5	3	8	5	0
TCGA-LL-A5YL-01	6	5	5	20	0	5	15	13	12	0	0	8	4	0
TCGA-LL-A5YM-01	4	0	4	0	0	6	6	0	3	0	8	0	9	0
TCGA-LL-A5YN-01	4	3	5	0	0	3	11	3	0	5	5	0	0	4
TCGA-LL-A5YO-01	3	0	4	2	1	6	0	1	13	3	17	6	2	3
TCGA-LL-A5YP-01	7	8	12	5	8	7	0	1	9	5	33	0	10	0
TCGA-LL-A6FP-01	8	6	23	10	0	4	6	7	4	6	0	0	0	1
TCGA-LL-A6FQ-01	5	4	10	3	0	15	19	3	0	2	0	6	2	0
TCGA-LL-A6FR-01	3	0	0	1	0	4	17	4	2	7	25	0	0	0
TCGA-LL-A73Y-01	3	2	0	27	0	6	6	15	95	15	3	19	0	2
TCGA-LL-A73Z-01	0	3	0	2	0	6	10	0	1	0	10	12	3	1
TCGA-LL-A740-01	6	6	11	5	0	8	10	1	2	9	6	0	4	0
TCGA-LL-A7SZ-01	3	3	9	6	0	10	14	10	3	8	1	2	2	4
TCGA-LL-A7T0-01	1	0	10	7	0	17	16	7	5	2	2	4	5	1
TCGA-LL-A8F5-01	5	6	12	1	12	5	18	3	18	12	55	22	24	7
TCGA-LL-A9Q3-01	2	0	6	8	2	15	9	6	0	0	9	10	0	1
TCGA-OK-A5Q2-01	1	0	0	4	0	1	16	10	2	1	5	0	0	3
TCGA-OL-A5D6-01	4	0	5	5	0	0	18	4	3	1	6	10	0	1
TCGA-OL-A5D7-01	2	1	2	5	5	5	12	0	9	4	18	13	1	3
TCGA-OL-A5D8-01	1	2	3	3	0	9	6	0	2	0	5	1	0	7
TCGA-OL-A5DA-01	9	1	0	23	2	5	10	18	35	2	3	5	0	1
TCGA-OL-A5RU-01	7	0	2	0	0	9	12	0	1	0	3	11	1	0
TCGA-OL-A5RV-01	0	0	0	0	0	2	8	1	0	0	5	0	0	1
TCGA-OL-A5RW-01	8	11	10	28	6	9	0	8	88	18	53	0	10	4
TCGA-OL-A5RX-01	0	0	6	1	0	8	6	4	2	4	1	3	0	0
TCGA-OL-A5RY-01	0	0	0	1	0	5	2	0	1	1	3	0	0	0
TCGA-OL-A5RZ-01	8	6	36	9	2	28	23	10	10	1	13	0	3	3
TCGA-OL-A5S0-01	0	2	0	3	0	5	12	3	3	3	7	1	3	2
TCGA-OL-A66H-01	1	0	7	0	1	4	3	0	0	1	6	2	2	0
TCGA-OL-A66I-01	9	1	0	1	2	7	10	2	3	0	18	0	3	0
TCGA-OL-A66J-01	2	5	0	6	3	10	16	0	3	4	4	0	13	2
TCGA-OL-A66K-01	2	1	3	2	0	18	4	0	1	0	2	12	2	0
TCGA-OL-A66L-01	0	8	0	34	0	7	4	7	24	3	0	0	7	0
TCGA-OL-A66N-01	4	2	10	1	0	11	18	4	1	4	2	0	0	1
TCGA-OL-A66O-01	1	3	5	1	2	7	13	0	1	1	1	0	0	3
TCGA-OL-A66P-01	3	1	21	1	4	8	9	7	2	11	19	20	16	1
TCGA-OL-A6VO-01	3	0	0	1	0	7	10	0	2	0	7	1	5	2
TCGA-OL-A6VQ-01	2	2	0	25	0	6	9	5	18	3	0	5	7	0
TCGA-OL-A6VR-01	0	0	1	1	2	8	1	1	0	2	1	0	0	0
TCGA-OL-A97C-01	6	2	0	1	10	11	10	0	1	8	16	2	2	1
TCGA-PE-A5DC-01	5	5	26	10	4	11	16	3	11	6	32	14	3	8
TCGA-PE-A5DD-01	3	6	15	17	0	6	10	5	15	1	0	0	7	0
TCGA-PE-A5DE-01	57	15	0	272	0	11	3	74	219	0	1	0	37	0
TCGA-PL-A8LV-01	7	5	9	12	1	7	9	2	32	10	39	4	15	3
TCGA-PL-A8LX-01	1	2	0	1	2	7	10	0	0	8	7	10	0	1
TCGA-PL-A8LY-01	0	2	0	0	0	0	1	0	0	3	0	0	0	1
TCGA-PL-A8LZ-01	8	10	37	12	21	7	6	6	0	0	18	0	11	0
TCGA-S3-A6ZF-01	1	4	5	2	0	6	24	0	5	0	0	3	0	2
TCGA-S3-A6ZG-01	0	1	0	2	0	5	14	12	1	1	9	12	0	3
TCGA-S3-A6ZH-01	0	0	4	2	1	10	7	5	1	0	3	0	8	4
TCGA-S3-AA0Z-01	2	5	13	9	0	5	20	1	8	5	0	0	7	2
TCGA-S3-AA10-01	7	8	15	7	2	4	9	0	16	10	54	8	4	6
TCGA-S3-AA11-01	7	1	20	1	12	6	4	5	2	3	3	18	14	0
TCGA-S3-AA12-01	3	7	10	3	1	3	14	3	4	2	4	0	3	3
TCGA-S3-AA14-01	0	0	0	3	0	5	9	0	3	0	4	0	0	0
TCGA-S3-AA15-01	4	2	0	11	0	3	3	4	21	0	2	0	8	2
TCGA-S3-AA17-01	1	4	15	6	6	8	12	8	14	8	31	23	0	5
TCGA-UL-AAZ6-01	5	7	12	7	14	12	9	4	14	11	25	16	0	4
TCGA-UU-A93S-01	6	9	39	6	9	30	0	0	13	0	39	15	25	5
TCGA-V7-A7HQ-01	1	2	4	1	0	4	4	1	4	2	8	0	0	0
TCGA-W8-A86G-01	1	4	0	1	1	5	13	0	1	4	4	0	1	0
TCGA-WT-AB41-01	4	3	2	17	1	2	13	3	2	3	5	6	1	0
TCGA-WT-AB44-01	1	2	14	0	0	17	10	1	0	0	0	3	10	2
TCGA-XX-A899-01	5	2	0	15	1	1	4	9	9	0	1	13	0	0
TCGA-XX-A89A-01	28	0	0	48	0	8	17	18	143	2	0	0	0	1
TCGA-Z7-A8R5-01	0	0	3	1	0	7	20	0	0	1	2	0	0	0
TCGA-Z7-A8R6-01	7	4	1	31	0	14	6	9	23	3	3	0	5	1
TCGA-05-4244-01	2	4	91	6	61	9	13	0	6	8	28	6	26	0
TCGA-05-4249-01	14	10	171	10	91	10	20	6	25	5	11	2	10	0
TCGA-05-4250-01	13	30	116	27	116	14	8	9	30	19	48	0	0	4
TCGA-05-4382-01	26	60	950	88	724	16	15	9	116	0	17	0	82	7
TCGA-05-4384-01	7	8	67	8	30	13	1	0	5	9	7	8	0	1
TCGA-05-4389-01	5	12	20	39	43	19	13	12	44	3	42	13	29	2
TCGA-05-4390-01	11	42	300	7	240	19	11	1	15	0	34	4	1	9
TCGA-05-4395-01	14	18	89	38	57	11	4	12	55	0	0	39	10	1
TCGA-05-4396-01	7	20	128	16	71	15	3	5	5	0	62	0	0	2
TCGA-05-4397-01	17	43	330	62	210	19	1	19	100	31	99	45	31	12
TCGA-05-4398-01	17	28	336	48	223	31	16	4	57	9	53	27	62	17
TCGA-05-4402-01	6	3	0	29	2	0	4	5	57	6	15	1	27	0
TCGA-05-4403-01	5	11	58	2	18	17	16	4	5	2	0	22	8	0
TCGA-05-4405-01	11	25	187	6	126	16	18	9	25	14	32	4	1	8
TCGA-05-4410-01	20	36	555	70	357	6	27	19	87	12	87	58	13	1
TCGA-05-4415-01	3	17	137	4	63	9	2	0	7	5	0	2	0	1
TCGA-05-4417-01	1	9	161	5	87	3	14	0	7	5	30	0	30	0
TCGA-05-4418-01	12	35	135	12	72	14	0	0	11	22	19	0	0	2
TCGA-05-4420-01	4	21	134	8	108	11	2	8	11	12	29	0	22	1
TCGA-05-4422-01	4	1	11	10	1	3	3	6	6	0	4	0	5	0
TCGA-05-4424-01	21	26	334	35	271	5	25	13	82	5	41	0	38	5
TCGA-05-4425-01	4	0	2	0	0	18	14	0	2	0	4	4	4	1
TCGA-05-4426-01	0	1	7	3	2	7	10	2	4	1	0	18	0	0
TCGA-05-4427-01	19	52	502	27	340	8	27	6	55	0	104	0	73	37
TCGA-05-4430-01	5	7	156	4	84	14	0	2	15	0	23	0	29	2
TCGA-05-4432-01	14	41	267	15	200	20	12	5	27	19	62	62	0	9
TCGA-05-4433-01	0	0	3	0	0	13	16	2	3	3	2	3	0	0
TCGA-05-4434-01	4	3	5	2	0	3	6	6	7	7	5	9	2	0
TCGA-05-5420-01	5	9	41	4	17	8	13	2	2	4	8	3	0	0
TCGA-05-5423-01	3	6	62	12	50	13	15	0	8	6	11	0	0	1
TCGA-05-5425-01	12	34	329	1	167	14	6	6	42	11	16	0	67	14
TCGA-05-5428-01	20	24	147	74	118	10	11	5	58	0	3	1	0	4
TCGA-05-5429-01	1	0	4	4	0	11	12	4	1	0	5	0	0	2
TCGA-05-5715-01	7	2	12	26	4	15	9	12	53	0	11	0	0	0
TCGA-35-3615-01	7	1	40	26	26	11	1	6	18	0	0	6	0	4
TCGA-35-4122-01	14	19	108	19	63	12	5	2	31	34	56	24	20	5
