Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M
TCGA-E2-A153-01	3	0	0	0	5	5	10	1	0	0	2	0	0
TCGA-E2-A154-01	0	1	13	7	1	9	13	8	2	0	4	0	0
TCGA-E2-A155-01	3	2	19	0	10	10	14	3	5	5	5	1	4
TCGA-E2-A156-01	0	4	3	2	4	0	6	1	2	2	0	1	0
TCGA-E2-A158-01	0	2	2	12	0	1	12	4	7	4	43	5	5
TCGA-E2-A159-01	16	0	11	7	52	7	15	0	87	0	0	6	0
TCGA-E2-A15A-01	1	0	14	0	1	7	9	0	3	0	2	3	22
TCGA-E2-A15C-01	3	3	6	2	1	11	17	1	1	2	3	0	0
TCGA-E2-A15D-01	0	0	0	0	0	8	10	2	1	4	0	1	8
TCGA-E2-A15E-01	1	1	0	5	0	2	15	0	6	8	2	0	0
TCGA-E2-A15F-01	4	0	0	0	0	3	10	0	1	2	8	0	0
TCGA-E2-A15G-01	6	0	11	4	7	1	20	4	0	8	12	0	0
TCGA-E2-A15H-01	3	4	0	3	0	8	10	1	1	3	0	0	0
TCGA-E2-A15I-01	3	0	7	0	4	4	17	0	0	0	0	0	8
TCGA-E2-A15J-01	1	1	8	0	0	9	0	0	0	0	1	0	2
TCGA-E2-A15K-01	7	1	9	2	0	10	11	1	3	1	3	0	5
TCGA-E2-A15L-01	1	0	2	0	0	4	13	2	4	3	5	0	0
TCGA-E2-A15M-01	5	5	19	3	15	17	16	3	18	2	5	0	0
TCGA-E2-A15O-01	1	0	7	0	2	3	10	2	0	1	6	2	0
TCGA-E2-A15P-01	3	3	3	0	1	8	6	0	0	3	1	0	0
TCGA-E2-A15R-01	6	3	0	4	3	4	21	5	1	0	0	0	0
TCGA-E2-A15S-01	3	3	0	7	7	2	10	0	5	8	17	6	0
TCGA-E2-A15T-01	3	0	6	1	1	1	19	1	3	4	0	0	1
TCGA-E2-A1AZ-01	1	3	9	11	6	7	0	14	20	3	5	0	0
TCGA-E2-A1B0-01	5	0	7	0	3	5	13	8	5	12	0	2	0
TCGA-E2-A1B1-01	7	1	0	0	12	0	15	0	18	0	1	0	12
TCGA-E2-A1B4-01	1	3	14	0	5	8	0	4	1	0	4	0	2
TCGA-E2-A1B5-01	2	1	0	0	14	5	7	5	8	2	0	2	0
TCGA-E2-A1B6-01	1	1	0	5	1	9	6	0	3	0	30	0	0
TCGA-E2-A1BC-01	3	2	14	0	0	11	0	0	4	2	5	0	0
TCGA-E2-A1BD-01	0	1	7	2	0	2	24	3	2	1	1	0	0
TCGA-E2-A1IE-01	2	0	7	1	0	2	8	1	0	2	5	2	0
TCGA-E2-A1IF-01	0	3	9	0	0	4	2	1	0	5	0	0	0
TCGA-E2-A1IG-01	4	1	4	0	7	3	14	7	1	0	12	0	4
TCGA-E2-A1IH-01	5	2	11	0	13	8	6	2	22	9	5	2	0
TCGA-E2-A1II-01	0	0	0	0	0	6	6	0	2	0	12	2	6
TCGA-E2-A1IJ-01	1	0	4	0	0	2	8	0	0	0	1	2	0
TCGA-E2-A1IK-01	0	0	5	0	0	2	2	4	2	1	1	0	0
TCGA-E2-A1IL-01	3	2	4	1	0	8	0	5	0	0	7	1	0
TCGA-E2-A1IN-01	7	4	12	6	75	11	11	7	101	3	9	2	0
TCGA-E2-A1IO-01	0	0	0	0	1	1	10	2	0	1	1	0	0
TCGA-E2-A1IU-01	0	0	6	1	4	1	3	8	1	0	7	0	0
TCGA-E2-A1L6-01	0	2	2	0	2	2	2	7	0	3	8	0	0
TCGA-E2-A1L7-01	3	0	14	8	1	0	14	0	4	5	18	6	8
TCGA-E2-A1L8-01	5	0	0	1	3	2	9	0	3	6	9	0	0
TCGA-E2-A1L9-01	1	0	2	2	3	4	7	2	0	2	4	1	0
TCGA-E2-A1LA-01	3	5	9	3	1	4	9	2	9	14	41	7	0
TCGA-E2-A1LB-01	1	2	0	3	10	1	6	3	13	0	4	0	12
TCGA-E2-A1LG-01	18	6	1	0	38	0	13	15	124	0	0	2	2
TCGA-E2-A1LH-01	6	2	0	23	11	0	20	2	50	10	70	10	27
TCGA-E2-A1LI-01	1	1	0	8	4	2	0	2	7	0	12	0	0
TCGA-E2-A1LK-01	1	0	0	0	0	22	17	9	4	0	0	1	0
TCGA-E2-A1LL-01	0	3	8	0	0	8	7	0	7	2	13	5	8
TCGA-E2-A2P6-01	10	12	0	0	74	18	10	16	42	0	1	0	3
TCGA-E2-A56Z-01	4	5	0	0	1	11	9	5	0	8	13	2	2
TCGA-E2-A570-01	6	1	0	0	0	3	11	0	1	0	5	1	2
TCGA-E2-A572-01	0	0	0	0	1	3	11	0	2	3	9	0	0
TCGA-E2-A573-01	1	0	3	0	1	13	3	2	5	3	25	3	13
TCGA-E2-A574-01	16	4	1	0	26	18	13	15	35	0	26	2	0
TCGA-E2-A576-01	6	4	4	5	0	9	27	3	2	0	9	1	0
TCGA-E2-A9RU-01	3	4	0	0	8	22	25	11	12	0	1	1	20
TCGA-E9-A1N3-01	0	1	4	6	1	5	1	0	3	1	3	2	4
TCGA-E9-A1N4-01	1	0	2	0	3	3	6	5	7	0	7	0	0
TCGA-E9-A1N5-01	0	0	0	0	8	5	0	0	6	6	14	0	0
TCGA-E9-A1N8-01	0	0	0	2	2	1	0	8	9	8	6	0	0
TCGA-E9-A1N9-01	1	0	0	6	8	5	18	1	1	2	23	1	0
TCGA-E9-A1NA-01	11	1	26	13	4	6	11	5	18	1	20	1	0
TCGA-E9-A1NE-01	2	1	0	3	3	8	0	0	3	0	30	0	12
TCGA-E9-A1NF-01	9	2	1	0	17	1	10	4	4	2	11	0	0
TCGA-E9-A1NG-01	0	2	7	0	1	2	6	1	0	1	1	0	0
TCGA-E9-A1NH-01	0	0	3	0	1	0	14	0	1	6	3	1	8
TCGA-E9-A1QZ-01	0	1	10	1	0	4	1	1	0	2	3	0	0
TCGA-E9-A1R0-01	3	2	0	0	3	7	10	4	5	0	0	0	1
TCGA-E9-A1R2-01	0	7	10	4	1	3	5	2	15	10	8	1	0
TCGA-E9-A1R3-01	1	0	0	2	3	4	4	2	0	2	7	0	0
TCGA-E9-A1R4-01	7	4	20	3	41	7	9	6	41	0	0	0	15
TCGA-E9-A1R5-01	5	0	0	6	2	0	22	2	2	3	8	1	0
TCGA-E9-A1R6-01	0	0	0	3	1	0	16	7	2	1	2	1	3
TCGA-E9-A1R7-01	4	6	17	0	7	9	2	0	4	3	5	4	2
TCGA-E9-A1RA-01	3	1	3	0	5	1	8	0	0	0	1	3	0
TCGA-E9-A1RB-01	0	4	5	4	0	6	7	1	0	6	5	0	0
TCGA-E9-A1RC-01	3	0	3	3	0	12	14	5	1	5	8	1	0
TCGA-E9-A1RD-01	1	0	0	0	5	4	4	0	2	0	7	0	0
TCGA-E9-A1RE-01	3	3	6	0	2	16	17	4	1	6	5	0	3
TCGA-E9-A1RF-01	6	2	2	13	3	13	21	4	19	0	67	0	20
TCGA-E9-A1RG-01	3	0	4	0	3	3	5	0	5	3	14	0	1
TCGA-E9-A1RH-01	6	5	14	3	5	5	23	5	10	8	19	1	7
TCGA-E9-A1RI-01	3	0	0	2	4	4	5	0	0	0	2	0	9
TCGA-E9-A226-01	5	1	2	0	15	7	7	10	29	0	0	0	3
TCGA-E9-A227-01	1	1	0	4	1	0	3	1	3	0	5	0	0
TCGA-E9-A228-01	3	2	1	2	6	11	19	0	6	0	0	2	0
TCGA-E9-A229-01	0	3	2	0	1	7	5	0	6	0	0	2	4
TCGA-E9-A22A-01	0	0	7	1	4	1	6	0	5	0	8	0	4
TCGA-E9-A22B-01	4	4	11	0	7	10	15	3	5	0	8	5	4
TCGA-E9-A22D-01	2	0	0	0	2	10	9	7	3	0	7	0	0
TCGA-E9-A22E-01	6	0	14	2	9	4	13	0	27	0	40	8	21
TCGA-E9-A22G-01	2	8	14	12	0	3	4	3	9	22	33	7	0
TCGA-E9-A22H-01	1	0	0	0	2	5	11	2	0	1	3	0	1
TCGA-E9-A243-01	4	0	0	6	4	4	6	2	14	10	31	2	6
TCGA-E9-A244-01	0	5	8	9	3	14	17	0	5	3	41	3	13
TCGA-E9-A245-01	0	0	9	0	0	0	1	1	0	0	1	1	10
TCGA-E9-A247-01	1	0	1	0	0	23	13	3	1	0	5	0	0
TCGA-E9-A248-01	1	0	0	2	5	11	6	0	2	0	0	0	1
TCGA-E9-A249-01	0	0	7	1	1	11	3	2	0	0	0	0	0
TCGA-E9-A24A-01	0	0	6	1	0	0	9	3	0	0	0	1	2
TCGA-E9-A295-01	0	0	31	11	1	8	36	5	5	0	2	0	10
TCGA-E9-A2JS-01	1	5	20	3	2	16	33	8	0	0	0	1	0
TCGA-E9-A2JT-01	0	0	0	1	12	0	0	0	15	0	0	0	0
TCGA-E9-A3HO-01	5	3	2	8	2	0	3	2	7	7	31	2	0
TCGA-E9-A3QA-01	3	2	0	10	7	1	2	1	16	0	20	0	0
TCGA-E9-A3X8-01	3	8	0	0	1	3	6	0	6	0	7	3	0
TCGA-E9-A54Y-01	2	1	10	0	13	7	14	2	4	1	0	0	4
TCGA-E9-A5FK-01	3	0	2	1	1	4	9	0	2	2	7	0	8
TCGA-E9-A5FL-01	0	7	25	8	5	13	0	7	20	8	22	2	16
TCGA-E9-A5UO-01	0	3	3	4	0	6	11	0	2	1	6	0	2
TCGA-E9-A6HE-01	0	3	2	0	1	5	5	2	0	0	0	1	3
TCGA-EW-A1IW-01	5	2	2	3	40	3	24	0	27	0	14	0	7
TCGA-EW-A1IX-01	4	0	0	6	10	1	0	0	16	2	3	0	0
TCGA-EW-A1IY-01	5	1	1	0	11	0	3	9	4	4	0	0	0
TCGA-EW-A1IZ-01	8	9	0	27	6	131	109	33	0	102	6	4	0
TCGA-EW-A1J1-01	1	0	2	4	0	5	5	2	0	0	2	2	0
TCGA-EW-A1J3-01	1	5	0	0	2	3	4	0	0	1	7	0	7
TCGA-EW-A1J5-01	34	6	0	1	233	0	15	19	222	0	10	0	0
TCGA-EW-A1J6-01	0	2	4	4	2	2	13	0	0	0	17	0	0
TCGA-EW-A1OV-01	7	5	0	5	61	0	14	7	37	0	4	0	0
TCGA-EW-A1OX-01	0	0	6	0	2	4	0	1	3	0	3	0	2
TCGA-EW-A1OZ-01	5	2	3	0	6	11	22	3	5	1	10	8	0
TCGA-EW-A1P0-01	0	2	8	1	0	0	4	1	1	4	5	2	0
TCGA-EW-A1P1-01	0	0	0	0	0	0	1	0	0	0	2	0	0
TCGA-EW-A1P3-01	1	4	7	0	2	0	12	0	0	1	1	0	0
TCGA-EW-A1P4-01	0	0	3	0	0	2	14	4	10	11	26	1	6
TCGA-EW-A1P5-01	0	0	2	0	0	11	3	1	1	0	0	0	2
TCGA-EW-A1P6-01	1	1	5	0	1	3	8	0	0	0	3	0	4
TCGA-EW-A1P7-01	0	2	2	2	0	1	0	0	0	3	8	1	0
TCGA-EW-A1P8-01	5	1	3	0	0	10	0	2	1	2	15	0	0
TCGA-EW-A1PA-01	3	2	1	2	2	6	0	8	3	1	13	0	0
TCGA-EW-A1PB-01	6	8	4	12	22	0	10	0	61	0	36	0	23
TCGA-EW-A1PD-01	10	3	1	9	5	5	0	0	14	6	32	3	5
TCGA-EW-A1PE-01	3	0	7	1	6	10	1	2	0	1	4	3	0
TCGA-EW-A1PG-01	0	0	0	0	0	1	1	6	0	3	0	0	0
TCGA-EW-A1PH-01	6	0	7	0	1	6	19	5	6	4	6	2	0
TCGA-EW-A2FR-01	5	0	5	0	4	2	14	0	9	0	7	0	8
TCGA-EW-A2FS-01	4	0	0	4	0	3	15	0	2	7	2	1	7
TCGA-EW-A2FV-01	3	0	12	0	1	2	5	5	0	2	2	0	0
TCGA-EW-A2FW-01	1	0	0	2	3	6	10	0	0	0	0	0	4
TCGA-EW-A423-01	8	5	4	0	9	16	13	2	11	4	11	0	5
TCGA-EW-A6S9-01	1	1	0	1	3	6	9	2	1	1	6	0	0
TCGA-EW-A6SA-01	10	1	5	8	8	19	13	8	10	4	28	1	8
TCGA-EW-A6SB-01	4	4	0	4	0	7	16	8	7	10	17	4	0
TCGA-EW-A6SC-01	2	2	5	0	7	7	1	0	0	7	5	0	3
TCGA-EW-A6SD-01	4	0	0	4	17	9	8	0	17	6	3	0	0
TCGA-GI-A2C8-01	2	2	29	13	6	18	12	1	18	2	42	3	0
TCGA-GM-A2D9-01	53	9	0	0	254	0	30	16	237	0	0	0	46
TCGA-GM-A2DA-01	0	0	4	0	3	1	16	5	7	2	7	0	0
TCGA-GM-A2DB-01	4	1	31	10	3	8	24	3	10	0	19	2	13
TCGA-GM-A2DC-01	0	3	1	0	0	0	21	0	0	0	0	2	0
TCGA-GM-A2DD-01	3	2	13	2	2	10	4	4	4	10	12	2	0
TCGA-GM-A2DF-01	3	7	0	1	1	8	12	3	6	1	8	3	0
TCGA-GM-A2DH-01	6	11	25	12	27	9	7	9	80	1	38	2	5
TCGA-GM-A2DI-01	12	0	0	0	29	1	5	9	35	0	0	0	0
TCGA-GM-A2DK-01	0	0	8	0	4	0	12	4	1	7	0	1	0
TCGA-GM-A2DL-01	4	0	8	5	5	0	12	3	5	0	0	0	7
TCGA-GM-A2DM-01	0	0	4	1	4	0	1	3	0	4	4	1	5
TCGA-GM-A2DN-01	3	0	0	0	2	1	7	0	0	1	5	0	0
TCGA-GM-A2DO-01	8	8	0	0	76	0	10	28	87	0	0	0	3
TCGA-GM-A3NW-01	9	0	0	0	17	12	12	3	33	0	6	2	1
TCGA-GM-A3XL-01	4	5	2	0	7	4	8	4	37	11	60	0	2
TCGA-GM-A4E0-01	0	0	5	4	0	6	11	4	0	0	4	0	0
TCGA-GM-A5PV-01	3	0	0	0	7	1	7	3	1	5	20	0	0
TCGA-GM-A5PX-01	1	2	7	0	5	4	9	2	3	5	1	2	1
TCGA-HN-A2NL-01	4	2	11	10	1	2	17	1	9	7	27	0	0
TCGA-HN-A2OB-01	0	1	0	0	3	2	6	1	1	0	3	2	0
TCGA-JL-A3YX-01	2	0	1	3	14	9	9	0	7	0	3	0	1
TCGA-LD-A66U-01	0	3	3	0	1	13	8	0	0	6	2	0	8
TCGA-LD-A74U-01	35	6	0	0	140	2	36	15	113	0	4	0	1
TCGA-LD-A7W5-01	3	2	0	2	7	9	20	4	9	3	2	1	3
TCGA-LD-A7W6-01	3	0	0	0	2	8	8	0	1	1	7	0	16
TCGA-LD-A9QF-01	3	1	0	0	1	4	16	3	2	0	9	0	0
TCGA-LL-A440-01	0	1	0	0	1	0	3	1	0	0	0	0	0
TCGA-LL-A50Y-01	1	0	3	0	3	5	15	0	0	6	6	0	4
TCGA-LL-A5YL-01	7	6	9	1	20	5	19	13	13	0	0	0	0
TCGA-LL-A5YM-01	4	0	5	0	1	7	7	0	3	1	8	0	4
TCGA-LL-A5YN-01	4	3	3	1	0	3	10	3	0	5	7	4	0
TCGA-LL-A5YO-01	3	0	3	1	2	6	0	1	14	3	21	3	4
TCGA-LL-A5YP-01	7	8	0	13	5	7	0	1	10	5	40	0	9
TCGA-LL-A6FP-01	8	5	23	0	10	5	6	7	4	5	1	1	0
TCGA-LL-A6FQ-01	6	3	14	0	3	16	22	3	0	2	0	0	0
TCGA-LL-A6FR-01	3	0	0	0	1	4	18	4	2	6	25	0	0
TCGA-LL-A73Y-01	3	3	5	0	28	7	7	16	98	17	5	2	2
TCGA-LL-A73Z-01	0	3	5	0	2	7	11	0	1	1	11	1	6
TCGA-LL-A740-01	6	6	13	0	5	10	11	1	2	9	5	0	0
TCGA-LL-A7SZ-01	3	2	8	0	6	11	17	10	3	8	3	4	0
TCGA-LL-A7T0-01	1	0	12	0	7	19	17	7	5	2	4	1	2
TCGA-LL-A8F5-01	5	6	19	14	2	4	21	2	18	16	63	7	23
TCGA-LL-A9Q3-01	3	0	15	1	8	16	10	5	0	1	8	1	0
TCGA-OK-A5Q2-01	1	0	0	0	4	0	17	10	2	1	5	3	0
TCGA-OL-A5D6-01	4	0	9	0	5	0	20	4	3	1	8	1	2
TCGA-OL-A5D7-01	3	1	4	5	6	5	14	0	9	6	19	3	5
TCGA-OL-A5D8-01	1	2	2	0	2	11	6	0	2	0	6	7	0
TCGA-OL-A5DA-01	10	1	0	2	23	5	12	18	35	2	5	1	0
TCGA-OL-A5RU-01	7	0	5	0	0	10	14	0	1	0	4	0	5
TCGA-OL-A5RV-01	0	0	0	0	0	2	8	1	0	0	6	0	0
TCGA-OL-A5RW-01	9	12	6	10	28	10	0	8	89	18	58	5	0
TCGA-OL-A5RX-01	0	0	9	0	1	9	6	4	2	3	1	0	0
TCGA-OL-A5RY-01	0	0	0	0	1	5	2	0	1	1	3	0	0
TCGA-OL-A5RZ-01	8	4	30	8	9	30	26	10	11	0	13	3	0
TCGA-OL-A5S0-01	0	2	0	0	3	6	15	3	3	3	7	2	0
TCGA-OL-A66H-01	1	0	9	2	0	5	3	0	0	1	5	0	1
TCGA-OL-A66I-01	9	1	0	2	2	8	10	2	3	0	19	0	0
TCGA-OL-A66J-01	2	5	0	3	7	11	18	0	3	4	5	2	8
TCGA-OL-A66K-01	3	1	11	0	2	20	3	0	1	0	0	0	6
TCGA-OL-A66L-01	0	9	0	0	38	8	5	7	24	3	0	0	0
TCGA-OL-A66N-01	4	1	10	0	1	12	20	3	1	3	2	1	0
TCGA-OL-A66O-01	1	2	2	3	1	8	13	0	1	1	3	3	0
TCGA-OL-A66P-01	3	1	29	7	1	7	11	7	2	13	20	1	21
TCGA-OL-A6VO-01	3	0	0	0	1	7	10	0	2	0	7	2	6
TCGA-OL-A6VQ-01	2	1	1	0	28	7	11	4	18	3	0	0	7
TCGA-OL-A6VR-01	0	0	0	3	1	9	0	1	0	2	1	0	0
TCGA-OL-A97C-01	6	2	0	9	1	13	10	0	1	9	17	1	1
TCGA-PE-A5DC-01	5	5	32	7	10	12	18	2	11	7	37	8	0
TCGA-PE-A5DD-01	3	6	17	0	20	6	13	5	15	0	0	0	0
TCGA-PE-A5DE-01	58	16	0	0	289	13	8	74	225	0	6	0	0
TCGA-PL-A8LV-01	7	5	4	3	12	7	9	2	33	10	44	3	16
TCGA-PL-A8LX-01	2	2	4	1	1	8	11	0	0	9	8	1	2
TCGA-PL-A8LY-01	0	2	0	0	0	0	1	0	0	3	0	1	0
TCGA-PL-A8LZ-01	8	11	38	28	13	9	6	6	0	1	16	0	0
TCGA-S3-A6ZF-01	1	3	5	0	2	5	29	0	5	0	0	2	0
TCGA-S3-A6ZG-01	0	1	6	0	3	4	18	12	1	2	10	3	0
TCGA-S3-A6ZH-01	0	0	5	2	3	12	8	6	1	0	3	4	1
TCGA-S3-AA0Z-01	2	5	8	2	10	5	22	1	9	6	0	2	5
TCGA-S3-AA10-01	7	9	15	5	7	5	8	0	16	10	62	6	0
TCGA-S3-AA11-01	8	1	22	16	2	6	5	5	2	5	6	0	18
TCGA-S3-AA12-01	3	6	10	2	3	2	20	3	4	1	4	2	0
TCGA-S3-AA14-01	0	0	0	0	3	6	8	0	3	0	4	0	0
TCGA-S3-AA15-01	4	3	0	0	12	4	4	5	22	0	4	2	0
TCGA-S3-AA17-01	1	5	22	8	6	8	14	8	14	12	37	6	0
TCGA-UL-AAZ6-01	6	6	11	14	7	14	8	3	14	12	28	4	13
TCGA-UU-A93S-01	6	8	47	13	6	33	0	0	13	0	39	5	26
TCGA-V7-A7HQ-01	1	2	3	0	1	4	4	1	4	1	10	0	0
TCGA-W8-A86G-01	1	4	0	1	2	5	12	0	1	4	5	0	0
TCGA-WT-AB41-01	4	2	1	1	19	2	16	2	2	4	7	0	2
TCGA-WT-AB44-01	1	1	15	1	0	19	10	2	0	0	0	2	9
TCGA-XX-A899-01	6	3	2	1	17	1	5	10	9	1	4	0	1
TCGA-XX-A89A-01	29	0	0	0	47	9	19	17	142	1	0	1	0
TCGA-Z7-A8R5-01	0	0	0	0	1	7	23	0	0	0	3	0	0
TCGA-Z7-A8R6-01	8	4	1	0	33	16	6	9	24	2	3	1	0
TCGA-05-4244-01	1	2	76	83	6	11	13	0	6	8	32	0	22
TCGA-05-4249-01	14	5	157	125	9	11	24	6	25	3	6	0	0
TCGA-05-4250-01	13	27	85	144	27	16	6	8	30	21	54	3	0
TCGA-05-4382-01	25	49	775	966	91	29	20	12	119	0	21	3	0
TCGA-05-4384-01	7	7	71	40	8	15	0	0	6	8	2	0	0
TCGA-05-4389-01	4	14	13	53	42	21	14	13	45	5	52	3	17
TCGA-05-4390-01	11	35	254	303	6	24	10	0	15	0	30	6	0
TCGA-05-4395-01	15	18	92	77	39	12	7	11	56	0	0	2	19
TCGA-05-4396-01	7	17	103	97	15	18	0	5	5	0	66	1	0
TCGA-05-4397-01	17	39	300	281	63	21	0	18	101	34	103	9	33
TCGA-05-4398-01	16	23	302	301	49	36	18	5	58	11	49	14	46
TCGA-05-4402-01	6	5	5	3	31	1	6	6	57	8	15	1	11
TCGA-05-4403-01	6	10	62	28	2	18	20	3	5	3	0	0	11
TCGA-05-4405-01	11	21	161	161	5	20	17	9	25	14	32	6	0
TCGA-05-4410-01	20	26	526	469	68	9	34	18	88	18	72	0	0
TCGA-05-4415-01	3	14	122	85	3	12	1	0	7	3	0	0	0
TCGA-05-4417-01	0	8	144	121	5	6	16	0	8	7	31	0	6
TCGA-05-4418-01	12	32	108	101	11	15	0	0	11	20	24	0	0
TCGA-05-4420-01	3	21	109	140	9	15	0	9	11	14	33	1	6
TCGA-05-4422-01	4	1	12	4	11	3	4	6	6	0	3	0	0
TCGA-05-4424-01	21	21	281	351	35	9	30	15	83	10	42	3	0
TCGA-05-4425-01	4	0	2	0	0	21	13	0	2	0	6	1	4
TCGA-05-4426-01	0	1	15	1	4	8	13	1	4	3	0	0	5
TCGA-05-4427-01	19	49	434	459	29	15	32	11	57	1	110	34	0
TCGA-05-4430-01	5	6	151	118	5	17	0	4	15	0	18	1	1
TCGA-05-4432-01	15	38	266	252	13	23	13	4	27	27	58	7	10
TCGA-05-4433-01	0	0	0	0	0	14	19	1	3	3	5	0	0
TCGA-05-4434-01	4	3	10	0	2	3	7	6	7	7	6	0	4
TCGA-05-5420-01	5	8	37	25	4	8	15	2	2	4	6	0	0
TCGA-05-5423-01	3	4	38	71	11	14	16	0	8	6	16	0	0
TCGA-05-5425-01	11	30	290	237	2	19	5	9	44	11	14	11	36
TCGA-05-5428-01	20	19	121	153	74	12	14	2	58	0	0	2	0
TCGA-05-5429-01	1	0	0	0	4	12	13	4	1	0	7	2	0
TCGA-05-5715-01	7	0	8	6	26	17	9	11	54	0	13	0	0
TCGA-35-3615-01	8	0	38	34	26	12	1	5	18	0	0	4	0
TCGA-35-4122-01	14	17	87	85	19	13	4	1	31	38	68	4	31
TCGA-35-4123-01	9	14	116	148	0	15	0	5	16	0	45	1	0
TCGA-35-5375-01	11	15	157	133	20	29	5	5	32	31	72	13	0
TCGA-38-4625-01	17	16	253	313	60	9	11	8	64	0	14	0	0
TCGA-38-4626-01	6	8	166	118	6	4	0	0	15	0	0	2	0
TCGA-38-4627-01	1	5	0	5	1	0	7	7	2	6	0	2	0
TCGA-38-4628-01	5	0	7	21	6	7	21	3	13	0	31	0	35
TCGA-38-4629-01	9	28	103	83	23	18	9	4	20	4	38	6	5
TCGA-38-4630-01	7	10	0	18	26	12	27	14	35	0	12	4	0
TCGA-38-4631-01	11	29	405	372	2	0	37	4	30	4	33	0	0
TCGA-38-4632-01	29	20	275	205	18	17	10	2	23	26	26	4	0
TCGA-38-6178-01	5	6	19	6	8	6	6	3	3	3	19	1	6
TCGA-38-7271-01	3	7	38	24	8	4	0	0	32	0	0	0	0
TCGA-38-A44F-01	1	0	1	0	1	1	7	0	0	0	1	0	6
TCGA-44-2655-01	7	7	94	96	4	8	0	1	9	0	0	2	0
TCGA-44-2656-01	13	41	313	464	4	31	8	12	23	0	71	0	78
TCGA-44-2657-01	9	8	152	211	21	13	22	11	28	2	45	0	0
TCGA-44-2659-01	6	13	127	248	15	15	21	2	7	0	40	0	14
TCGA-44-2661-01	0	7	4	1	3	2	4	4	3	3	15	4	0
TCGA-44-2662-01	14	2	37	27	52	5	4	10	87	5	10	10	5
TCGA-44-2665-01	0	1	0	1	10	2	16	2	6	12	6	0	5
TCGA-44-2666-01	1	0	0	0	4	5	6	2	3	10	7	2	3
TCGA-44-2668-01	7	5	138	156	33	3	7	8	31	0	45	0	10
TCGA-44-3396-01	7	2	52	29	43	17	17	10	46	0	21	1	0
TCGA-44-3398-01	1	0	53	59	30	17	0	9	36	17	26	0	0
TCGA-44-3917-01	6	27	58	80	3	4	9	0	24	0	27	0	36
TCGA-44-3918-01	19	24	412	544	27	20	8	14	69	0	44	0	0
TCGA-44-3919-01	4	7	0	2	3	5	0	3	15	6	13	0	11
TCGA-44-4112-01	17	12	182	227	40	17	22	12	69	2	9	0	0
TCGA-44-5643-01	7	8	54	18	11	4	24	15	14	3	4	0	0
TCGA-44-5644-01	10	34	470	458	19	28	26	17	47	8	50	4	0
TCGA-44-5645-01	3	0	9	0	0	0	15	0	0	12	3	2	0
TCGA-44-6144-01	5	12	103	86	8	6	14	5	17	12	12	4	0
TCGA-44-6145-01	4	2	197	158	7	5	6	2	6	0	0	5	0
TCGA-44-6146-01	8	0	6	3	1	5	18	0	0	6	0	0	0
TCGA-44-6147-01	11	3	65	58	2	7	6	0	6	0	3	0	0
TCGA-44-6148-01	1	0	1	1	0	3	0	0	0	2	0	0	0
TCGA-44-6774-01	7	4	159	163	2	3	7	0	7	0	18	0	0
TCGA-44-6775-01	1	9	3	13	6	4	3	4	5	13	14	0	11
TCGA-44-6776-01	3	10	99	91	4	12	0	7	7	8	10	0	0
TCGA-44-6777-01	20	28	113	137	48	19	7	12	51	7	29	0	8
TCGA-44-6778-01	2	19	194	156	10	16	6	5	10	8	46	4	11
TCGA-44-6779-01	2	5	38	28	9	7	26	0	4	2	1	3	0
TCGA-44-7659-01	6	8	70	56	4	7	0	0	11	14	5	2	0
TCGA-44-7660-01	2	29	148	89	3	24	0	7	39	42	80	4	2
TCGA-44-7661-01	4	22	108	100	17	7	5	8	52	0	19	0	0
TCGA-44-7662-01	22	19	261	241	31	15	10	7	52	20	30	7	0
TCGA-44-7667-01	4	25	225	189	13	18	30	2	15	0	48	10	0
TCGA-44-7669-01	15	23	224	174	0	17	11	3	18	23	47	6	0
TCGA-44-7670-01	35	36	447	534	59	30	1	20	112	0	30	21	9
TCGA-44-7671-01	4	21	121	74	5	16	0	12	11	4	23	0	0
TCGA-44-7672-01	5	0	122	44	7	5	0	9	3	0	2	0	0
TCGA-44-8117-01	10	22	312	424	15	27	22	7	32	11	48	0	0
TCGA-44-8119-01	12	19	280	260	11	40	22	9	19	19	67	4	11
TCGA-44-8120-01	6	25	250	332	19	17	15	0	20	6	55	0	0
TCGA-44-A479-01	7	5	148	165	10	19	0	5	13	5	0	0	0
TCGA-44-A47A-01	10	13	66	32	21	15	13	15	73	1	12	0	0
TCGA-44-A47B-01	4	0	20	4	3	15	7	1	0	2	0	2	2
TCGA-44-A47F-01	6	6	18	14	12	15	11	0	10	1	16	1	3
TCGA-44-A47G-01	7	5	12	14	7	5	11	2	14	3	18	3	0
TCGA-44-A4SS-01	11	34	181	177	22	13	13	6	50	23	55	9	0
TCGA-44-A4SU-01	4	9	76	39	3	21	0	5	4	8	10	0	8
TCGA-49-4486-01	17	7	18	18	39	0	13	4	79	3	9	6	0
TCGA-49-4487-01	9	18	119	136	19	5	0	9	45	4	65	3	0
TCGA-49-4488-01	5	3	149	143	20	11	0	3	15	8	0	10	0
TCGA-49-4490-01	1	4	0	0	8	16	2	6	9	5	17	0	0
TCGA-49-4494-01	0	12	111	62	6	12	11	2	8	0	8	0	0
