Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I
TCGA-92-7341-01	6	19	55	41	32	10	38	13	1
TCGA-92-8063-01	1	42	212	1	114	18	44	3	5
TCGA-92-8064-01	18	24	105	25	62	8	24	0	7
TCGA-92-8065-01	44	20	0	0	77	184	0	31	0
TCGA-94-7033-01	12	0	15	24	28	57	19	0	1
TCGA-94-7557-01	23	8	3	11	24	43	18	9	0
TCGA-94-7943-01	41	2	31	5	72	77	1	24	0
TCGA-94-8035-01	12	12	86	15	66	30	20	10	0
TCGA-94-8490-01	27	27	192	285	87	70	395	0	51
TCGA-94-8491-01	25	0	204	15	265	106	41	0	23
TCGA-94-A4VJ-01	15	18	272	28	93	40	34	0	12
TCGA-94-A5I4-01	6	28	122	20	73	16	34	7	7
TCGA-94-A5I6-01	11	15	91	20	27	19	26	0	5
TCGA-96-7544-01	16	0	198	23	92	78	61	19	11
TCGA-96-7545-01	6	9	39	7	30	7	29	12	10
TCGA-96-8169-01	0	30	64	15	60	9	29	3	4
TCGA-96-8170-01	16	3	125	7	62	71	30	15	2
TCGA-96-A4JK-01	33	29	246	28	171	71	34	17	5
TCGA-96-A4JL-01	9	0	0	33	20	0	0	10	0
TCGA-98-7454-01	13	17	119	6	59	31	7	7	2
TCGA-98-8020-01	3	0	5	16	48	33	0	13	0
TCGA-98-8021-01	145	63	85	0	282	608	0	107	0
TCGA-98-8022-01	2	13	80	28	69	58	28	18	11
TCGA-98-8023-01	22	0	96	8	70	10	40	0	5
TCGA-98-A538-01	34	28	411	10	212	93	29	14	11
TCGA-98-A539-01	21	13	91	9	39	34	18	0	3
TCGA-98-A53A-01	8	36	210	14	35	26	49	3	10
TCGA-98-A53B-01	9	9	36	10	66	23	31	3	3
TCGA-98-A53C-01	0	0	0	0	0	0	3	0	1
TCGA-98-A53H-01	2	0	32	0	0	1	1	0	1
TCGA-98-A53I-01	15	46	176	23	152	38	27	0	12
TCGA-98-A53J-01	10	18	22	6	60	14	4	9	1
TCGA-J1-A4AH-01	9	30	44	6	60	43	15	18	9
TCGA-L3-A4E7-01	0	10	51	12	28	3	22	0	0
TCGA-L3-A524-01	9	0	212	16	128	10	47	9	3
TCGA-LA-A446-01	13	46	188	9	86	34	16	20	7
TCGA-LA-A7SW-01	0	0	1	21	34	33	14	5	15
TCGA-MF-A522-01	80	58	55	0	207	268	23	63	2
TCGA-NC-A5HD-01	22	1	254	9	169	45	51	0	15
TCGA-NC-A5HE-01	3	38	130	8	6	23	35	7	3
TCGA-NC-A5HF-01	4	1	147	23	83	27	25	2	3
TCGA-NC-A5HG-01	72	183	154	7	179	113	67	0	11
TCGA-NC-A5HH-01	11	49	180	15	104	14	46	7	10
TCGA-NC-A5HI-01	4	39	258	11	100	69	34	19	10
TCGA-NC-A5HJ-01	14	0	313	14	100	19	32	11	2
TCGA-NC-A5HK-01	3	9	181	10	95	11	22	9	2
TCGA-NC-A5HL-01	13	19	65	18	111	15	20	2	7
TCGA-NC-A5HM-01	25	0	138	12	116	22	31	0	10
TCGA-NC-A5HN-01	39	89	267	17	214	20	79	0	15
TCGA-NC-A5HO-01	6	24	120	10	66	27	49	0	6
TCGA-NC-A5HP-01	32	0	265	16	95	61	32	3	6
TCGA-NC-A5HQ-01	15	29	193	27	94	25	34	6	5
TCGA-NC-A5HR-01	12	16	187	7	123	14	36	4	10
TCGA-NC-A5HT-01	19	41	213	25	60	18	19	9	10
TCGA-NK-A5CR-01	25	37	158	13	70	28	43	0	8
TCGA-NK-A5CT-01	4	38	165	16	73	63	28	17	3
TCGA-NK-A5CX-01	2	8	134	9	34	3	21	3	1
TCGA-NK-A5D1-01	8	22	30	17	49	15	11	6	2
TCGA-NK-A7XE-01	17	10	0	4	22	62	10	7	0
TCGA-O2-A52N-01	29	0	298	18	156	70	45	10	9
TCGA-O2-A52Q-01	56	5	725	21	193	163	26	34	2
TCGA-O2-A52S-01	29	25	162	16	116	82	17	20	4
TCGA-O2-A52V-01	5	29	161	6	65	9	27	23	7
TCGA-O2-A52W-01	15	0	41	18	21	9	26	0	0
TCGA-O2-A5IB-01	5	22	156	0	67	12	48	4	0
TCGA-XC-AA0X-01	3	37	76	6	38	21	36	8	6
TCGA-3M-AB46-01	8	5	35	33	62	27	16	5	7
TCGA-3M-AB47-01	0	23	10	56	23	0	0	15	14
TCGA-B7-5816-01	21	62	118	635	0	0	447	47	77
TCGA-B7-5818-01	40	69	0	55	151	7	41	11	120
TCGA-B7-A5TI-01	2	34	37	455	2	10	105	37	11
TCGA-B7-A5TJ-01	10	15	0	159	42	0	0	18	68
TCGA-B7-A5TK-01	0	7	4	34	13	10	0	2	0
TCGA-B7-A5TN-01	0	0	1	23	54	0	0	17	5
TCGA-BR-4183-01	4	10	0	33	12	0	0	4	7
TCGA-BR-4184-01	15	0	0	3626	0	0	496	0	0
TCGA-BR-4187-01	2	0	0	21	5	1	0	8	1
TCGA-BR-4188-01	2	2	0	58	34	0	0	1	6
TCGA-BR-4191-01	34	0	62	29	69	25	19	7	9
TCGA-BR-4201-01	6	74	0	894	111	0	305	104	3
TCGA-BR-4253-01	2	16	0	25	26	5	5	9	16
TCGA-BR-4255-01	3	9	0	25	22	0	5	7	3
TCGA-BR-4256-01	12	90	72	554	8	6	300	20	75
TCGA-BR-4257-01	0	86	73	585	4	0	355	89	41
TCGA-BR-4267-01	2	0	9	13	50	9	3	6	15
TCGA-BR-4279-01	0	5	3	22	1	0	9	19	2
TCGA-BR-4280-01	20	0	78	357	0	2	236	0	79
TCGA-BR-4292-01	0	43	0	1105	136	0	74	116	22
TCGA-BR-4294-01	2	7	6	9	9	0	6	0	0
TCGA-BR-4357-01	17	13	26	33	59	48	27	12	84
TCGA-BR-4361-01	43	191	0	926	7	3	1663	86	22
TCGA-BR-4362-01	16	54	0	956	78	0	384	25	196
TCGA-BR-4363-01	2	5	0	323	48	0	149	36	23
TCGA-BR-4366-01	5	19	3	53	53	13	9	0	24
TCGA-BR-4368-01	16	89	4	845	101	0	316	52	11
TCGA-BR-4369-01	16	6	0	60	20	17	0	13	101
TCGA-BR-4370-01	17	36	0	842	122	0	73	116	16
TCGA-BR-4371-01	4	22	0	102	31	5	0	22	17
TCGA-BR-6452-01	167	310	203	2015	43	30	3040	118	201
TCGA-BR-6453-01	5	10	0	56	8	2	0	0	145
TCGA-BR-6454-01	0	12	12	38	47	12	13	11	34
TCGA-BR-6455-01	0	31	4	64	9	0	2	3	2
TCGA-BR-6456-01	0	7	9	6	14	1	6	1	3
TCGA-BR-6457-01	0	15	0	39	41	0	0	6	40
TCGA-BR-6458-01	2	8	0	61	24	6	0	0	274
TCGA-BR-6563-01	3	0	0	42	19	0	2	5	15
TCGA-BR-6564-01	4	0	7	12	1	5	1	11	0
TCGA-BR-6565-01	8	0	5	37	69	10	20	18	9
TCGA-BR-6566-01	26	8	108	552	0	0	260	37	57
TCGA-BR-6705-01	1	4	0	33	42	4	0	5	27
TCGA-BR-6706-01	6	10	0	32	15	0	20	1	159
TCGA-BR-6707-01	0	12	0	41	28	1	0	7	1
TCGA-BR-6709-01	1	10	1	10	5	4	13	2	7
TCGA-BR-6801-01	3	20	0	24	1	3	1	9	0
TCGA-BR-6802-01	12	0	4	358	0	2	121	10	17
TCGA-BR-6803-01	2	0	7	7	0	1	0	1	1
TCGA-BR-6852-01	33	0	87	686	0	0	265	38	63
TCGA-BR-7196-01	4	10	9	24	27	4	1	0	7
TCGA-BR-7197-01	3	33	0	72	17	1	0	15	83
TCGA-BR-7703-01	0	49	35	439	75	2	116	38	23
TCGA-BR-7704-01	28	4	54	44	147	37	13	4	118
TCGA-BR-7707-01	11	64	48	880	0	0	373	71	81
TCGA-BR-7715-01	1	16	8	63	26	0	6	20	27
TCGA-BR-7716-01	15	0	21	18	46	57	8	8	22
TCGA-BR-7717-01	2	8	0	69	45	6	2	10	36
TCGA-BR-7722-01	1	7	0	26	11	2	3	7	1
TCGA-BR-7723-01	15	4	1	42	58	0	12	0	76
TCGA-BR-7851-01	0	125	39	998	30	0	256	111	12
TCGA-BR-7901-01	17	0	0	42	82	17	7	4	60
TCGA-BR-7957-01	7	0	5	24	15	0	0	7	3
TCGA-BR-7958-01	17	2	10	39	80	8	3	3	46
TCGA-BR-7959-01	2	9	0	41	31	7	2	13	20
TCGA-BR-8058-01	2	3	2	7	19	7	10	2	8
TCGA-BR-8059-01	13	25	102	316	145	12	114	17	92
TCGA-BR-8060-01	11	39	4	31	74	8	18	0	96
TCGA-BR-8077-01	7	0	2	52	41	8	5	15	11
TCGA-BR-8078-01	1	23	54	986	52	0	333	108	47
TCGA-BR-8080-01	0	0	16	77	38	6	11	7	68
TCGA-BR-8081-01	20	13	51	666	32	0	157	55	28
TCGA-BR-8284-01	11	18	13	248	51	0	16	27	17
TCGA-BR-8285-01	15	5	0	48	28	0	0	3	21
TCGA-BR-8286-01	12	16	0	54	43	2	5	2	34
TCGA-BR-8289-01	10	7	19	48	39	8	12	8	88
TCGA-BR-8291-01	0	0	2	7	16	1	0	0	6
TCGA-BR-8295-01	0	0	0	13	12	8	5	5	14
TCGA-BR-8296-01	0	5	0	42	28	9	0	6	0
TCGA-BR-8297-01	3	20	0	73	24	15	15	0	141
TCGA-BR-8360-01	13	19	64	676	0	2	150	58	18
TCGA-BR-8361-01	7	125	0	1039	83	0	325	105	56
TCGA-BR-8363-01	26	65	77	653	26	0	337	53	93
TCGA-BR-8364-01	1	5	0	5	5	1	5	2	1
TCGA-BR-8365-01	1	3	0	8	14	0	0	3	0
TCGA-BR-8366-01	16	18	0	47	15	0	21	0	93
TCGA-BR-8367-01	2	0	0	38	21	1	0	5	8
TCGA-BR-8368-01	0	66	0	727	100	0	102	52	26
TCGA-BR-8369-01	5	28	10	83	46	1	4	1	78
TCGA-BR-8370-01	4	10	28	60	30	1	0	0	9
TCGA-BR-8371-01	4	1	0	7	4	0	6	0	3
TCGA-BR-8372-01	16	28	71	572	11	0	647	55	44
TCGA-BR-8373-01	0	8	0	35	29	4	10	13	14
TCGA-BR-8380-01	3	0	0	48	18	0	0	14	8
TCGA-BR-8381-01	11	13	2	62	66	1	0	0	8
TCGA-BR-8382-01	4	34	57	646	33	0	164	45	42
TCGA-BR-8384-01	8	0	3	24	13	0	0	0	14
TCGA-BR-8483-01	2	12	15	69	33	0	0	3	20
TCGA-BR-8484-01	3	11	0	28	28	2	4	7	17
TCGA-BR-8485-01	4	18	0	25	24	4	19	0	294
TCGA-BR-8486-01	3	10	3	25	15	2	10	0	0
TCGA-BR-8487-01	15	210	209	1658	0	0	997	104	0
TCGA-BR-8588-01	0	20	0	63	38	0	0	1	29
TCGA-BR-8589-01	9	17	0	8	50	0	81	0	1224
TCGA-BR-8590-01	2	6	0	35	36	4	0	0	72
TCGA-BR-8591-01	12	128	132	830	0	0	416	52	57
TCGA-BR-8592-01	0	10	0	25	0	0	1	6	1
TCGA-BR-8676-01	5	6	5	33	25	2	0	7	16
TCGA-BR-8677-01	7	8	0	22	36	0	0	11	0
TCGA-BR-8678-01	4	7	13	40	30	11	0	23	8
TCGA-BR-8679-01	2	19	0	90	51	11	0	3	24
TCGA-BR-8680-01	0	0	701	1245	0	0	774	3686	1406
TCGA-BR-8682-01	0	4	0	45	15	1	0	15	4
TCGA-BR-8683-01	5	22	16	66	60	0	7	5	6
TCGA-BR-8686-01	4	12	10	45	49	3	0	9	6
TCGA-BR-8687-01	4	27	0	19	21	0	7	0	155
TCGA-BR-8690-01	0	14	25	64	28	14	16	9	23
TCGA-BR-A44T-01	2	0	0	10	1	0	3	7	0
TCGA-BR-A44U-01	0	16	0	51	24	0	0	4	16
TCGA-BR-A452-01	12	6	0	19	18	20	0	7	49
TCGA-BR-A453-01	3	8	22	40	0	0	8	4	1
TCGA-BR-A4CQ-01	8	34	7	69	78	2	0	5	21
TCGA-BR-A4CR-01	5	7	11	27	25	0	6	0	4
TCGA-BR-A4CS-01	5	27	16	66	39	10	0	16	15
TCGA-BR-A4IU-01	1	0	0	14	0	0	4	8	1
TCGA-BR-A4IV-01	2	4	7	7	6	1	5	1	7
TCGA-BR-A4IY-01	2	0	20	60	76	12	5	6	6
TCGA-BR-A4IZ-01	0	0	0	11	3	0	0	4	2
TCGA-BR-A4J1-01	0	0	1	28	41	3	0	9	5
TCGA-BR-A4J2-01	0	5	0	40	13	0	0	9	3
TCGA-BR-A4J4-01	1	21	4	48	24	0	0	2	1
TCGA-BR-A4J5-01	0	7	0	51	37	0	0	0	20
TCGA-BR-A4J6-01	4	0	8	3	20	0	3	0	1
TCGA-BR-A4J7-01	1	8	0	44	4	0	2	5	4
TCGA-BR-A4J8-01	1	4	0	50	36	1	0	15	8
TCGA-BR-A4J9-01	1	3	0	18	21	0	0	2	3
TCGA-BR-A4PD-01	8	14	2	18	30	5	18	0	98
TCGA-BR-A4PE-01	6	37	14	104	45	3	0	5	41
TCGA-BR-A4PF-01	5	9	11	46	30	4	6	0	8
TCGA-BR-A4QI-01	15	0	4	46	48	5	0	9	23
TCGA-BR-A4QL-01	17	104	0	1370	116	0	175	125	45
TCGA-BR-A4QM-01	5	11	5	46	14	1	8	11	22
TCGA-CD-5798-01	6	1	6	48	27	4	0	11	17
TCGA-CD-5799-01	0	3	5	28	12	0	0	7	2
TCGA-CD-5800-01	15	21	0	71	55	16	0	20	5
TCGA-CD-5801-01	25	39	0	52	115	0	42	21	251
TCGA-CD-5802-01	0	17	0	14	21	6	2	4	0
TCGA-CD-5803-01	0	0	2	14	25	1	0	2	1
TCGA-CD-5804-01	0	15	0	43	16	5	2	6	2
TCGA-CD-5813-01	5	0	5	62	93	12	19	10	17
TCGA-CD-8524-01	2	21	6	87	46	0	0	9	19
TCGA-CD-8525-01	3	0	0	22	26	20	3	16	9
TCGA-CD-8526-01	1	2	5	30	7	3	1	5	3
TCGA-CD-8527-01	1	27	14	152	43	4	22	15	30
TCGA-CD-8528-01	0	20	0	70	31	0	0	9	5
TCGA-CD-8529-01	43	0	74	51	218	75	23	4	17
TCGA-CD-8530-01	0	7	1	30	24	9	0	2	42
TCGA-CD-8531-01	1	26	16	91	117	0	47	9	18
TCGA-CD-8532-01	1	5	0	16	18	0	3	6	1
TCGA-CD-8533-01	0	26	0	78	34	0	0	15	2
TCGA-CD-8534-01	0	12	0	32	21	5	0	1	1
TCGA-CD-8535-01	36	12	0	54	79	5	2	10	136
TCGA-CD-8536-01	0	56	39	636	20	0	153	46	13
TCGA-CD-A486-01	17	0	6	58	22	1	0	5	3
TCGA-CD-A487-01	11	21	7	38	36	13	0	5	84
TCGA-CD-A489-01	3	12	0	20	37	0	5	9	10
TCGA-CD-A48A-01	15	16	2	68	44	5	12	20	109
TCGA-CD-A48C-01	1	14	13	63	59	6	0	19	97
TCGA-CD-A4MG-01	43	28	276	1382	0	0	755	85	29
TCGA-CD-A4MH-01	0	14	0	39	37	2	5	0	2
TCGA-CD-A4MI-01	4	42	147	572	0	0	248	73	25
TCGA-CD-A4MJ-01	4	36	42	419	19	0	166	18	16
TCGA-CG-4300-01	3	19	5	61	35	0	4	8	28
TCGA-CG-4301-01	3	7	1	19	21	10	1	0	2
TCGA-CG-4304-01	2	3	0	18	36	10	6	5	3
TCGA-CG-4305-01	16	66	77	700	62	0	294	48	48
TCGA-CG-4306-01	8	74	3	764	147	0	128	62	6
TCGA-CG-4436-01	4	8	0	67	37	10	0	2	92
TCGA-CG-4437-01	31	0	77	117	302	47	42	9	24
TCGA-CG-4438-01	0	6	6	44	69	24	11	5	6
TCGA-CG-4440-01	10	2	15	41	17	16	6	19	27
TCGA-CG-4441-01	0	21	5	49	5	1	0	18	36
TCGA-CG-4442-01	5	66	95	720	0	0	583	94	17
TCGA-CG-4443-01	9	0	14	17	56	14	6	0	1
TCGA-CG-4444-01	8	17	0	39	30	6	0	0	130
TCGA-CG-4449-01	10	6	0	36	6	15	17	11	10
TCGA-CG-4455-01	3	13	1	3	30	0	0	1	3
TCGA-CG-4460-01	3	82	0	1672	95	0	88	242	19
TCGA-CG-4462-01	0	8	0	47	12	2	0	10	18
TCGA-CG-4465-01	13	26	77	324	0	0	177	22	48
TCGA-CG-4466-01	13	2	1	50	41	12	0	3	126
TCGA-CG-4469-01	14	9	2	98	55	5	0	3	199
TCGA-CG-4474-01	0	8	0	59	21	5	0	13	1
TCGA-CG-4475-01	3	0	0	15	38	3	6	5	3
TCGA-CG-4476-01	1	15	12	34	53	16	6	5	4
TCGA-CG-4477-01	10	0	5	19	27	4	0	2	4
TCGA-CG-5716-01	0	0	3	9	5	0	2	4	1
TCGA-CG-5717-01	7	2	18	14	50	34	26	0	13
TCGA-CG-5718-01	8	27	6	29	18	4	4	7	4
TCGA-CG-5719-01	4	13	0	33	26	8	0	6	0
TCGA-CG-5720-01	7	6	8	36	27	7	4	1	7
TCGA-CG-5721-01	67	131	0	1240	0	0	3360	166	0
TCGA-CG-5722-01	0	15	1	35	38	2	0	11	2
TCGA-CG-5723-01	45	25	0	1140	0	2	521	95	45
TCGA-CG-5724-01	1	20	1	51	23	0	0	8	39
TCGA-CG-5725-01	0	9	10	15	5	0	0	8	3
TCGA-CG-5726-01	37	0	37	886	0	0	336	121	11
TCGA-CG-5727-01	16	0	14	72	56	9	0	27	9
TCGA-CG-5728-01	9	57	29	923	90	0	304	78	45
TCGA-CG-5730-01	18	22	0	73	54	16	0	19	0
TCGA-CG-5732-01	8	5	5	20	29	2	1	3	6
TCGA-CG-5733-01	13	68	73	626	18	0	271	90	34
TCGA-CG-5734-01	8	6	0	53	12	0	5	10	18
TCGA-D7-5577-01	16	14	4	40	38	0	0	10	22
TCGA-D7-5578-01	0	28	0	100	41	25	0	8	91
TCGA-D7-5579-01	0	11	16	30	32	10	10	19	46
TCGA-D7-6518-01	5	7	7	43	14	7	0	6	15
TCGA-D7-6519-01	0	11	11	12	22	1	0	9	1
TCGA-D7-6520-01	0	14	1	29	4	11	4	4	9
TCGA-D7-6521-01	0	13	0	30	22	2	0	21	0
TCGA-D7-6522-01	0	0	0	27	25	1	0	2	11
TCGA-D7-6524-01	0	5	6	53	38	0	0	22	0
TCGA-D7-6525-01	3	21	17	46	29	8	1	14	62
TCGA-D7-6526-01	7	22	10	50	83	11	0	10	75
TCGA-D7-6527-01	10	2	0	53	36	18	0	0	148
TCGA-D7-6528-01	28	13	0	62	64	30	7	0	218
TCGA-D7-6815-01	4	29	10	89	29	1	0	1	8
TCGA-D7-6817-01	3	0	4	42	39	0	6	0	11
TCGA-D7-6818-01	3	14	0	33	6	1	7	0	128
TCGA-D7-6820-01	8	14	0	26	48	13	6	2	4
TCGA-D7-6822-01	10	16	0	45	48	10	16	4	158
TCGA-D7-8570-01	2	11	3	51	65	11	0	5	6
TCGA-D7-8572-01	16	7	17	50	95	6	0	17	14
TCGA-D7-8573-01	0	14	0	43	23	0	6	9	10
TCGA-D7-8574-01	0	8	1	22	15	0	0	0	3
TCGA-D7-8575-01	0	14	3	20	10	1	1	7	1
TCGA-D7-8576-01	7	0	0	38	20	1	3	2	0
TCGA-D7-8578-01	0	11	1	45	6	0	0	4	0
TCGA-D7-8579-01	4	2	0	55	6	0	3	5	68
TCGA-D7-A4YT-01	18	8	71	48	139	36	15	10	19
TCGA-D7-A4YU-01	10	17	14	87	56	6	0	16	79
TCGA-D7-A4YV-01	8	28	21	721	47	0	85	64	26
TCGA-D7-A4YX-01	4	4	0	55	25	5	0	7	0
TCGA-D7-A4YY-01	25	16	45	284	2	0	74	19	85
TCGA-D7-A4Z0-01	3	0	0	38	0	1	0	0	324
TCGA-D7-A6ET-01	1	6	0	10	13	1	0	2	1
TCGA-D7-A6EV-01	6	11	1	90	40	10	1	12	33
TCGA-D7-A6EX-01	8	3	19	42	44	3	0	20	14
TCGA-D7-A6EY-01	3	38	46	780	72	0	447	24	151
TCGA-D7-A6EZ-01	13	0	34	47	118	43	26	5	28
TCGA-D7-A6F0-01	4	13	8	57	28	14	1	16	16
TCGA-D7-A6F2-01	1	0	0	33	49	0	0	5	2
TCGA-D7-A747-01	1	27	0	20	3	4	0	0	71
TCGA-D7-A748-01	0	5	1	29	2	0	0	5	9
TCGA-D7-A74A-01	0	27	0	56	19	74	0	14	5
TCGA-D7-A74B-01	6	1	0	11	13	0	4	3	4
TCGA-EQ-5647-01	5	13	4	22	39	5	0	12	10
TCGA-EQ-8122-01	15	26	4	77	61	11	3	15	16
TCGA-EQ-A4SO-01	4	0	35	26	70	35	24	2	9
TCGA-F1-6177-01	0	87	0	976	73	0	162	70	27
TCGA-F1-6874-01	0	96	109	550	9	0	146	60	21
TCGA-F1-6875-01	0	19	0	38	37	1	1	9	10
TCGA-F1-A448-01	9	15	17	418	24	0	140	25	20
TCGA-F1-A72C-01	6	0	0	32	14	1	0	0	8
TCGA-FP-7735-01	2	15	0	12	27	6	0	9	0
TCGA-FP-7829-01	15	33	46	112	43	0	0	15	42
TCGA-FP-7916-01	0	8	13	67	19	5	0	9	4
TCGA-FP-7998-01	0	15	7	30	10	6	0	8	5
TCGA-FP-8099-01	8	7	1	82	38	0	0	33	4
TCGA-FP-8209-01	0	0	0	1	0	0	0	0	0
TCGA-FP-8210-01	0	0	0	0	1	0	4	0	0
TCGA-FP-8211-01	1	2	31	11	37	12	13	2	7
TCGA-FP-8631-01	0	14	8	13	53	7	4	10	11
TCGA-FP-A4BE-01	0	74	34	1165	41	0	191	86	50
TCGA-FP-A4BF-01	12	0	0	64	28	0	0	5	13
TCGA-FP-A8CX-01	0	13	17	30	26	1	1	13	13
TCGA-FP-A9TM-01	0	44	10	85	63	0	0	5	1
TCGA-HF-7131-01	4	12	0	8	44	22	0	0	25
TCGA-HF-7132-01	6	62	60	944	0	0	196	76	36
TCGA-HF-7133-01	15	0	3	44	15	6	3	0	3
TCGA-HF-7134-01	13	35	15	95	60	5	0	9	123
TCGA-HF-7136-01	1	0	18	43	18	4	0	6	6
TCGA-HF-A5NB-01	5	79	6	955	0	0	405	49	57
TCGA-HJ-7597-01	0	53	0	581	71	0	126	43	2
TCGA-HU-8238-01	3	23	1	55	34	11	0	15	60
TCGA-HU-8243-01	15	0	0	79	40	11	2	9	5
TCGA-HU-8244-01	8	9	0	84	49	0	0	7	8
TCGA-HU-8245-01	5	0	5	30	12	1	14	2	8
TCGA-HU-8249-01	0	14	4	93	29	13	0	14	8
TCGA-HU-8602-01	4	78	68	1117	0	0	349	119	26
TCGA-HU-8604-01	12	10	17	105	36	0	0	23	55
TCGA-HU-8608-01	8	0	2	42	27	7	10	7	2
TCGA-HU-8610-01	4	0	2	32	7	2	0	12	10
TCGA-HU-A4G2-01	0	13	7	21	8	0	3	11	0
TCGA-HU-A4G3-01	11	7	0	56	29	0	0	10	13
TCGA-HU-A4G6-01	2	13	8	44	13	0	0	8	8
TCGA-HU-A4G8-01	7	72	0	1000	111	0	329	86	16
TCGA-HU-A4G9-01	2	47	0	503	42	0	173	54	30
TCGA-HU-A4GC-01	9	0	0	88	34	0	0	16	23
TCGA-HU-A4GD-01	2	5	0	27	62	7	1	0	3
TCGA-HU-A4GF-01	3	9	3	64	36	2	9	11	32
TCGA-HU-A4GH-01	18	0	0	27	0	6	2	0	906
TCGA-HU-A4GJ-01	0	4	0	2	0	0	0	0	0
TCGA-HU-A4GN-01	21	60	91	811	0	0	226	64	26
TCGA-HU-A4GP-01	7	5	30	100	79	4	2	17	19
TCGA-HU-A4GQ-01	1	158	19	1399	38	0	271	90	54
TCGA-HU-A4GT-01	16	41	68	806	0	0	461	43	51
TCGA-HU-A4GU-01	11	0	117	1259	0	14	210	0	115
TCGA-HU-A4GX-01	0	73	32	877	31	0	221	95	0
TCGA-HU-A4GY-01	0	16	0	42	16	0	0	0	5
TCGA-HU-A4H0-01	3	28	0	73	84	0	11	6	11
TCGA-HU-A4H2-01	12	9	9	86	68	0	3	4	37
TCGA-HU-A4H3-01	0	73	101	550	0	0	183	37	39
TCGA-HU-A4H4-01	8	27	52	253	26	2	306	6	87
TCGA-HU-A4H5-01	12	0	49	44	178	7	18	5	15
TCGA-HU-A4H6-01	3	14	0	69	40	0	0	10	12
TCGA-HU-A4H8-01	1	75	11	995	87	0	59	36	24
TCGA-HU-A4HB-01	0	2	0	2	4	0	0	0	5
TCGA-HU-A4HD-01	10	20	12	53	71	14	13	12	21
TCGA-IN-7806-01	0	13	0	27	44	0	0	3	2
TCGA-IN-7808-01	7	9	8	58	17	0	0	12	20
TCGA-IN-8462-01	0	13	25	53	21	9	4	5	13
TCGA-IN-8663-01	4	36	2	60	34	5	0	0	87
TCGA-IN-A6RI-01	2	21	0	31	19	0	8	0	49
TCGA-IN-A6RJ-01	0	19	0	36	36	5	7	3	61
TCGA-IN-A6RL-01	10	9	138	61	102	32	93	19	100
TCGA-IN-A6RN-01	2	12	19	21	60	15	3	10	13
TCGA-IN-A6RO-01	1	37	59	68	86	38	0	34	39
TCGA-IN-A6RP-01	15	6	1	88	43	20	0	17	12
TCGA-IN-A6RR-01	0	57	17	56	16	2	0	5	44
TCGA-IN-A6RS-01	5	24	0	68	24	2	0	5	4
TCGA-IN-A7NR-01	0	14	0	34	9	0	0	3	53
TCGA-IN-A7NT-01	0	17	0	43	21	12	5	1	37
TCGA-IN-A7NU-01	2	16	0	37	24	0	5	3	30
TCGA-IN-AB1V-01	6	8	0	25	26	0	2	6	2
TCGA-IN-AB1X-01	14	8	16	37	22	2	1	9	32
TCGA-IP-7968-01	1	11	0	68	32	3	0	5	13
TCGA-KB-A6F5-01	0	34	1	35	6	0	0	4	3
TCGA-KB-A6F7-01	1	0	27	30	42	7	7	0	10
TCGA-KB-A93G-01	5	26	17	38	20	9	0	11	1
TCGA-KB-A93H-01	8	36	6	98	49	0	9	19	59
TCGA-KB-A93J-01	0	6	5	25	4	2	4	4	5
TCGA-MX-A5UG-01	2	1	0	27	14	2	0	10	0
TCGA-MX-A5UJ-01	9	96	0	1076	55	0	173	89	36
TCGA-MX-A663-01	8	0	15	34	20	14	1	12	2
TCGA-MX-A666-01	2	22	7	26	43	14	0	12	15
TCGA-R5-A7O7-01	4	19	7	51	34	8	2	12	14
TCGA-R5-A7ZE-01	13	20	0	58	40	3	0	15	52
TCGA-R5-A7ZF-01	8	0	0	46	17	0	8	5	1
TCGA-R5-A7ZI-01	0	14	41	554	11	3	210	78	21
TCGA-R5-A7ZR-01	4	7	4	35	22	1	2	10	5
TCGA-R5-A804-01	3	0	12	30	30	2	0	4	12
TCGA-R5-A805-01	0	13	0	25	13	5	0	0	102
TCGA-RD-A7BS-01	2	12	7	29	4	6	1	5	5
TCGA-RD-A7BT-01	9	17	0	25	30	12	0	0	190
TCGA-RD-A7BW-01	3	0	0	26	42	5	3	8	3
TCGA-RD-A7C1-01	8	32	0	139	81	7	0	8	62
TCGA-RD-A8MV-01	9	0	5	39	0	3	2	12	15
TCGA-RD-A8MW-01	9	0	7	28	25	10	0	0	14
TCGA-RD-A8N0-01	0	0	0	2	0	0	0	0	0
TCGA-RD-A8N1-01	5	4	20	6	36	16	25	4	14
TCGA-RD-A8N2-01	0	0	0	2	0	0	0	0	0
TCGA-RD-A8N4-01	0	0	0	3	4	2	0	0	0
TCGA-RD-A8N5-01	3	0	0	17	14	0	0	6	3
TCGA-RD-A8N6-01	6	6	0	74	67	11	9	17	3
TCGA-RD-A8N9-01	0	16	9	62	38	0	0	14	18
TCGA-RD-A8NB-01	0	63	41	414	0	0	145	44	26
TCGA-SW-A7EA-01	9	55	32	342	11	7	157	27	47
TCGA-SW-A7EB-01	3	0	23	44	59	31	0	12	6
TCGA-VQ-A8DL-01	0	0	8	24	22	4	3	1	6
TCGA-VQ-A8DT-01	17	9	6	70	47	0	0	14	68
TCGA-VQ-A8DU-01	7	7	0	50	33	2	0	0	75
